Model:	LI-7810
SN:	TG10-01575
Software Version:	2.3.8
Timestamp:	2025-05-05 15:00:00
Timezone:	America/Los_Angeles
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1746482442	970961093	94209	0	""	2025-05-05	15:00:42	13131.939	441.96594	2113.3054	39.7937	55.0003	32.5497	30.6284	0.00273048	11.236	54.4998	30.75	-0.159262	24.1197	136
DATA	1746482443	970961093	94213	0	""	2025-05-05	15:00:43	13132.108	442.17303	2113.4473	39.7941	55.0003	32.5512	30.6284	0.00273147	11.2353	54.4998	3.5	-0.159262	24.1193	 36
DATA	1746482444	970961093	94217	0	""	2025-05-05	15:00:44	13131.716	442.71494	2113.4641	39.7934	55.0003	32.5508	30.6284	0.00273221	11.2357	54.4998	24.75	-0.159262	24.1197	168
DATA	1746482445	970961093	94221	0	""	2025-05-05	15:00:45	13130.891	442.43433	2113.4297	39.7934	55.0003	32.5512	30.6284	0.00272932	11.236	54.4998	18.5	-0.159262	24.1205	 54
DATA	1746482446	970961093	94225	0	""	2025-05-05	15:00:46	13130.231	441.95532	2113.0654	39.7937	55.0003	32.5504	30.6284	0.00272834	11.236	54.4998	-0.5	-0.159262	24.1201	 36
DATA	1746482447	970961093	94229	0	""	2025-05-05	15:00:47	13130.475	442.13416	2112.9292	39.7934	55.0003	32.5508	30.6284	0.00273567	11.2359	54.4998	-14	-0.159262	24.1205	 69
DATA	1746482448	970596075	94233	0	""	2025-05-05	15:00:48	13129.197	441.71075	2112.8748	39.7934	55.0003	32.5512	30.6284	0.00272953	11.2358	54.4998	36.5	-0.159262	24.1197	148
DATA	1746482449	970596075	94237	0	""	2025-05-05	15:00:49	13129.814	442.07236	2113.0024	39.7926	55.0003	32.5516	30.6284	0.00273124	11.2357	54.4998	38.5	-0.159262	24.1209	120
DATA	1746482450	970596075	94241	0	""	2025-05-05	15:00:50	13131.347	441.89618	2112.8501	39.7937	55.0003	32.5528	30.6284	0.00273399	11.2359	54.4998	-3.75	-0.159262	24.1213	173
DATA	1746482451	970596075	94245	0	""	2025-05-05	15:00:51	13130.257	442.242	2112.8521	39.7941	55.0003	32.5535	30.6284	0.00273405	11.2358	54.4998	121	-0.159262	24.1213	195
DATA	1746482452	970596075	94249	0	""	2025-05-05	15:00:52	13131.219	442.11557	2112.7251	39.7937	55.0003	32.5543	30.6284	0.00272789	11.2358	54.4998	-61	-0.159262	24.1209	 73
DATA	1746482453	970596075	94253	0	""	2025-05-05	15:00:53	13131.522	441.83682	2112.73	39.7937	55.0003	32.5535	30.6284	0.0027322	11.2357	54.4998	-32.75	-0.159262	24.1201	 50
DATA	1746482454	970596075	94257	0	""	2025-05-05	15:00:54	13131.167	441.73514	2112.6677	39.7934	55.0003	32.5532	30.6284	0.00272962	11.236	54.4998	-7	-0.159262	24.1201	222
DATA	1746482455	970240116	94261	0	""	2025-05-05	15:00:55	13131.711	442.24277	2112.6558	39.7949	55.0003	32.5543	30.6284	0.00272723	11.2361	54.4998	39	-0.159262	24.1201	  1
DATA	1746482456	970240116	94265	0	""	2025-05-05	15:00:56	13132.212	441.56915	2112.8433	39.7926	55.0003	32.5551	30.6284	0.00273196	11.2355	54.4998	-92.5	-0.159262	24.1193	156
DATA	1746482457	970240116	94269	0	""	2025-05-05	15:00:57	13132.555	442.21542	2112.666	39.7941	55.0003	32.5512	30.6284	0.00273199	11.2362	54.4998	40.5	-0.159262	24.1197	 60
DATA	1746482458	970240116	94273	0	""	2025-05-05	15:00:58	13134.297	441.84634	2112.8579	39.7941	55.0003	32.5516	30.6284	0.00273612	11.2358	54.4998	42	-0.159262	24.1197	 33
DATA	1746482459	970240116	94277	0	""	2025-05-05	15:00:59	13133.35	441.66827	2112.8352	39.7934	55.0003	32.5504	30.6284	0.00273335	11.2358	54.4998	44	-0.159262	24.1193	228
DATA	1746482460	970240116	94281	0	""	2025-05-05	15:01:00	13133.636	441.66501	2112.6843	39.7937	55.0003	32.5528	30.6284	0.00273327	11.2358	54.4998	14	-0.159262	24.1197	  4
DATA	1746482461	970240116	94285	0	""	2025-05-05	15:01:01	13133.826	442.0145	2112.7549	39.7926	55.0003	32.5524	30.6284	0.00273302	11.2358	54.4998	-34	-0.159262	24.1197	250
DATA	1746482462	970240116	94289	0	""	2025-05-05	15:01:02	13133.691	441.46753	2112.791	39.7934	55.0003	32.552	30.6284	0.00273746	11.2357	54.4998	-44.25	-0.159262	24.1213	103
DATA	1746482463	969892024	94293	0	""	2025-05-05	15:01:03	13133.344	441.53482	2112.8464	39.7926	55.0003	32.5528	30.6284	0.00273756	11.2361	54.4998	10.75	-0.159262	24.1201	167
DATA	1746482464	969892024	94297	0	""	2025-05-05	15:01:04	13133.131	441.55325	2112.8313	39.7941	55.0003	32.5516	30.6284	0.00273592	11.2358	54.4998	99.75	-0.159262	24.1201	173
DATA	1746482465	969892024	94301	0	""	2025-05-05	15:01:05	13133.349	441.81467	2112.7778	39.7934	55.0003	32.5535	30.6284	0.0027329	11.2363	54.4998	-61.25	-0.159262	24.1205	171
DATA	1746482466	969892024	94305	0	""	2025-05-05	15:01:06	13132.878	442.04733	2112.7368	39.7937	55.0003	32.5532	30.6282	0.0027351	11.2359	54.4998	38.75	-0.159262	24.1201	128
DATA	1746482467	969892024	94309	0	""	2025-05-05	15:01:07	13133.133	441.71829	2112.781	39.7926	55.0003	32.5551	30.6284	0.0027295	11.2359	54.5	30.5	-0.159262	24.1201	104
DATA	1746482468	969892024	94313	0	""	2025-05-05	15:01:08	13132.534	442.0864	2112.6638	39.7937	55.0003	32.5547	30.6284	0.00272654	11.2364	54.5	55.25	-0.159262	24.1209	221
DATA	1746482469	969892024	94317	0	""	2025-05-05	15:01:09	13134.033	441.47131	2112.5664	39.7934	55.0003	32.5532	30.6284	0.00273085	11.2364	54.4998	10.25	-0.159262	24.1209	160
DATA	1746482470	969536066	94321	0	""	2025-05-05	15:01:10	13133.371	442.15396	2112.7747	39.7934	55.0003	32.5551	30.6284	0.00272975	11.2362	54.4998	35.25	-0.159262	24.1197	176
DATA	1746482471	969536066	94325	0	""	2025-05-05	15:01:11	13133.005	441.77588	2112.5393	39.793	55.0003	32.5543	30.6284	0.00273528	11.2358	54.4998	28	-0.159262	24.1201	225
DATA	1746482472	969536066	94329	0	""	2025-05-05	15:01:12	13133.282	442.27341	2112.386	39.7934	55.0003	32.5528	30.6284	0.00272648	11.2363	54.4998	-86.5	-0.159262	24.1197	129
DATA	1746482473	969536066	94333	0	""	2025-05-05	15:01:13	13133.288	441.67883	2112.5205	39.7937	55.0003	32.552	30.6284	0.00273515	11.2362	54.4998	134.5	-0.159262	24.1193	122
DATA	1746482474	969536066	94337	0	""	2025-05-05	15:01:14	13134.006	441.92798	2112.4846	39.7941	55.0003	32.5512	30.6284	0.00273461	11.2356	54.5	-4.5	-0.159262	24.1193	209
DATA	1746482475	969536066	94341	0	""	2025-05-05	15:01:15	13134.774	441.6239	2112.3943	39.7934	55.0003	32.5535	30.6284	0.00272846	11.2354	54.4998	1	-0.159262	24.1189	190
DATA	1746482476	969536066	94345	0	""	2025-05-05	15:01:16	13134.891	441.5452	2112.3655	39.7937	55.0003	32.5524	30.6284	0.00273575	11.2359	54.5	-28	-0.159262	24.1193	126
DATA	1746482477	969536066	94349	0	""	2025-05-05	15:01:17	13134.175	442.07684	2112.4863	39.793	55.0003	32.5516	30.6284	0.00272925	11.2358	54.5	86.25	-0.159262	24.1193	238
DATA	1746482478	969168901	94353	0	""	2025-05-05	15:01:18	13133.92	441.70837	2112.4243	39.7945	55.0003	32.5547	30.6284	0.00272654	11.2361	54.5002	-45.5	-0.159262	24.1193	105
DATA	1746482479	969168901	94357	0	""	2025-05-05	15:01:19	13132.937	441.91376	2112.3325	39.7937	55.0003	32.5539	30.6284	0.00273464	11.2357	54.5002	-20.5	-0.159262	24.1201	157
DATA	1746482480	969168901	94361	0	""	2025-05-05	15:01:20	13133.42	441.86316	2112.4116	39.7926	55.0003	32.5539	30.6284	0.00273183	11.2359	54.5002	51	-0.159262	24.1205	191
DATA	1746482481	969168901	94365	0	""	2025-05-05	15:01:21	13133.54	442.22766	2112.375	39.793	55.0003	32.5535	30.6284	0.00272791	11.2357	54.4998	3	-0.159262	24.1205	 72
DATA	1746482482	969168901	94369	0	""	2025-05-05	15:01:22	13134.625	441.48199	2112.3022	39.7934	55.0003	32.5539	30.6284	0.00273585	11.2361	54.5	14.5	-0.159262	24.1201	207
DATA	1746482483	969168901	94373	0	""	2025-05-05	15:01:23	13133.895	441.46997	2112.2678	39.7934	55.0005	32.5532	30.6284	0.00273526	11.2359	54.4998	-24.25	-0.159262	24.1205	242
DATA	1746482484	969168901	94377	0	""	2025-05-05	15:01:24	13133.198	441.7793	2112.1965	39.7937	55.0003	32.552	30.6284	0.00273393	11.2359	54.4998	-68.5	-0.159262	24.1205	 95
DATA	1746482485	968812942	94381	0	""	2025-05-05	15:01:25	13134.029	441.48407	2112.2585	39.7934	55.0003	32.5508	30.6284	0.00273151	11.2359	54.4998	56.75	-0.159262	24.1201	176
DATA	1746482486	968812942	94385	0	""	2025-05-05	15:01:26	13133.514	442.19763	2112.4146	39.793	55.0005	32.5512	30.6284	0.00272841	11.236	54.4998	159	-0.159262	24.1205	231
DATA	1746482487	968812942	94389	0	""	2025-05-05	15:01:27	13133.017	441.97211	2112.592	39.7937	55.0003	32.5539	30.6284	0.00273188	11.2361	54.5002	46.25	-0.159262	24.1205	114
DATA	1746482488	968812942	94393	0	""	2025-05-05	15:01:28	13133.1	441.77945	2112.5488	39.7937	55.0005	32.5524	30.6284	0.00273043	11.2363	54.5	12.5	-0.159262	24.1201	114
DATA	1746482489	968812942	94397	0	""	2025-05-05	15:01:29	13132.37	442.13809	2112.6423	39.7937	55.0003	32.5532	30.6284	0.00273335	11.2364	54.5	-14	-0.159262	24.1197	120
DATA	1746482490	968812942	94401	0	""	2025-05-05	15:01:30	13133.228	441.98941	2112.6743	39.7937	55.0003	32.552	30.6284	0.00273239	11.2361	54.4998	-19.5	-0.159262	24.1197	121
DATA	1746482491	968812942	94405	0	""	2025-05-05	15:01:31	13132.003	442.12885	2112.8206	39.7937	55.0005	32.552	30.6284	0.00273211	11.2357	54.5	177.25	-0.159262	24.1197	249
DATA	1746482492	968812942	94409	0	""	2025-05-05	15:01:32	13132.041	442.16098	2112.6199	39.7926	55.0006	32.5543	30.6284	0.00273788	11.2358	54.5002	-79.5	-0.159262	24.1189	177
DATA	1746482493	968461036	94413	0	""	2025-05-05	15:01:33	13131.245	441.91537	2112.634	39.7926	55.0003	32.5512	30.6284	0.00273697	11.2361	54.5002	10	-0.159262	24.1193	191
DATA	1746482494	968461036	94417	0	""	2025-05-05	15:01:34	13130.968	442.21854	2112.5603	39.7934	55.0005	32.552	30.6284	0.00273482	11.236	54.5002	32.75	-0.159262	24.1193	 50
DATA	1746482495	968461036	94421	0	""	2025-05-05	15:01:35	13131.474	441.72888	2112.3845	39.7934	55.0003	32.552	30.6284	0.00273084	11.2358	54.5	16.25	-0.159262	24.1193	216
DATA	1746482496	968461036	94425	0	""	2025-05-05	15:01:36	13131.711	441.91663	2112.2107	39.7934	55.0005	32.5504	30.6284	0.00273154	11.2359	54.5	11.5	-0.159262	24.1205	188
DATA	1746482497	968461036	94429	0	""	2025-05-05	15:01:37	13132.135	441.4808	2112.3296	39.7937	55.0003	32.5508	30.6284	0.00273348	11.2358	54.5	46.75	-0.159262	24.1205	224
DATA	1746482498	968461036	94433	0	""	2025-05-05	15:01:38	13131.104	441.75171	2112.0813	39.7941	55.0003	32.5516	30.6284	0.00273204	11.2359	54.5002	-45	-0.159262	24.1201	 19
DATA	1746482499	968461036	94437	0	""	2025-05-05	15:01:39	13130.062	441.64114	2112.2891	39.7941	55.0005	32.5508	30.6284	0.00273457	11.2364	54.5002	165	-0.159262	24.1205	 49
DATA	1746482500	968102931	94441	0	""	2025-05-05	15:01:40	13131.019	441.89285	2112.0347	39.7941	55.0005	32.5535	30.6284	0.00273323	11.2361	54.5004	-29.75	-0.159262	24.1201	165
DATA	1746482501	968102931	94445	0	""	2025-05-05	15:01:41	13130.267	441.90967	2112.1565	39.7937	55.0005	32.5532	30.6284	0.00272994	11.2362	54.5004	-16.5	-0.159262	24.1205	138
DATA	1746482502	968102931	94449	0	""	2025-05-05	15:01:42	13130.441	441.88571	2112.1824	39.7934	55.0005	32.5524	30.6284	0.00273194	11.2355	54.5005	-7.25	-0.159262	24.1201	126
DATA	1746482503	968102931	94453	0	""	2025-05-05	15:01:43	13130.705	441.85068	2112.209	39.7937	55.0006	32.552	30.6284	0.00273439	11.2361	54.5004	-27.75	-0.159262	24.1201	 77
DATA	1746482504	968102931	94457	0	""	2025-05-05	15:01:44	13130.305	442.08664	2111.9839	39.793	55.0005	32.5535	30.6284	0.00273107	11.2359	54.5004	10	-0.159262	24.1193	198
DATA	1746482505	968102931	94461	0	""	2025-05-05	15:01:45	13129.986	441.79767	2112.1086	39.7937	55.0006	32.5524	30.6284	0.00273315	11.236	54.5005	-75.25	-0.159262	24.1193	165
DATA	1746482506	968102931	94465	0	""	2025-05-05	15:01:46	13129.63	441.94147	2112.0037	39.7937	55.0006	32.552	30.6284	0.00273191	11.2357	54.5005	100.75	-0.159262	24.1201	 84
DATA	1746482507	968102931	94469	0	""	2025-05-05	15:01:47	13131.247	441.91669	2112.0376	39.7937	55.001	32.5516	30.6284	0.00273149	11.2357	54.5005	19	-0.159262	24.1193	223
DATA	1746482508	967750072	94473	0	""	2025-05-05	15:01:48	13130.614	441.50662	2111.9597	39.7937	55.0003	32.552	30.6284	0.00273147	11.2356	54.5005	36	-0.159262	24.1182	213
DATA	1746482509	967750072	94477	0	""	2025-05-05	15:01:49	13130.539	441.7886	2112.0256	39.793	55.0008	32.5528	30.6284	0.00273076	11.2361	54.5005	-43.25	-0.159262	24.1197	116
DATA	1746482510	967750072	94481	0	""	2025-05-05	15:01:50	13130.731	441.79813	2111.9543	39.7941	55.0008	32.5524	30.6284	0.00273269	11.2367	54.5004	24.75	-0.159262	24.1193	153
DATA	1746482511	967750072	94485	0	""	2025-05-05	15:01:51	13130.904	441.86163	2111.8706	39.7934	55.0003	32.5535	30.6284	0.00273737	11.2361	54.5005	-6	-0.159262	24.1193	250
DATA	1746482512	967750072	94489	0	""	2025-05-05	15:01:52	13130.456	441.9931	2111.967	39.7937	55.001	32.5551	30.6284	0.00273593	11.2359	54.5005	-60.75	-0.159262	24.1197	 69
DATA	1746482513	967750072	94493	0	""	2025-05-05	15:01:53	13128.715	441.82623	2111.8604	39.793	55.001	32.5532	30.6284	0.00273812	11.2359	54.5005	-21	-0.159262	24.1209	193
DATA	1746482514	967750072	94497	0	""	2025-05-05	15:01:54	13130.139	441.57294	2111.8877	39.7937	55.001	32.5524	30.6284	0.00273648	11.2363	54.5005	-40.75	-0.159262	24.1205	163
DATA	1746482515	967396020	94501	0	""	2025-05-05	15:01:55	13129.422	442.07858	2111.8806	39.7934	55.0006	32.5524	30.6284	0.00273213	11.2364	54.5005	-22.5	-0.159262	24.1205	131
DATA	1746482516	967396020	94505	0	""	2025-05-05	15:01:56	13129.566	441.92871	2111.9036	39.793	55.0008	32.5516	30.6284	0.00273043	11.236	54.5005	26	-0.159262	24.1209	160
DATA	1746482517	967396020	94509	0	""	2025-05-05	15:01:57	13129.235	441.58066	2111.8965	39.7934	55.001	32.5512	30.6284	0.00273623	11.2356	54.5005	21.75	-0.159262	24.1205	106
DATA	1746482518	967396020	94513	0	""	2025-05-05	15:01:58	13129.701	441.80997	2111.6152	39.7934	55.001	32.5524	30.6284	0.00272784	11.2361	54.5005	-38.5	-0.159262	24.1205	 99
DATA	1746482519	967396020	94517	0	""	2025-05-05	15:01:59	13129.081	441.96521	2111.7241	39.7937	55.0008	32.5528	30.6284	0.00272616	11.2354	54.5005	21.25	-0.159262	24.1209	155
DATA	1746482520	967396020	94521	0	""	2025-05-05	15:02:00	13129.371	441.80161	2111.7317	39.793	55.001	32.5524	30.6284	0.00273137	11.236	54.5005	36.75	-0.159262	24.1209	229
DATA	1746482521	967396020	94525	0	""	2025-05-05	15:02:01	13129.372	442.02182	2111.9077	39.7937	55.001	32.5539	30.6284	0.00272644	11.2355	54.5005	-38.5	-0.159262	24.1197	 96
DATA	1746482522	967396020	94529	0	""	2025-05-05	15:02:02	13128.959	441.82346	2111.8491	39.793	55.0006	32.5528	30.6284	0.00273247	11.2359	54.5005	107	-0.159262	24.1201	  7
DATA	1746482523	967046022	94533	0	""	2025-05-05	15:02:03	13128.915	441.49594	2111.863	39.7941	55.0008	32.552	30.6284	0.00273624	11.2361	54.5005	-15	-0.159262	24.1193	194
DATA	1746482524	967046022	94537	0	""	2025-05-05	15:02:04	13129.089	441.8147	2111.9924	39.7934	55.001	32.5528	30.6284	0.00273529	11.2358	54.5005	12	-0.159262	24.1193	164
DATA	1746482525	967046022	94541	0	""	2025-05-05	15:02:05	13128.863	441.42352	2111.9866	39.7926	55.0008	32.5532	30.6284	0.00273175	11.2358	54.5005	-78.25	-0.159262	24.1197	211
DATA	1746482526	967046022	94545	0	""	2025-05-05	15:02:06	13129.108	441.70959	2111.8125	39.7934	55.001	32.5504	30.6284	0.00273553	11.2357	54.5005	71	-0.159262	24.1197	208
DATA	1746482527	967046022	94549	0	""	2025-05-05	15:02:07	13128.876	441.62134	2111.9131	39.7937	55.0008	32.5532	30.6284	0.00273376	11.2358	54.5005	-27.25	-0.159262	24.1193	207
DATA	1746482528	967046022	94553	0	""	2025-05-05	15:02:08	13128.548	441.88147	2111.9414	39.7926	55.0008	32.552	30.6284	0.00273488	11.236	54.5005	84.5	-0.159262	24.1193	 20
DATA	1746482529	967046022	94557	0	""	2025-05-05	15:02:09	13128.815	441.99072	2111.8486	39.7934	55.001	32.5516	30.6284	0.0027296	11.236	54.5005	20	-0.159262	24.1197	124
DATA	1746482530	966680049	94561	0	""	2025-05-05	15:02:10	13129.264	441.44916	2111.9507	39.793	55.001	32.5524	30.6284	0.00273563	11.2365	54.5005	-33.5	-0.159262	24.1209	 40
DATA	1746482531	966680049	94565	0	""	2025-05-05	15:02:11	13129.202	441.68314	2111.9255	39.7937	55.0008	32.5524	30.6284	0.00273322	11.2363	54.5005	-42.75	-0.159262	24.1209	192
