taxonomy	Caro-Soil-SIP-pooled__JR71_7__27651__L1_S31_L005_R1_001	Caro-Soil-SIP-pooled__JR71_7__27651__L2_S55_L006_R1_001	Caro-Soil-SIP-pooled__JR71_7__27651__L3_S1319_L007_R1_001	Caro-Soil-SIP-pooled__JR72_8__27652__L1_S32_L005_R1_001	Caro-Soil-SIP-pooled__JR72_8__27652__L2_S56_L006_R1_001	Caro-Soil-SIP-pooled__JR72_8__27652__L3_S1320_L007_R1_001	Caro-Soil-SIP-pooled__JR73_9__27663__L1_S33_L005_R1_001	Caro-Soil-SIP-pooled__JR73_9__27663__L2_S57_L006_R1_001	Caro-Soil-SIP-pooled__JR73_9__27663__L3_S1321_L007_R1_001	Caro-Soil-SIP-pooled__JRP1_1__27645__L1_S25_L005_R1_001	Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	Caro-Soil-SIP-pooled__JRP2_2__27646__L2_S50_L006_R1_001	Caro-Soil-SIP-pooled__JRP2_2__27646__L3_S1314_L007_R1_001	Caro-Soil-SIP-pooled__JRP3_3__27647__L1_S27_L005_R1_001	Caro-Soil-SIP-pooled__JRP3_3__27647__L2_S51_L006_R1_001	Caro-Soil-SIP-pooled__JRP3_3__27647__L3_S1315_L007_R1_001	Caro-Soil-SIP-pooled__JS71_10__27664__L1_S34_L005_R1_001	Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	Caro-Soil-SIP-pooled__JS71_10__27664__L3_S1322_L007_R1_001	Caro-Soil-SIP-pooled__JS72_11__27665__L1_S35_L005_R1_001	Caro-Soil-SIP-pooled__JS72_11__27665__L2_S59_L006_R1_001	Caro-Soil-SIP-pooled__JS72_11__27665__L3_S1323_L007_R1_001	Caro-Soil-SIP-pooled__JS73_12__27666__L1_S36_L005_R1_001	Caro-Soil-SIP-pooled__JS73_12__27666__L2_S60_L006_R1_001	Caro-Soil-SIP-pooled__JS73_12__27666__L3_S1324_L007_R1_001	Caro-Soil-SIP-pooled__JSP1_4__27648__L1_S28_L005_R1_001	Caro-Soil-SIP-pooled__JSP1_4__27648__L2_S52_L006_R1_001	Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	Caro-Soil-SIP-pooled__JSP2_5__27649__L2_S53_L006_R1_001	Caro-Soil-SIP-pooled__JSP2_5__27649__L3_S1317_L007_R1_001	Caro-Soil-SIP-pooled__JSP3_6__27650__L1_S30_L005_R1_001	Caro-Soil-SIP-pooled__JSP3_6__27650__L2_S54_L006_R1_001	Caro-Soil-SIP-pooled__JSP3_6__27650__L3_S1318_L007_R1_001	Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	Caro-Soil-SIP-pooled__LR71_19__27673__L2_S67_L006_R1_001	Caro-Soil-SIP-pooled__LR71_19__27673__L3_S1331_L007_R1_001	Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	Caro-Soil-SIP-pooled__LR72_20__27674__L2_S68_L006_R1_001	Caro-Soil-SIP-pooled__LR72_20__27674__L3_S1332_L007_R1_001	Caro-Soil-SIP-pooled__LR73_21__27675__L1_S45_L005_R1_001	Caro-Soil-SIP-pooled__LR73_21__27675__L2_S69_L006_R1_001	Caro-Soil-SIP-pooled__LR73_21__27675__L3_S1333_L007_R1_001	Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	Caro-Soil-SIP-pooled__LRP1_13__27667__L3_S1325_L007_R1_001	Caro-Soil-SIP-pooled__LRP2_14__27668__L1_S38_L005_R1_001	Caro-Soil-SIP-pooled__LRP2_14__27668__L2_S62_L006_R1_001	Caro-Soil-SIP-pooled__LRP2_14__27668__L3_S1326_L007_R1_001	Caro-Soil-SIP-pooled__LRP3_15__27669__L1_S39_L005_R1_001	Caro-Soil-SIP-pooled__LRP3_15__27669__L2_S63_L006_R1_001	Caro-Soil-SIP-pooled__LRP3_15__27669__L3_S1327_L007_R1_001	Caro-Soil-SIP-pooled__LS71_22__27676__L1_S46_L005_R1_001	Caro-Soil-SIP-pooled__LS71_22__27676__L2_S70_L006_R1_001	Caro-Soil-SIP-pooled__LS71_22__27676__L3_S1334_L007_R1_001	Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	Caro-Soil-SIP-pooled__LS72_23__27677__L3_S1335_L007_R1_001	Caro-Soil-SIP-pooled__LS73_24__27678__L1_S48_L005_R1_001	Caro-Soil-SIP-pooled__LS73_24__27678__L2_S72_L006_R1_001	Caro-Soil-SIP-pooled__LS73_24__27678__L3_S1336_L007_R1_001	Caro-Soil-SIP-pooled__LSP1_16__27670__L1_S40_L005_R1_001	Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	Caro-Soil-SIP-pooled__LSP1_16__27670__L3_S1328_L007_R1_001	Caro-Soil-SIP-pooled__LSP2_17__27671__L1_S41_L005_R1_001	Caro-Soil-SIP-pooled__LSP2_17__27671__L2_S65_L006_R1_001	Caro-Soil-SIP-pooled__LSP2_17__27671__L3_S1329_L007_R1_001	Caro-Soil-SIP-pooled__LSP3_18__27672__L1_S42_L005_R1_001	Caro-Soil-SIP-pooled__LSP3_18__27672__L2_S66_L006_R1_001	Caro-Soil-SIP-pooled__LSP3_18__27672__L3_S1330_L007_R1_001
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_D; g__Noviherbaspirillum	0.05	0.09	0.0	0.0	0.04	0.0	0.11	0.05	0.05	0.03	0.04	0.0	0.03	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.02	0.0	0.0	0.0	0.02	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.0	0.05	0.0	0.04	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.07	0.0	0.08	0.08	0.06	0.06	0.07	0.09	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_D; g__Paucimonas	0.02	0.04	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosospira	0.17	0.2	0.1	0.22	0.17	0.16	0.14	0.16	0.15	0.21	0.17	0.17	0.11	0.13	0.0	0.12	0.17	0.1	0.04	0.03	0.0	0.0	0.02	0.0	0.04	0.03	0.0	0.04	0.04	0.0	0.03	0.04	0.0	0.02	0.02	0.0	0.06	0.05	0.0	0.04	0.05	0.0	0.02	0.05	0.04	0.07	0.06	0.0	0.04	0.06	0.0	0.05	0.06	0.0	0.02	0.04	0.0	0.03	0.03	0.03	0.04	0.03	0.04	0.02	0.02	0.0	0.02	0.01	0.0	0.03	0.03	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Usitatibacter	0.11	0.1	0.08	0.14	0.12	0.13	0.14	0.16	0.1	0.14	0.13	0.08	0.1	0.12	0.12	0.1	0.11	0.16	0.18	0.19	0.11	0.23	0.23	0.2	0.18	0.23	0.18	0.18	0.22	0.12	0.18	0.19	0.21	0.16	0.2	0.23	0.2	0.18	0.17	0.18	0.19	0.2	0.19	0.17	0.14	0.12	0.14	0.16	0.16	0.17	0.13	0.14	0.15	0.12	0.19	0.21	0.19	0.21	0.18	0.17	0.22	0.17	0.2	0.16	0.17	0.2	0.21	0.18	0.22	0.19	0.13	0.19
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__CAIWHR01	0.07	0.08	0.05	0.05	0.09	0.0	0.04	0.05	0.07	0.04	0.06	0.0	0.1	0.09	0.0	0.07	0.06	0.05	0.09	0.08	0.1	0.09	0.1	0.08	0.09	0.08	0.07	0.11	0.1	0.06	0.09	0.1	0.05	0.09	0.09	0.09	0.07	0.06	0.06	0.07	0.05	0.0	0.06	0.07	0.04	0.03	0.06	0.0	0.06	0.09	0.0	0.05	0.06	0.0	0.08	0.07	0.0	0.1	0.1	0.06	0.09	0.08	0.07	0.08	0.08	0.04	0.05	0.06	0.05	0.07	0.07	0.03
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01	0.22	0.22	0.15	0.23	0.25	0.1	0.24	0.21	0.13	0.21	0.26	0.22	0.23	0.25	0.17	0.24	0.24	0.31	0.19	0.21	0.27	0.22	0.23	0.27	0.22	0.2	0.22	0.19	0.18	0.26	0.2	0.18	0.19	0.19	0.2	0.18	0.23	0.26	0.2	0.29	0.24	0.25	0.29	0.29	0.22	0.28	0.28	0.2	0.2	0.28	0.24	0.26	0.24	0.16	0.26	0.29	0.2	0.28	0.28	0.3	0.28	0.24	0.26	0.24	0.22	0.31	0.25	0.22	0.16	0.23	0.28	0.17
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__JAQGMV01	0.08	0.03	0.0	0.04	0.08	0.0	0.04	0.06	0.0	0.05	0.06	0.05	0.06	0.1	0.1	0.11	0.09	0.06	0.09	0.06	0.04	0.09	0.08	0.1	0.09	0.06	0.06	0.12	0.09	0.09	0.07	0.1	0.09	0.09	0.08	0.11	0.1	0.14	0.04	0.1	0.11	0.09	0.08	0.1	0.08	0.12	0.13	0.12	0.11	0.11	0.13	0.13	0.12	0.12	0.11	0.14	0.08	0.14	0.16	0.12	0.14	0.15	0.16	0.11	0.16	0.13	0.16	0.13	0.09	0.17	0.12	0.11
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__PALSA-1004	0.04	0.03	0.0	0.04	0.03	0.0	0.03	0.02	0.0	0.04	0.04	0.0	0.04	0.03	0.0	0.03	0.01	0.0	0.13	0.07	0.07	0.07	0.1	0.05	0.08	0.11	0.06	0.1	0.11	0.11	0.09	0.09	0.11	0.09	0.1	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.04	0.0	0.02	0.04	0.0	0.03	0.05	0.03	0.02	0.02	0.0	0.06	0.02	0.0	0.03	0.05	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_B; g__Pigmentiphaga	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__JACQAP01; g__JACQAP01	0.1	0.06	0.0	0.11	0.08	0.08	0.05	0.07	0.0	0.08	0.08	0.05	0.04	0.06	0.0	0.06	0.08	0.05	0.09	0.06	0.09	0.11	0.11	0.13	0.1	0.09	0.05	0.11	0.12	0.09	0.09	0.13	0.07	0.13	0.11	0.06	0.05	0.05	0.0	0.06	0.06	0.0	0.05	0.05	0.0	0.08	0.05	0.0	0.06	0.05	0.05	0.06	0.04	0.0	0.06	0.05	0.0	0.06	0.06	0.05	0.05	0.06	0.06	0.04	0.05	0.0	0.04	0.04	0.05	0.05	0.05	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SHXO01; g__SHXO01	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.02	0.0	0.02	0.02	0.0	0.03	0.02	0.0	0.0	0.02	0.0	0.0	0.02	0.0	0.03	0.0	0.0	0.03	0.02	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.04	0.04	0.03	0.06	0.05	0.04	0.04	0.02	0.0	0.04	0.05	0.0	0.04	0.05	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Aquipseudomonas	0.59	0.64	0.71	0.28	0.3	0.26	0.58	0.55	0.52	0.06	0.05	0.06	0.0	0.0	0.0	0.02	0.03	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Stutzerimonas	0.1	0.1	0.08	0.0	0.0	0.0	0.06	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.38	0.36	0.47	0.14	0.15	0.06	0.34	0.4	0.34	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Cellvibrionaceae; g__Cellvibrio	0.1	0.06	0.1	0.0	0.0	0.0	0.54	0.51	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__CAMLJR01; g__CAMLJR01	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__ZC4RG30	0.08	0.06	0.0	0.07	0.08	0.0	0.1	0.06	0.07	0.07	0.08	0.08	0.05	0.06	0.0	0.06	0.04	0.0	0.06	0.05	0.0	0.04	0.04	0.0	0.04	0.04	0.0	0.02	0.05	0.0	0.04	0.05	0.0	0.03	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.02	0.04	0.0	0.02	0.02	0.03	0.02	0.02	0.0	0.03	0.04	0.0	0.03	0.02	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__CADEED01	0.62	0.65	0.66	0.83	0.77	0.77	0.74	0.72	0.58	0.47	0.51	0.47	0.47	0.63	0.47	0.43	0.41	0.48	0.48	0.46	0.51	0.46	0.41	0.37	0.53	0.56	0.59	0.47	0.48	0.41	0.42	0.49	0.44	0.52	0.5	0.51	0.17	0.18	0.15	0.2	0.26	0.21	0.23	0.18	0.24	0.29	0.26	0.35	0.3	0.3	0.34	0.32	0.32	0.3	0.23	0.23	0.13	0.19	0.2	0.27	0.27	0.25	0.31	0.29	0.28	0.27	0.2	0.24	0.2	0.26	0.3	0.26
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__RPQJ01	0.12	0.11	0.09	0.09	0.08	0.12	0.09	0.08	0.07	0.1	0.08	0.07	0.1	0.06	0.0	0.1	0.06	0.04	0.13	0.11	0.07	0.07	0.07	0.06	0.04	0.09	0.07	0.1	0.05	0.09	0.13	0.12	0.13	0.11	0.1	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.02	0.02	0.0	0.03	0.03	0.02	0.02	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter	0.23	0.25	0.17	0.33	0.31	0.28	0.27	0.25	0.16	0.26	0.2	0.25	0.25	0.3	0.2	0.24	0.25	0.36	0.2	0.23	0.16	0.23	0.26	0.24	0.23	0.24	0.19	0.25	0.32	0.12	0.21	0.25	0.24	0.27	0.27	0.2	0.21	0.28	0.24	0.25	0.21	0.21	0.19	0.22	0.23	0.29	0.32	0.18	0.3	0.29	0.25	0.34	0.29	0.48	0.2	0.23	0.17	0.18	0.2	0.14	0.21	0.18	0.18	0.23	0.2	0.17	0.2	0.2	0.22	0.15	0.2	0.25
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__JADGHX01	0.04	0.05	0.06	0.04	0.05	0.0	0.03	0.04	0.0	0.06	0.03	0.0	0.0	0.05	0.0	0.08	0.09	0.0	0.05	0.06	0.05	0.08	0.04	0.0	0.07	0.05	0.0	0.03	0.03	0.0	0.05	0.06	0.0	0.07	0.09	0.1	0.12	0.1	0.0	0.06	0.09	0.05	0.05	0.09	0.0	0.12	0.17	0.12	0.15	0.12	0.1	0.12	0.12	0.08	0.11	0.08	0.05	0.08	0.08	0.09	0.07	0.09	0.09	0.08	0.09	0.1	0.08	0.07	0.1	0.07	0.09	0.06
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Rariloculaceae; g__FEN-1219	0.13	0.09	0.08	0.14	0.17	0.12	0.13	0.07	0.14	0.1	0.14	0.08	0.08	0.1	0.07	0.09	0.12	0.07	0.13	0.12	0.08	0.11	0.11	0.12	0.14	0.12	0.0	0.11	0.15	0.05	0.11	0.18	0.13	0.12	0.11	0.13	0.05	0.05	0.0	0.04	0.05	0.0	0.08	0.05	0.0	0.09	0.09	0.09	0.14	0.11	0.07	0.1	0.11	0.07	0.0	0.04	0.0	0.03	0.03	0.0	0.04	0.02	0.03	0.03	0.03	0.04	0.01	0.02	0.04	0.03	0.04	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Luteibacter	0.02	0.02	0.0	0.0	0.02	0.0	0.04	0.02	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.02	0.0	0.05	0.05	0.0	0.0	0.02	0.0	0.03	0.02	0.0	0.03	0.03	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dokdonella_A	0.03	0.07	0.0	0.07	0.04	0.06	0.02	0.02	0.0	0.04	0.04	0.0	0.03	0.04	0.0	0.05	0.04	0.05	0.05	0.06	0.0	0.03	0.05	0.05	0.07	0.04	0.0	0.04	0.04	0.0	0.03	0.06	0.0	0.04	0.09	0.0	0.0	0.02	0.0	0.02	0.03	0.0	0.03	0.02	0.0	0.03	0.02	0.0	0.04	0.04	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.01	0.01	0.0	0.0	0.03	0.0	0.0	0.01	0.0	0.0	0.02	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas	0.1	0.05	0.0	0.08	0.06	0.07	0.07	0.09	0.07	0.07	0.05	0.11	0.06	0.06	0.0	0.05	0.06	0.0	0.08	0.09	0.04	0.1	0.1	0.05	0.14	0.1	0.05	0.1	0.1	0.06	0.08	0.11	0.12	0.08	0.11	0.0	0.08	0.05	0.08	0.05	0.07	0.07	0.05	0.06	0.0	0.03	0.03	0.0	0.02	0.04	0.05	0.03	0.04	0.0	0.05	0.06	0.08	0.05	0.06	0.04	0.05	0.06	0.07	0.03	0.04	0.0	0.02	0.03	0.0	0.03	0.04	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Thermomonas	0.02	0.02	0.0	0.0	0.02	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas_A	0.03	0.03	0.0	0.03	0.03	0.0	0.05	0.04	0.0	0.02	0.04	0.0	0.03	0.05	0.0	0.02	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.04	0.02	0.0	0.04	0.06	0.0	0.03	0.02	0.0	0.03	0.03	0.0	0.0	0.03	0.0	0.02	0.03	0.0	0.0	0.0	0.0	0.02	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas	0.03	0.03	0.0	0.04	0.0	0.0	0.03	0.03	0.0	0.03	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.02	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Noviluteimonas	0.03	0.06	0.0	0.05	0.05	0.0	0.04	0.02	0.0	0.02	0.03	0.0	0.03	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.01	0.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.02	0.0	0.01	0.01	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
