sample,Acidobacteriota,Actinomycetota,Aquificota,Armatimonadota,Artverviricota,Atribacterota,Bacillota,Bacteroidota,Balneolota,Bdellovibrionota,Caldisericota,Calditrichota,Campylobacterota,Candidatus Absconditibacteriota,Candidatus Bipolaricaulota,Candidatus Cloacimonadota,Candidatus Fervidibacterota,Candidatus Nanohalarchaeota,Candidatus Omnitrophota,Candidatus Saccharimonadota,Chlamydiota,Chlorobiota,Chloroflexota,Chordata,Chrysiogenota,Coprothermobacterota,Cossaviricota,Cressdnaviricota,Cyanobacteriota,Deferribacterota,Deinococcota,Dictyoglomota,Dividoviricota,Duplornaviricota,Elusimicrobiota,Fibrobacterota,Fidelibacterota,Fusobacteriota,Gemmatimonadota,Heterolobosea,Ignavibacteriota,Kiritimatiellota,Kitrinoviricota,Lenarviricota,Lentisphaerota,Methanobacteriota,Microcaldota,Minisyncoccota,Mycoplasmatota,Myxococcota,Nanobdellota,Negarnaviricota,Nitrososphaerota,Nitrospinota,Nitrospirota,Nucleocytoviricota,Peploviricota,Pisuviricota,Planctomycetota,Preplasmiviricota,Promethearchaeota,Pseudomonadota,Rhodothermota,Saleviricota,Spirochaetota,Synergistota,Taleaviricota,Thermodesulfobacteriota,Thermodesulfobiota,Thermomicrobiota,Thermoplasmatota,Thermoproteota,Thermosulfidibacterota,Thermotogota,Uroviricota,Verrucomicrobiota,Vulcanimicrobiota
JSP2_5,0.005455517697403719,0.5539994696734845,2.197094566006109e-05,0.00015928131396162883,0.0,1.3558936450535503e-05,0.01939645265410793,0.00838894454182681,2.277515304146889e-05,0.00011783246552387083,1.6727513533282235e-06,9.344889771958632e-06,0.00024018457653125349,1.5279940246748194e-06,2.4624830018706828e-05,1.1741427768553877e-06,5.356021160175946e-06,7.237866432670198e-07,1.027777033439168e-05,2.460874587107867e-05,3.6237584606235456e-05,0.00015241338292440622,0.0007379406931797971,0.032267791793539766,2.2517806679418394e-05,2.0426867487758116e-06,6.594500527543958e-07,0.0,0.0015835486705824704,1.5038678032325856e-05,0.0018996021714757358,1.8335928296097835e-06,1.0454695958301396e-06,1.8014245343534714e-06,8.55676653817899e-06,7.237866432670198e-06,3.9406161688982185e-06,6.189180007314427e-05,0.0033454866225088187,0.0,9.409226362471257e-06,0.0001565470088648423,1.4797415817903516e-06,2.1552757821729035e-06,3.0077356064651712e-06,0.007432500703118514,6.755342003825518e-07,5.130843093381762e-06,5.935050474789562e-05,0.020650662317856276,0.0,1.6084147628155995e-06,0.0006695026450219933,3.178227571323625e-05,0.00030971634672777185,1.6244989104437554e-05,6.863105792934164e-05,1.4797415817903516e-06,0.017462237396936402,3.023819754093327e-06,1.4636574341621956e-06,0.31622249703239436,0.0008142921419706535,0.0,0.00038373559411254574,0.0001786627118535568,0.0,0.003501792369159239,1.5119098770466635e-06,0.00024221117913240112,7.736475009143034e-06,7.155837279766602e-05,2.1391916345447474e-06,0.00023761111291074853,0.0005725956555623534,0.002711385186416397,0.00012077586453982337
JSP3_6,0.0055495555993975935,0.5538802056728104,2.1314335331201418e-05,0.0001614856933773663,0.0,1.2663609726099607e-05,0.020356785527197913,0.00856369206916607,2.386350352281887e-05,0.0001179031404239066,1.973549567703835e-06,9.949979070506835e-06,0.00024421031275695203,4.0786691065879255e-06,2.5656144380149854e-05,1.4801621757778762e-06,7.3021334005041896e-06,1.0196672766469814e-06,1.0311796491252537e-05,2.3715487305241084e-05,3.863223278780257e-05,0.00015740702427077837,0.0007496034645531091,0.03016708662705051,2.1889953955115036e-05,2.5820606844125172e-06,9.209897982617896e-07,5.427261311185546e-07,0.00165452528008451,1.4801621757778763e-05,0.0019632377712125826,2.26958200285941e-06,1.0032210302494493e-06,1.9077645821137072e-06,9.111220504232704e-06,6.7758535157831665e-06,3.914206642612606e-06,7.08175369877726e-05,0.0032907294416821696,0.0,9.473037924978408e-06,0.000159281896360097,1.545947161368004e-06,2.1544582780766865e-06,3.3221417723014555e-06,0.007775834635492303,7.071885950938742e-07,1.2005759870198329e-06,6.149251528037199e-05,0.021372785290898245,0.0,1.4472696829828124e-06,0.0006952321739628685,3.2991170273449105e-05,0.00031285694522025046,1.6495585136724552e-05,7.4106786267279e-05,1.6446246397531957e-06,0.017473742087464165,3.3385880186989873e-06,1.5130546685729401e-06,0.3156261148499277,0.000827509333738218,0.0,0.00045824176337443297,0.00019044753328342008,0.0,0.0036514614101656353,2.0064420604988987e-06,0.0002431084142483174,8.30535443075364e-06,7.733025056119527e-05,1.8913183357161752e-06,0.00024652923349900404,0.0005907162781065529,0.0027781657264566886,0.00012208048700887973
LR71_19,0.0067621366424704624,0.5241098494127648,2.4238602401518717e-05,0.0001930252938151205,0.0,1.5103283202046738e-05,0.019232197425850424,0.006772372200843593,2.443864588763854e-05,0.00013411248715283224,3.584112459646853e-06,1.2702761368608847e-05,0.00027747698553870633,1.2336014977389168e-06,3.080669686245295e-05,1.1669203356989754e-06,7.634993053573295e-06,1.2502717882489022e-06,1.1369138127810018e-05,3.300717520977102e-05,5.7245777611289736e-05,0.00017073711540327007,0.0008486511492823348,0.030686787462814624,2.7472638760455876e-05,3.3673986830170433e-06,0.0,7.001522014193852e-07,0.0017940900052656446,1.5286656397656578e-05,0.002037526257582961,2.567224738537746e-06,9.335362685591803e-07,2.30050009037798e-06,1.0618975054860675e-05,6.851489399603984e-06,3.684134202706765e-06,7.646662256930286e-05,0.0060088728954862634,6.001304583594731e-07,1.2135971491269344e-05,0.00016816989066473234,1.333623240798829e-06,3.267376939957131e-06,2.4338624144578627e-06,0.0074882444862138945,8.168442349892827e-07,1.5003261458986826e-06,6.694788668810122e-05,0.02086265185947005,0.0,1.3002826597788582e-06,0.0004195745418458216,3.832499788245635e-05,0.0004907233417424391,2.1538015338901088e-05,7.113212960610754e-05,1.8670725371183607e-06,0.020902843929889624,2.800608805677541e-06,1.700369632018507e-06,0.3406914106344818,0.0008835087267387142,0.0,0.0003980031859259005,0.0001971595258615969,0.0,0.0040797702073802474,1.8837428276283459e-06,0.0002613401443250405,9.352032976101789e-06,8.071754664934913e-05,3.3507283925070577e-06,0.00024398637190414576,0.0005065434474364152,0.0025511212379051,0.00013007827684941579
LR72_20,0.00682159354941968,0.5179390553167065,2.3748847913550743e-05,0.0001909910978900951,0.0,1.5556616425579354e-05,0.020392102619858382,0.007127741551825954,2.3265937425838748e-05,0.00014002679463334677,3.1044245638628425e-06,1.2641906696174797e-05,0.0002898670202491266,1.2072762192799942e-06,3.0181905481999857e-05,1.741927116389706e-06,7.864542228452533e-06,9.313273691588527e-07,1.1607098508220516e-05,3.2768925951885556e-05,5.955321121676886e-05,0.00017319239705728147,0.0008348659992383811,0.03233625540169874,2.8095042302958724e-05,3.035437351332557e-06,7.071189284354253e-07,0.0,0.0017797838492657001,1.7367530754499346e-05,0.0020223083949159185,2.569773666753131e-06,1.1037954004845661e-06,2.1213567853062756e-06,1.0606783926531379e-05,8.899350416406814e-06,4.242713570612551e-06,7.83694734344042e-05,0.0060206865055493315,6.898721253028538e-07,1.3349025624610222e-05,0.00016694905432329063,1.396991053738279e-06,2.8112289106091297e-06,2.6560076824159874e-06,0.007425628335531726,9.830677785565667e-07,1.4832250694011358e-06,7.095334808739851e-05,0.0213189630670059,0.0,1.8799015414502768e-06,0.0004566781001473567,3.794296689165696e-05,0.000496863151446248,2.0316734090169047e-05,6.900445933341796e-05,1.4832250694011358e-06,0.020792349180155965,2.9147097294045576e-06,2.138603588438847e-06,0.3433069123807211,0.0008788625940295707,0.0,0.0004011778876667421,0.00019176720403106081,0.0,0.004074539993266848,2.035122769643419e-06,0.00024966472214710283,9.054571644599957e-06,8.064605144790362e-05,3.828790295430839e-06,0.00024373182186949828,0.0005142479290038798,0.002579776812570022,0.00012655704138680855
LR73_21,0.006805425946600444,0.5184422255360804,2.576280844648327e-05,0.00018969546574723966,0.0,1.5537049169739315e-05,0.02035680055039615,0.00696912966899202,2.512179070077693e-05,0.0001414512492191984,3.1898264012529637e-06,1.2118287859305518e-05,0.0002803536897828502,1.6178066915445653e-06,3.188300168525092e-05,1.2057238550190629e-06,8.089033457722827e-06,1.1294122186254512e-06,1.0729416076941788e-05,3.252401943095725e-05,5.784422038635757e-05,0.0001756541246508151,0.0008404505762574017,0.0365340127755142,2.933419302970429e-05,2.9761538193508515e-06,7.325917093786711e-07,5.494437820340034e-07,0.0018023282283443182,1.7093806552168993e-05,0.002033186190762272,2.5030216737104596e-06,1.0225759276743951e-06,2.1062011644636796e-06,9.905250403890783e-06,8.119558112280271e-06,4.120828365255025e-06,8.195869748673883e-05,0.0059659063723070446,7.631163639361157e-07,1.1645155713665126e-05,0.00016692407344738597,1.6788560006594547e-06,2.609857964661516e-06,2.869317528399795e-06,0.007478448792610262,7.631163639361157e-07,1.4346587641998976e-06,6.965726170008864e-05,0.020458523961708837,0.0,1.8620039280041225e-06,0.00044062338853671323,3.7560587432935614e-05,0.0004934157785938137,1.9749451498666674e-05,6.930622817267803e-05,1.694118327938177e-06,0.02079186845180341,3.4950729468274103e-06,1.7704299643317886e-06,0.3396733956588783,0.000883414027547005,0.0,0.0003957979333191058,0.0002001348976058857,0.0,0.004041983182533146,2.4114477100381258e-06,0.00025517084977295836,9.203183349069556e-06,7.991354563139004e-05,3.479810619548688e-06,0.00024877593464317374,0.0005259703226793284,0.002569824880209427,0.00013006555306927157
LRP1_13,0.0069905018410098,0.508173802867963,2.4298657695374982e-05,0.00019718380539256582,0.0,1.7163652173078903e-05,0.01826359255217998,0.00711869410689372,2.4041004718180957e-05,0.00013241381081794475,3.0720162665441453e-06,1.379434400977242e-05,0.000270614903892863,1.2288065066176582e-06,3.345524811565495e-05,1.7441124610057083e-06,8.839479063733476e-06,8.522367707186984e-07,1.1396189375889572e-05,3.6844375738745586e-05,6.050881072102759e-05,0.00018059491755322745,0.0008740183570214856,0.0427852389895865,2.1543752785377328e-05,2.774724369781809e-06,7.729589315820753e-07,0.0,0.0018248173012467906,1.5597914850130598e-05,0.0019998825895202388,2.4377935534511607e-06,9.711535294236332e-07,2.219779495825447e-06,1.0821425042149054e-05,8.383631488697894e-06,4.043169795967779e-06,7.410496013295844e-05,0.005833104847994455,7.531394717979195e-07,1.1792578571572687e-05,0.00016580960055424723,1.6251957023007738e-06,2.2594184153937584e-06,2.7549049099976528e-06,0.007250394417159435,8.522367707186984e-07,1.2882648859701255e-06,7.186536117734884e-05,0.021167678535972973,0.0,1.4468205642433717e-06,0.00047390310289894877,3.920289145306013e-05,0.0005488008414232735,2.1563572245161484e-05,6.86149697727473e-05,1.9026681392789546e-06,0.021540958241547763,2.933280048055055e-06,1.506278943595839e-06,0.3445651929616659,0.0008726904532159472,0.0,0.00037571749912824104,0.0001913172452964557,0.0,0.0036274368075353267,2.1008627371205124e-06,0.000256880018262443,9.235868259416591e-06,7.676076774403533e-05,4.181906014456869e-06,0.0002479612613595729,0.0005123132159606426,0.0027240658305735066,0.0001308678929547806
LRP2_14,0.007011064246310315,0.5131208936826201,2.5613875657273332e-05,0.00019673240925731564,0.0,1.4461244746994668e-05,0.02091081120240882,0.007328951402689624,2.3736516120709757e-05,0.00013745617596918453,3.6617804822081613e-06,1.3624797428723768e-05,0.00028251472867554236,1.4126665819686307e-06,3.277014715803547e-05,1.5241928910714175e-06,7.844017073562661e-06,8.922104728222931e-07,1.2918464137739453e-05,3.576276978562692e-05,6.886749587097075e-05,0.00017658332274607884,0.0008700353250290224,0.042604592857873755,2.9238480703113898e-05,3.1784998094294192e-06,0.0,8.550350364546976e-07,0.0018333252321861583,1.7918560329181054e-05,0.0020019530115495715,2.6208682639154863e-06,9.85149063741282e-07,1.7658332274607885e-06,1.1096867755727271e-05,7.193446937129738e-06,3.457315582186386e-06,8.316145115431124e-05,0.006011249472922016,8.550350364546976e-07,1.2472358901328306e-05,0.00017676919992791682,1.7100700729093951e-06,2.304877054790924e-06,3.029798063959037e-06,0.0072346001451886665,7.806841637195065e-07,1.4498420183362264e-06,7.756654798098811e-05,0.021734209942514692,0.0,1.2639648364982485e-06,0.0004933180405979929,3.9629015167856855e-05,0.0005549549140954663,2.1264349602264654e-05,6.892325902552215e-05,1.5241928910714175e-06,0.02157262690834294,2.936859473040048e-06,1.7844209456445862e-06,0.33557907666067555,0.0008792734209663699,0.0,0.00041216406300753183,0.00019831236530293845,0.0,0.003971749270641173,2.3792279275261152e-06,0.0002621240018279162,9.331034528266482e-06,7.803124093558306e-05,3.6060173276567683e-06,0.0002446701344533301,0.0005835242369439636,0.002753696098056905,0.00012736304499538236
LRP3_15,0.0068652558564924315,0.5117418641110968,2.620491077156088e-05,0.00019318044837966423,0.0,1.51665408232664e-05,0.019692523782033438,0.007435948557103767,2.3745956815599347e-05,0.00013185018803279878,3.6794566494314933e-06,1.4538340907509803e-05,0.0002832104705920953,1.6153712119455337e-06,2.9866418851970758e-05,1.5794740739022997e-06,8.0050617836412e-06,9.153770201024691e-07,1.1774261278180778e-05,3.544842381769366e-05,6.140205462295189e-05,0.00017218062262437227,0.0008581928791995972,0.04449916923253427,2.6653624997101308e-05,2.8179253363938756e-06,9.153770201024691e-07,0.0,0.0018082106375137872,1.6297300671628274e-05,0.0019791707574446896,2.620491077156088e-06,8.076856059727668e-07,2.171776851615662e-06,1.1540929880899758e-05,7.556347558100774e-06,3.6076623733450253e-06,7.389425866199736e-05,0.005889517798770265,7.179427608646817e-07,1.1881952692310481e-05,0.0001743344509069663,1.310245538578044e-06,2.746131060307407e-06,2.5127996630263855e-06,0.007111115354950542,8.61531313037618e-07,1.6333197809671508e-06,7.38224643859109e-05,0.021632925630391438,0.0,1.3999883836861291e-06,0.0004862805805026705,3.889454906984413e-05,0.0005471441780549739,2.1520334256918833e-05,6.84558422484474e-05,1.3999883836861291e-06,0.02150211645936189,3.087153871718131e-06,1.7948569021617042e-06,0.33704492390416985,0.0008726235286929773,0.0,0.00040840173951787415,0.00018894458609056258,0.0,0.003928582787451538,1.9743425923778743e-06,0.00025284149180751926,8.705055975484265e-06,7.89916522641366e-05,3.464073821172089e-06,0.0002492876751412391,0.000495865116360214,0.0027209133208320356,0.00012542460032305988
LS71_22,0.006028830800677075,0.5256820841660033,2.3550691711974015e-05,0.00019050827402721838,0.0,1.4006079077152249e-05,0.016009899189508795,0.007288975654253026,2.208791582924271e-05,0.00013093672620298596,2.706135383052915e-06,1.1830199951589432e-05,0.0002636653528623178,9.87373720843631e-07,2.2106200527776853e-05,1.4810605812654467e-06,1.2506733797352661e-05,1.0605125149801964e-06,1.1153666105826204e-05,2.9767489213582064e-05,0.00014499765937574065,0.00016924316963201204,0.0008357752852970655,0.039541977078375055,2.592770252141239e-05,2.9621211625308934e-06,6.9481854429737e-07,6.582491472290875e-07,0.0027206717183875574,1.583454893056638e-05,0.001976027370584652,2.194163824096958e-06,8.228114340363593e-07,1.4993452797995881e-06,1.0221146480584997e-05,7.77099687701006e-06,4.2237653613866444e-06,6.666601085547924e-05,0.005235549154773354,0.0,1.179363055452115e-05,0.0001604665143356242,1.6456228680727185e-06,2.9986905595991762e-06,2.523288397711502e-06,0.007191335364080712,6.9481854429737e-07,1.4993452797995881e-06,6.388673667828976e-05,0.021864385389662833,0.0,1.2250748017874682e-06,0.0003537723472385662,3.69533757374996e-05,0.00047485362093165,1.7169331923558698e-05,6.553235954636249e-05,1.5359146768678707e-06,0.01962529606126749,2.8706976698601867e-06,1.6273381695385772e-06,0.3345464621320785,0.0008369820754003188,0.0,0.0003792795016936933,0.00018182304222350126,0.0,0.0037833418277947823,2.0478862358238277e-06,0.00024759310285080757,8.246399038897733e-06,7.463813941636486e-05,3.1266834493381653e-06,0.00023687826950980075,0.0005107464841541694,0.0026684140499769813,0.00012649354445918963
LS72_23,0.006072071764368761,0.5250351041929021,2.3031512053952337e-05,0.00019176740656015454,0.0,1.516508902676719e-05,0.01601689638937757,0.007069583509431393,2.4495727546191927e-05,0.00012866420113695137,2.7640802659624927e-06,1.137008152647274e-05,0.00026030165618161377,1.0010452855107406e-06,2.3913029544178213e-05,1.5837432875244553e-06,1.2401008760804696e-05,9.113994390470921e-07,1.0690267190790073e-05,3.633644976659882e-05,4.273118681433907e-05,0.0001671969741419096,0.0008465481396178478,0.039908082228967474,2.5586418678166316e-05,3.2421914471019506e-06,6.49932386861451e-07,5.453455659871945e-07,0.0019131170684063101,1.4993267821045196e-05,0.0019991696105242074,2.3905559056972907e-06,1.1429845424115171e-06,1.770505467657056e-06,1.0600621344326424e-05,7.866423027185147e-06,3.541010935314112e-06,7.028234362750036e-05,0.005183210785220071,6.275209252455389e-07,1.1541902732194732e-05,0.0001629836193581181,1.4418040306236785e-06,2.7267278299359724e-06,2.9134900100685734e-06,0.00730035432969044,7.844011565569235e-07,1.2027484400539495e-06,6.473924212116476e-05,0.022364001610696807,2.390555905697291e-07,1.3895106201865503e-06,0.00035171053762571395,3.6642739742016285e-05,0.0004826158849242565,1.7936639779934985e-05,6.859401351910164e-05,1.5239793898820228e-06,0.01964897256372434,2.891078548452661e-06,1.3895106201865503e-06,0.33528988381435126,0.0008545042084914966,0.0,0.0003752201608608057,0.0001879350466238336,0.0,0.003766171419681976,2.0618544686639134e-06,0.00025123995520157994,9.121464877676225e-06,7.527262908064345e-05,3.137604626227694e-06,0.00023986987367510723,0.0004964288157668637,0.0026564081338724455,0.00012480195925180918
LS73_24,0.005973832515574498,0.5257253362504466,2.2317209481272613e-05,0.000189279672723237,8.631516298368347e-06,1.4918054180416972e-05,0.015192012520548248,0.0069095387754754215,2.3434816215859037e-05,0.00012907858852895232,2.8488993100394952e-06,1.2119048028171513e-05,0.000262722400996059,1.1425533134834403e-06,2.4118352477637337e-05,1.5666451547327522e-06,1.211405871239211e-05,1.0627242610129817e-06,1.0981484030467476e-05,2.7486140628734814e-05,4.041345781316972e-05,0.00016632882013798014,0.000834009036369338,0.04136325390083168,2.6942305208779813e-05,2.5894548895105043e-06,6.33643103984266e-07,6.486110513224771e-07,0.0022165334708947565,1.4908075548858165e-05,0.0019566799264718548,1.9258758908498164e-06,8.431943667192202e-07,1.8660041014969724e-06,1.0602296031232797e-05,7.009988670062156e-06,3.6022859927294493e-06,6.307493008322119e-05,0.0051516980507601414,5.438354199549999e-07,1.1809710449848485e-05,0.000165350914245217,1.4119763655712385e-06,2.4846792581430275e-06,2.7391343628926144e-06,0.007116635294846909,7.184614722341284e-07,1.177478523939266e-06,6.216188529559031e-05,0.022641115861671498,0.0,1.5566665231739448e-06,0.00032287359203254966,3.642699450542619e-05,0.0004668502774788013,1.732290438608954e-05,6.790957707346335e-05,1.5416985758357338e-06,0.019497263170700996,2.958664257186376e-06,1.3371366288801835e-06,0.33417805443068105,0.0008382449654660516,2.0955126273495412e-07,0.00037821009334191577,0.00018211501526401333,1.945833153967431e-07,0.0037875492662502665,2.035640837996697e-06,0.00024875730612950814,8.651473561485963e-06,7.362733295665996e-05,3.003568099201009e-06,0.0002334700425814153,0.0004938624331084928,0.002618392921031046,0.0001233259074352999
LSP1_16,0.0061495579843111065,0.5142700467091905,2.0954699626031228e-05,0.00018648565508771887,0.0,1.390064232617913e-05,0.015381754968063235,0.007638363059721293,2.2470843163329754e-05,0.0001316012590375122,2.6811801501700275e-06,1.249621462847102e-05,0.0002596116518024752,1.117158395904178e-06,2.4162540162841797e-05,1.3086712637734657e-06,1.1395015638222617e-05,1.4203871033638836e-06,1.1203502770353329e-05,2.7003314369569563e-05,3.886115277180963e-05,0.00016514792972594907,0.0008260588367428608,0.05305883155605402,2.4465768870301503e-05,2.8088553954162193e-06,8.937267167233425e-07,1.4682653203312055e-06,0.0017828411652121663,1.4411343307163898e-05,0.0018722297962901564,2.393910848366096e-06,9.256455280348904e-07,1.8991692730371028e-06,1.104390871379559e-05,8.458484997560206e-06,3.830257357385754e-06,6.326308401948803e-05,0.005051487037571234,6.224168205751849e-07,1.204935127010935e-05,0.00016380733965086407,1.787453433446685e-06,2.2502761974641302e-06,2.6652207445142534e-06,0.00667832501249821,6.543356318867329e-07,1.228874235494596e-06,6.48111463680981e-05,0.021772874516380134,0.0,1.3565494807407877e-06,0.0003284924466127957,3.485534195221036e-05,0.0004858202675674155,1.485820666552557e-05,6.141179296341825e-05,1.4682653203312055e-06,0.019919349143518547,3.1918811311547946e-06,1.5321029429543014e-06,0.33449485887696057,0.0008142169577462766,0.0,0.0003823873595123444,0.00017748455029786237,0.0,0.003582168396466747,2.40987025402187e-06,0.00024084339075128503,8.55424143149485e-06,7.221631059237723e-05,3.0961246972201506e-06,0.00023463518195118894,0.00042951548441384497,0.0027894806769501097,0.00011586528506091905
LSP2_17,0.006593055033467804,0.518337487507947,2.4079965699900184e-05,0.00020509068131507906,0.0,1.6149711509225094e-05,0.015604137419097708,0.007662512979131955,2.573907838086676e-05,0.0001343272422892662,2.9985797995450924e-06,1.4429713959232223e-05,0.00028060314012494304,8.980518181378703e-07,2.5054123604320926e-05,1.7656612017625925e-06,1.3257680230476019e-05,1.0959276424733333e-06,1.1781222156588333e-05,2.9042082525543332e-05,4.365445109185445e-05,0.00018018876988332388,0.0008914001461967475,0.04338132156940248,2.872243696315528e-05,3.4552163172423147e-06,5.936274730063889e-07,6.545123420326852e-07,0.0019914831809811255,1.741307254152074e-05,0.0020401910762021624,2.267961371229537e-06,7.762820800852778e-07,1.9939794606112036e-06,1.086794912119389e-05,8.508660446424908e-06,4.018401355735555e-06,6.300061822496009e-05,0.005363272006440158,5.175213867235185e-07,1.2390070846851296e-05,0.00017758594173244971,1.8113248535323149e-06,2.237518936716389e-06,3.1964556238805554e-06,0.0073175088687944465,8.980518181378703e-07,1.263361032295648e-06,6.87542383479451e-05,0.02273932654759291,0.0,1.7656612017625925e-06,0.0003411835848061079,3.9179413218421664e-05,0.0005207026211301425,1.7550063496829908e-05,6.942397190723436e-05,1.659112680966574e-06,0.0205410022453122,3.6226497070646297e-06,1.461236856631111e-06,0.33554925336276265,0.0008788578631773304,0.0,0.000390211125589533,0.00019495335062220075,0.0,0.00393987509590889,2.0548643296375e-06,0.00025821272954052257,9.589366871641667e-06,7.782608383286324e-05,3.8053043141435187e-06,0.00025089132404011044,0.0004967139827337818,0.0029364315694865007,0.00013099379571007648
LSP3_18,0.006447454734496413,0.5230404282205984,2.3771016427548185e-05,0.00020747902455997647,1.0543144933159607e-05,1.5297348218669244e-05,0.01512341429317379,0.007372608710905749,2.523922626572028e-05,0.00013184524346785404,2.7965901679468452e-06,1.3060076084311769e-05,0.00027132517809420295,1.2724485264158148e-06,2.5015499052284534e-05,1.4542268873323596e-06,1.2332962640645589e-05,7.690622961853825e-07,1.138212198354366e-05,2.8888776434890914e-05,4.309545448806089e-05,0.00018203005403166016,0.0009023617665405688,0.03338024007412194,2.474982298632958e-05,2.6287947578700346e-06,9.648236079416616e-07,6.711816403072429e-07,0.0021970152188898816,1.6360052482489047e-05,0.0021006726876041126,2.530914101991895e-06,8.529600012237879e-07,1.8177836091654496e-06,1.078085509743509e-05,8.263923946282929e-06,4.404629514516281e-06,6.493682369972575e-05,0.005343654578158634,7.97028197864851e-07,1.2235081984767449e-05,0.00017341655631438388,1.663971149928373e-06,3.188112791459404e-06,3.07624918474153e-06,0.007761810164578912,8.809259029032563e-07,1.7478688549667783e-06,6.920162370584469e-05,0.023723222701577975,0.0,1.7758347566462468e-06,0.0003348637067099553,4.0131068910037235e-05,0.000518655612547422,1.8275716747532636e-05,7.392786108967486e-05,1.5241416415310307e-06,0.020661180194889616,3.258027545658075e-06,1.9576131175627917e-06,0.34002307997899706,0.0008969084157130726,0.0,0.00037236598086212247,0.00019819434520239294,0.0,0.003815877369409272,1.901681314203855e-06,0.00026317311775463786,9.29866230842326e-06,8.206593847840018e-05,3.34192525069648e-06,0.000255118938070951,0.0005218017764863622,0.0029643296462202972,0.0001313418572376236
