sample	coverage	taxonomy
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	3.76	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__JAMQPK01; g__JAMQPK01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.44	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__JAMQPK01; g__SMAGOTU_19894
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.5	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336; g__JANMPI01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.51	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336; g__AA29
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.45	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336; g__SPIREOTU_01099398
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.82	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales; f__UBA5704; g__DATMER01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.11	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales; f__UBA5704; g__UBA5704
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	3.21	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales; f__UBA5704; g__DATARR01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.0	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales; f__JAIOJS01; g__DASYQD01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	3.57	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8; f__Gp7-AA8; g__QHVT01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.59	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8; f__Gp7-AA8; g__JAJPHC01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.4	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8; f__Gp7-AA8; g__SPIREOTU_00061581
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.58	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066; f__Gp7-AA6; g__DAHUXD01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	8.42	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	4.31	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__PSRF01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.01	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__UBA11740
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.53	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QHXN01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.39	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__MOTU40_088234
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	3.05	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__DASQDN01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.12	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__SPIREOTU_00059425
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.4	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__BOG-234
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.57	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Bog-105
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.5	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.93	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Solibacter
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.08	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__JAWXCM01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.35	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__CAZSQK01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.44	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__TMP-7
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.59	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__20CM-2-55-15; f__20CM-2-55-15; g__SPIREOTU_01781836
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.62	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__20CM-2-55-15; f__20CM-2-55-15; g__20CM-2-55-15
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.91	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SZUA-265
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.58	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__TG2G_00811
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.46	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__DASWDH01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.71	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Labilithrix
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	4.39	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__PMG-095
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.21	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__DASZVB01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.48	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__GCMETA_00120856
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.61	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__JAFGIB01; g__JADGRF01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.6	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__DASUME01; g__DASUME01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	7.07	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__JADGRB01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.83	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__MGYG000494173
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.41	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__JANNNO01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.46	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__Fen-1137
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.58	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__DASRQZ01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.38	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__Fen-1118
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	9.83	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__JABFXX01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.78	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__UBA2376
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.92	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Neobacillus
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.51	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Bacillus_BD
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.11	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Pradoshiaceae; g__Pradoshia
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.98	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__DSM-1321; g__Peribacillus
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.59	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Solibacillus
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.51	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Rummeliibacillus
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.53	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Psychrobacillus
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.77	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Sporosarcina
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.4	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA9968; f__UBA9968; g__DP-20
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.89	Root; d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geomonas
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.66	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__Phycocordibacterales; f__Phycocordibacteraceae; g__C7867-001
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.94	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__RBG-16-71-46; f__DASYSL01; g__JANPEF01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.53	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Xiheicaenimonas
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.66	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Archangium_A
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.65	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__VBKO01
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.11	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__40CM-4-68-19
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.62	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.87	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera; s__Nitrososphaera sp045809625
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.2	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAFAQB01; s__JAFAQB01 sp045808425
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.9	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrosocosmicus; s__Nitrosocosmicus sp009379865
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.99	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JARBAU01; s__JARBAU01 sp963765895
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.19	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAJNBK01; s__JAJNBK01 sp963837175
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	5.32	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus_B; s__Blastococcus_B sp000620185
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	3.08	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus_B; s__Blastococcus_B sp004570385
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.99	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus_B; s__Blastococcus_B sp004570875
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.6	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus; s__Blastococcus sp003319095
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.01	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus; s__Blastococcus sp042090795
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.52	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Trujillonella; s__Trujillonella sp000701365
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.34	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__CAVZOY01; s__CAVZOY01 sp963777095
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.55	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Modestobacter; s__Modestobacter sp041028325
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.09	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Modestobacter; s__Modestobacter versicolor_A
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.21	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Modestobacter; s__Modestobacter sp000620205
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.05	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Modestobacter; s__Modestobacter marinus_B
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.69	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Petropleomorpha; s__Petropleomorpha daqingensis
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.2	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__CAVRRZ01; s__CAVRRZ01 sp963723745
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.42	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora zamorensis
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.61	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Virgisporangium; s__Virgisporangium aurantiacum
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.02	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Rhizocola; s__Rhizocola hellebori
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.91	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Rhodococcus; s__Rhodococcus sp012844225
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.73	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Pseudonocardia; s__Pseudonocardia charpentierae
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.18	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Pseudonocardia; s__Pseudonocardia sp963791185
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.19	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Actinomycetospora; s__Actinomycetospora sp963786585
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.77	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Actinomycetospora; s__Actinomycetospora callitridis
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.51	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Actinomycetospora; s__Actinomycetospora sp030269665
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.86	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Amycolatopsis; s__Amycolatopsis sp040682775
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.91	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola_A; s__Marmoricola_A marmoribigeumensis
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.51	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola_A; s__Marmoricola_A sp963730035
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.61	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola_A; s__Marmoricola_A sp035699145
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.67	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_B; s__Nocardioides_B sp963707755
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.84	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__CRBC_03940; s__CRBC_03940 CRBC_02698
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	3.01	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__JANLYC01; s__JANLYC01 sp963737725
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.4	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__CRBC_02290; s__CRBC_02290 CRBC_02085
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.37	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__SPIREOTU_00060742; s__SPIREOTU_00060742 SPIREOTU_00060742
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.75	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__Aeromicrobium sp902506105
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.48	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__DATFRX01; s__DATFRX01 sp046725375
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	2.12	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__Microlunatus sp045806785
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.96	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus; s__Microlunatus sp963798835
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.78	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JAHEKZ01; f__JAHEKZ01; g__JAHEKZ01; s__JAHEKZ01 sp045807485
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.83	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__Agromyces humi
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.84	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__Terrabacter; s__Terrabacter sp000620545
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.67	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__Terrabacter; s__Terrabacter sp964254175
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.01	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__Lapillicoccus; s__Lapillicoccus sp963770005
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.17	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__Fodinibacter; s__Fodinibacter sp963745545
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.94	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__CAVRTM01; s__CAVRTM01 sp963724015
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.47	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__CAWFKL01; s__CAWFKL01 sp963816385
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.62	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JACCUZ01; f__JACCUZ01; g__CAVVAH01; s__CAVVAH01 sp963746175
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.46	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JACCUZ01; f__JACCUZ01; g__JAVEDA01; s__JAVEDA01 sp963728425
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.48	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JACCUZ01; f__JACCUZ01; g__JAVEDA01; s__JAVEDA01 sp030841195
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.52	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JACCUZ01; f__JACCUZ01; g__JBDUAP01; s__JBDUAP01 sp963751035
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.57	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Actinocorallia; s__Actinocorallia CRBC_06554
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.87	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 sp963724145
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.0	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 MGYG000493243
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.39	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 sp035489875
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	3.05	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963816955
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	1.91	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963723395
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	3.53	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963831105
Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	0.77	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963728465
