sample	coverage	taxonomy
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.37	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__HRBIN12; g__CALGFI01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.37	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.69	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__JACCTI01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	2.49	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV80
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	3.14	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.54	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SXQI01; g__DASVNK01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.49	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.48	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.89	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__VBAS01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.41	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ilyomonas
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.97	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__ELB16-189
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.66	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.52	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__RYN-433
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.39	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JAICTV01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.44	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__JABDGM01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.5	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__CAYLLN01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.51	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.36	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.55	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.54	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SIAJ01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	2.94	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__JACCXM01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.76	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__CF-46
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	3.99	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__SPCO01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	2.7	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__CAIXZV01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.4	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__UBA5189
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.77	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__JALYGJ01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.76	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__QHBO01; f__QHBO01; g__DASSCW01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.61	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077; f__JACCZL01; g__JADZEM01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.68	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__DSTF01; f__WHTK01; g__WHTK01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	4.58	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__CAVVWJ01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.44	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__JAGGAG01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	4.53	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG11
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.96	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.74	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAQBQB01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.5	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAJKIV01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.94	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__SPIREOTU_01109947
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.37	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__DASPMP01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.46	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.57	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SZUA-265
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.86	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Labilithrix
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.84	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__PMG-095
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	3.24	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__JABFXX01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	2.04	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__JADGRB01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.4	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Solibacillus
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.51	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Sporosarcina
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.4	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Rummeliibacillus
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.45	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Neobacillus
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.59	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Bacillus_BD
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.57	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__VBKO01
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.38	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__40CM-4-68-19
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.67	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Xiheicaenimonas
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.81	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JARBAU01; s__JARBAU01 sp963765895
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.47	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAFAQB01; s__JAFAQB01 sp045808425
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.47	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__JACQAP01; g__JACQAP01; s__JACQAP01 sp045810225
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.39	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__VAZQ01; s__VAZQ01 sp963725065
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.19	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Microvirga; s__Microvirga tunisiensis
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.47	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__JAJKJG01; s__JAJKJG01 sp036742625
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.7	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JALZOC01; s__JALZOC01 SPIREOTU_01779704
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.61	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__JBDSLU01; s__JBDSLU01 sp963844435
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.24	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JACVRW01; s__JACVRW01 sp963808875
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.91	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963816955
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.81	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963723395
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.86	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963831105
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.41	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATBDE01; s__DATBDE01 sp045805605
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.0	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 sp963724145
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.54	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 sp035489875
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.7	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__Solirubrobacter MGYG000492854
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.46	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQFQ01; s__DASQFQ01 sp963805525
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.77	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQFQ01; s__DASQFQ01 sp963722815
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.16	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASSUW01; s__DASSUW01 sp963740605
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.53	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963835295
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.72	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963816845
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.51	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963807305
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.6	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATAEY01; s__DATAEY01 sp035264745
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.02	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__AC-32; s__AC-32 sp963717475
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.85	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DASVFB01; s__DASVFB01 sp045806505
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.03	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__3-1-20CM-4-69-9; s__3-1-20CM-4-69-9 sp963779965
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.47	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATHTC01; s__DATHTC01 SPIREOTU_01959567
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.64	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATEOR01; s__DATEOR01 sp963766155
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.25	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATEOR01; s__DATEOR01 sp963766725
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.56	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__JACDER01; s__JACDER01 sp963766395
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.55	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus; s__Blastococcus sp003319095
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.49	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus; s__Blastococcus sp016612865
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.42	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Petropleomorpha; s__Petropleomorpha daqingensis
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.0	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus_B; s__Blastococcus_B sp004570385
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.17	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus_B; s__Blastococcus_B sp000620185
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.22	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium sp963758825
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.61	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__JANLYC01; s__JANLYC01 sp963737725
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.19	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola; s__Marmoricola MGYG000493774
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.89	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_B; s__Nocardioides_B sp963707755
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.06	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces sp002078175
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.7	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JACCUZ01; f__JACCUZ01; g__JAVEDA01; s__JAVEDA01 sp963728425
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.76	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter_D; s__Rubrobacter_D sp046733115
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.76	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter_D; s__Rubrobacter_D sp036280905
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.58	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__JALYGY01; s__JALYGY01 sp963819315
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	1.32	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__SPCO01; s__SPCO01 sp045804705
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.65	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__QHBO01; f__QHBO01; g__DASSCW01; s__DASSCW01 sp963720505
Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	0.51	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Bacillus_BD; s__Bacillus_BD sp963708895
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	2.54	Root; d__Archaea
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	16.76	Root; d__Bacteria
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	1.64	Root; d__Archaea; p__Thermoproteota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.16	Root; d__Archaea; p__Thermoplasmatota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	2.79	Root; d__Bacteria; p__Chloroflexota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	8.97	Root; d__Bacteria; p__Actinomycetota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	1.48	Root; d__Bacteria; p__Acidobacteriota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	1.99	Root; d__Bacteria; p__Planctomycetota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.85	Root; d__Bacteria; p__Bacteroidota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	2.05	Root; d__Bacteria; p__Armatimonadota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	1.08	Root; d__Bacteria; p__Myxococcota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.91	Root; d__Bacteria; p__Myxococcota_A
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.76	Root; d__Bacteria; p__Bacillota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.23	Root; d__Bacteria; p__Verrucomicrobiota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.78	Root; d__Bacteria; p__Desulfobacterota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	1.58	Root; d__Bacteria; p__Bdellovibrionota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	2.53	Root; d__Bacteria; p__Patescibacteriota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.11	Root; d__Bacteria; p__Nitrospirota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.23	Root; d__Bacteria; p__Cyanobacteriota
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.11	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.58	Root; d__Archaea; p__Thermoplasmatota; c__Thermoplasmata
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.31	Root; d__Archaea; p__Micrarchaeota; c__Micrarchaeia
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.37	Root; d__Archaea; p__Nanobdellota; c__Nanobdellia
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	5.71	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	15.74	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.8	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	1.21	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	1.59	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.24	Root; d__Bacteria; p__Chloroflexota; c__Dormibacteria
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.23	Root; d__Bacteria; p__Chloroflexota; c__UBA6077
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	1.02	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.34	Root; d__Bacteria; p__Chloroflexota; c__UBA11872
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	7.02	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.21	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	20.47	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.29	Root; d__Bacteria; p__Actinomycetota; c__Nitriliruptoria
Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	0.48	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia
