sample	coverage	taxonomy
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.86	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__Gaiella sp963696755
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.51	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATEOR01; s__DATEOR01 sp035296905
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	3.95	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATEOR01; s__DATEOR01 sp963766725
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.17	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATEOR01; s__DATEOR01 sp963766155
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.67	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__JACDER01; s__JACDER01 sp963766395
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.13	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__13-2-20CM-68-14; s__13-2-20CM-68-14 sp046723355
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	2.96	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__3-1-20CM-4-69-9; s__3-1-20CM-4-69-9 sp963779965
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.76	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__3-1-20CM-4-69-9; s__3-1-20CM-4-69-9 sp046724095
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.56	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DASVFB01; s__DASVFB01 sp045806505
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.27	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DASVFB01; s__DASVFB01 sp963708685
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.68	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__JAICJC01; g__JAICYJ01; s__JAICYJ01 sp963766445
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	2.13	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter_D; s__Rubrobacter_D sp046733115
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	2.19	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter_D; s__Rubrobacter_D SMAGOTU_11878
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	2.32	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__JALYGY01; s__JALYGY01 sp963819315
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	2.16	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__JALYGY01; s__JALYGY01 sp045806605
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.09	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__HRBIN12; g__JAOUEA01; s__JAOUEA01 sp963797635
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.97	Root; d__Bacteria; p__Actinomycetota; c__CALGFH01; o__CALGFH01; f__CALGFH01; g__CALGFH01; s__CALGFH01 sp045807325
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.59	Root; d__Bacteria; p__Actinomycetota; c__CALGFH01; o__CALGFH01; f__CALGFH01; g__CALGFH01; s__CALGFH01 GCMETA_00420059
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.53	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__SPIREOTU_01173876; s__SPIREOTU_01173876 SPIREOTU_01173876
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	3.94	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__Bradyrhizobium sp005884855
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.9	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Z2-YC6860; s__Z2-YC6860 sp963850885
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.63	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__VAZQ01; s__VAZQ01 sp005883115
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	2.28	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__VAZQ01; s__VAZQ01 sp963725065
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	3.52	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Microvirga; s__Microvirga tunisiensis
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.83	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__JAJKJG01; s__JAJKJG01 sp036742625
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.92	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__JAJKJG01; s__JAJKJG01 SMAGOTU_08812
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.48	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Phyllobacterium; s__Phyllobacterium onerii
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.44	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__GCMETA_00120072; s__GCMETA_00120072 GCMETA_00120072
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.9	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae; g__Skermanella; s__Skermanella sp963848585
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.87	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira SPIREOTU_00078354
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.67	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira sp963831395
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.92	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__Schlegelella_A; s__Schlegelella_A sp035995885
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.14	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__Variovorax; s__Variovorax GEMOTU_37664
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.57	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__SCGC-AG-212-J23; s__SCGC-AG-212-J23 sp045810245
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.0	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp963791355
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.61	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__JACQAP01; g__JACQAP01; s__JACQAP01 SPIREOTU_01876847
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.48	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__JACQAP01; g__JACQAP01; s__JACQAP01 sp045810225
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.43	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter; s__Steroidobacter sp036004505
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter pecorum
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.49	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Lysobacter sp001427785
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.1	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__SPCO01; s__SPCO01 sp045804645
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.03	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__SPCO01; s__SPCO01 sp963765245
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.11	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__SPCO01; s__SPCO01 sp045804705
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.95	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__CAIXZV01; s__CAIXZV01 sp963763075
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.88	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__CAVTUU01; s__CAVTUU01 sp045804965
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.37	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__JBDSLU01; s__JBDSLU01 sp963844435
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.81	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__JBDSLU01; s__JBDSLU01 sp963721565
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.05	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales; f__UBA5704; g__DATARR01; s__DATARR01 sp963792575
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.34	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__PMG-095; s__PMG-095 SPIREOTU_01944428
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	3.2	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Bacillus_BD; s__Bacillus_BD sp963708895
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.73	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Bacillus_BD; s__Bacillus_BD sp963765265
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	2.59	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Sporosarcina; s__Sporosarcina sp963843665
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.1	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV69; s__AV69 sp963781735
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	1.94	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__CAVVWJ01; s__CAVVWJ01 sp045803455
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.65	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__JAGGAG01; s__JAGGAG01 sp045803465
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.55	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium; s__Longimicrobium GEMOTU_36595
Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	0.48	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__DASRBA01; s__DASRBA01 sp035637895
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.61	Root; d__Archaea
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	18.65	Root; d__Bacteria
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.31	Root; d__Archaea; p__Thermoproteota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.58	Root; d__Bacteria; p__Acidobacteriota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	2.99	Root; d__Bacteria; p__Actinomycetota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.26	Root; d__Bacteria; p__Pseudomonadota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.11	Root; d__Bacteria; p__Verrucomicrobiota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.5	Root; d__Bacteria; p__Myxococcota_A
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.33	Root; d__Bacteria; p__Planctomycetota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.89	Root; d__Bacteria; p__Chloroflexota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.23	Root; d__Bacteria; p__Bacteroidota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.79	Root; d__Bacteria; p__Armatimonadota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.79	Root; d__Bacteria; p__Bacillota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.62	Root; d__Bacteria; p__Desulfobacterota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.74	Root; d__Bacteria; p__Myxococcota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.13	Root; d__Bacteria; p__Patescibacteriota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.91	Root; d__Bacteria; p__Bdellovibrionota
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.23	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.68	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.51	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.4	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.17	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	8.54	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.86	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.72	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	2.9	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	6.56	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.02	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.06	Root; d__Bacteria; p__Myxococcota_A; c__UBA796
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.08	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.62	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.49	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.13	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.57	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.11	Root; d__Bacteria; p__Chloroflexota; c__UBA6077
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.53	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.89	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.89	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.11	Root; d__Bacteria; p__Armatimonadota; c__SYMT01
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.58	Root; d__Bacteria; p__Bacillota; c__Bacilli
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.68	Root; d__Bacteria; p__Bacillota; c__Clostridia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.57	Root; d__Bacteria; p__Desulfobacterota; c__Binatia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.17	Root; d__Bacteria; p__Patescibacteriota; c__Saccharimonadia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.45	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.05	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	4.57	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.96	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.06	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	7.87	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.94	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__IMCC26256
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	2.89	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	2.25	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	4.73	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.21	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.54	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__S36-B12
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	4.3	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.96	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.88	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.27	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.47	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	5.59	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.55	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.59	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.99	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	3.44	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.56	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Reyranellales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.17	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.74	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Verrucomicrobiales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.68	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	3.51	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.57	Root; d__Bacteria; p__Myxococcota_A; c__UBA796; o__UBA796
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.3	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.47	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.12	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Palsa-1104
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.06	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.48	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.06	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.23	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.4	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	1.36	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.6	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales
Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	0.45	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales
