sample	coverage	taxonomy
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.46	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_D; g__Noviherbaspirillum
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.66	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_D; g__Telluria
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.25	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	6.9	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__CADEED01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.78	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__RPQJ01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.54	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__13-2-20CM-66-19
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.98	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__ZC4RG30
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.48	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Rariloculaceae; g__FEN-1219
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.01	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.59	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Noviluteimonas
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.71	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.6	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas_A
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.53	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dokdonella_A
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.38	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Allosphingosinicella
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	18.83	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.71	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Croceibacterium_A
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.39	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.41	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.07	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.47	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_I
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.63	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Aestuariivirgaceae; g__Aestuariivirga
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.68	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__PALSA-894
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.05	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Z2-YC6860
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	17.26	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	4.73	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__VAZQ01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.63	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Nitrobacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.5	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Tardiphaga
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.63	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudolabrys
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.71	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Afipia
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.57	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__CANKHA01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.87	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__BOG-931
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.6	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudorhodoplanes
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.71	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.29	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.36	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Neorhizobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.6	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium_K
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.58	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.62	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia_A
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__SPIREOTU_00549828
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.84	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Microvirga
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.44	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__JAJKJG01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.03	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__GCMETA_00120072
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.03	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.39	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.44	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Rhodopila
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.23	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__JAMXLO01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.11	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.79	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Geminicoccales; f__Geminicoccaceae; g__Benzoatithermus
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.78	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae; g__Skermanella
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.12	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.87	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__ATCC43930; f__CGMCC-115725; g__AP-15
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	4.26	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__ATCC43930; f__CGMCC-115725; g__DATARH01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.24	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.38	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia_A
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.03	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.77	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__JALYGJ01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.23	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__JAFMJV01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	8.37	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__SPCO01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.66	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__CF-46
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	4.13	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__UBA5189
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.9	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__JACDAV01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	4.07	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__CAIXZV01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.46	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__QHBO01; f__QHBO01; g__JACDBZ01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.01	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__QHBO01; f__QHBO01; g__DASSCW01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.46	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__Phototrophicaceae; g__JALHOR01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.65	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__Phototrophicaceae; g__CFX2
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.47	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__DSTF01; f__WHTK01; g__WHTK01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.74	Root; d__Bacteria; p__Chloroflexota; c__Dormibacteria; o__Dormibacterales; f__Dormibacteraceae; g__SPIREOTU_01764225
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.4	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077; f__JACCZL01; g__CAVXYC01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.46	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077; f__JACCZL01; g__JADZEM01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.18	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077; f__CF-72; g__CF-72
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.4	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077; f__JAJPHF01; g__JAJPHF01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.88	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__SPIREOTU_00096833
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	5.87	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__JACCXM01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.79	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__CAVTUU01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.62	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__CAYJPA01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.03	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__JAMLHN01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.64	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__GCMETA_00120394
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.45	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__JADLGF01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.5	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__DASQCG01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.7	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__CFX8; g__JBBECJ01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.45	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__CADCWN01; g__CADCWN01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	12.1	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__CAVVWJ01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.69	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__JAGGAG01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.14	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__20CM-2-65-7
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.36	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG2
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.69	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG11
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.33	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAJKIV01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	3.2	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.76	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAQBQB01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.49	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__DASPMP01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.9	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.76	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.49	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.53	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.39	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavitalea
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.68	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JACMLD01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.94	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__VBAS01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.89	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Chryseolinea
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.65	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__ELB16-189
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.73	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Chryseosolibacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.08	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.38	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Xiheicaenimonas
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.79	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Archangium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.57	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Hyalangium
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.36	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Archangium_A
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.32	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__VBKO01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.42	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	5.3	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.02	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV69
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.64	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__Palsa-1392
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.43	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV80
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.7	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__JACCTI01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.35	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__DASYIS01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.64	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.77	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SXQI01; g__DASVNK01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.35	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Opitutales; f__Opitutaceae; g__ER46
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.45	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Nannocystis
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	6.51	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__JABFXX01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.76	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__UBA2376
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	1.69	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SZUA-265
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	6.51	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__PMG-095
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	2.19	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Labilithrix
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.51	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__DASZVB01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.36	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__DASWDH01
Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	0.42	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__JAFGIB01; g__CAVZVA01
