sample	coverage	taxonomy
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.55	Root; d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__JANWJE01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.42	Root; d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__SPIREOTU_00547955
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	3.22	Root; d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__UBA11236; f__UBA11236; g__Chersky-265
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.24	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__WQYP01; f__WQYP01; g__CALCHA01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.38	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__WQYP01; f__WQYP01; g__SPIREOTU_00519946
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.52	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__WQYP01; f__WQYP01; g__DATKPA01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.38	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__SPIREOTU_01668215
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	3.01	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JBGPEF01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.69	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__RYN-428
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.37	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DASZXJ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.47	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__SPIREOTU_01905716
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	3.07	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JAICTV01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.94	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JANMES01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.53	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DASYHQ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	3.09	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__RYN-433
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.52	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JBBSDP01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.33	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__Humisphaera
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.72	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DASXMX01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.26	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DATAPK01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.2	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__PALSA-1353
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	2.78	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DASYWJ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.3	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JAICIO01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.31	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JBKJRK01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.61	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DASVUC01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.45	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__CBDAQA01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.34	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__SMAGOTU_07783
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.55	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__MFD04580-c1
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.69	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DASPKW01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.6	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__SPIREOTU_01101389
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.7	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JANXVV01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.55	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__UBA1924; g__JAEYTB01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	2.05	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__DASXAN01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	4.07	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Urbifossiella
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.45	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SPIREOTU_00843165
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.37	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__CAVVPN01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.22	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__RGDT01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.13	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__CALDUY01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.74	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__DATFNV01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.44	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SPIREOTU_02372505
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	6.46	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.24	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__DASPXY01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.35	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JBGQLF01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	3.21	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SIAJ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.78	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JAIEPT01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	2.11	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SIAQ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.96	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SPIREOTU_01100871
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	2.69	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JAJPHU01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.65	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JBBQPD01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.68	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JALHQU01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.53	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__DASSAT01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.42	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__GCMETA_00121031
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.72	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__CAWIDK01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.53	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JAXMAZ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.43	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SPIREOTU_01827118
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.6	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JAIBBI01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.36	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SPIREOTU_01824369
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.9	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JAXMAS01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.57	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__UBA4732
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.66	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JBBRIK01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.48	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JBBSEZ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.39	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JACOUH01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.37	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JANXSH01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.63	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__DATJGQ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.55	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__HRBIN36; g__JAEUIE01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	2.68	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.98	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Paludisphaera
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.35	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__SPIREOTU_01173876
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.61	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__GOMCOTU_12566
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.01	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__CAMFLR01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.54	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__SPIREOTU_01923212
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.55	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__DAIDJG01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.96	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__JAKAUH01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	3.92	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.55	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tautonia
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.68	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__G963708145
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.36	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__PoT
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.43	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__MOTU40_125692
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.63	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__JAFANO01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.43	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__MOTU40_054675
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.94	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Singulisphaera
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.35	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__GEMOTU_05198
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.44	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__JAQGHR01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	12.61	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__JABDGM01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.91	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Lacipirellula
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	7.37	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__CAYLLN01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.8	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__BCRBG_76913
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.79	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Anatilimnocola
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.3	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__PALSA-1355; g__PALSA-1355
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.4	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__JADZDJ01; g__CAVTYH01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.49	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Caulifigura
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.64	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Kolteriales; f__SPIREOTU_00053555; g__SPIREOTU_00053555
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.51	Root; d__Bacteria; p__Planctomycetota; c__SZUA-567; o__H5-PLA8; f__H5-PLA8; g__JANXLS01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.44	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__JADJQU01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.5	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__JAEUIA01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	4.58	Root; d__Bacteria; p__Planctomycetota; c__MHYJ01; o__MHYJ01; f__JACPRB01; g__JACQFK01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	3.05	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Neobacillus
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.39	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Bacillus_BD
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.94	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__DSM-1321; g__Peribacillus
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.3	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae_H; g__Priestia
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.35	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus_AQ
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.36	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus_Z
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.28	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales; f__NBRC-103111; g__Paenibacillus_E
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.88	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Sporosarcina
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.63	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR5
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.65	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__VGLJ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.65	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR12
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	5.12	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__JAICXS01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.57	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_D
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	4.65	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Palsa-1315
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.9	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_C
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.77	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__NS-4; g__NS-4
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.59	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Mycoplasmatales; f__CGIF01; g__CGIF01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.91	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA9968; f__UBA9968; g__WHTF01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	5.19	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA9968; f__UBA9968; g__DP-20
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.02	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA9968; f__UBA9968; g__DP-1
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.78	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA9968; f__UBA9968; g__SMAGOTU_04312
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.97	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UTPRO1; f__UTPRO1; g__UTPRO1
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.69	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UTPRO1; f__UTPRO1; g__DP-19
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.76	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA1149; f__CAITLU01; g__DATNBU01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.4	Root; d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geomonas
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.44	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__JBPCLP01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.49	Root; d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01; f__SYMT01; g__JAWLHY01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.42	Root; d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01; f__SYMT01; g__CAYQDT01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.54	Root; d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01; f__BCRBG_73794; g__BCRBG_73794
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.47	Root; d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales; f__CAJBBX01; g__JBBROJ01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.96	Root; d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__DATGJU01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.03	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__Fimbriimonas
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	1.7	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__JAEVZK01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.46	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__SPIREOTU_00492109
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.44	Root; d__Bacteria; p__Babelota; c__Babeliae; o__Babelales; f__Babelaceae; g__PRDV01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.72	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__UBA1565; f__UBA9628; g__GWA2-66-18
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.4	Root; d__Bacteria; p__Tectomicrobia; c__Entotheonellia; o__Entotheonellales; f__Entotheonellaceae; g__SXND01
Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	0.35	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__RBG-16-71-46; f__RBG-16-71-46; g__DATKAB01
