sample	coverage	taxonomy
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.99	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Neobacillus
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.77	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__DSM-1321; g__Peribacillus
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.28	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae_H; g__Priestia
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.67	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Sporosarcina
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.57	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales; f__NBRC-103111; g__Paenibacillus_E
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	4.89	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__JADGRB01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.94	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__DASZFV01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.52	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__SPIREOTU_00061819
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.36	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__SPIREOTU_01906057
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.13	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__DASRQZ01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.8	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__MGYG000494173
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.09	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__FEN-1088
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	23.71	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__JABFXX01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.1	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__UBA2376
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.7	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__SHYZ01; g__SPIREOTU_01600238
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.15	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__SPIREOTU_01877383; g__MOTU40_122868
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.83	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__DASZVB01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	4.47	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__PMG-095
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.76	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Polyangium
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	3.96	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__DASWDH01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	5.41	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Labilithrix
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.31	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SZUA-265
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.98	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JADJRH01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.14	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JANYGI01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.65	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SPIREOTU_00382087
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.41	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__TG2G_00617
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.46	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Xiheicaenibacterium
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.46	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__TG2G_00811
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.79	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Sorangium
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.57	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SPIREOTU_01099332
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.58	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Palsa-1150
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.45	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__JAFGIB01; g__JADGRF01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.6	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__JAFGIB01; g__CAVZVA01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.33	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__DASUME01; g__DASUME01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.54	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__DASUME01; g__GCMETA_00121043
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.44	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Palsa-1104; f__JAEUJZ01; g__CALFML01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.39	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Palsa-1104; f__MOTU40_085013; g__MOTU40_085013
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.76	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Palsa-1104; f__Palsa-1104; g__JAQBQH01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.45	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Palsa-1104; f__Palsa-1104; g__SMAGOTU_02747
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.84	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Xiheibacterium
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.49	Root; d__Bacteria; p__Myxococcota_A; c__UBA796; o__UBA796; f__GCA-2862545; g__JACKER01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.15	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Archangium
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.38	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Hyalangium
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.46	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Xiheicaenimonas
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.45	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__DASRBA01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.02	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Myxococcus
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.36	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__RPRB01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.63	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Aggregicoccus
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.98	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Archangium_A
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.41	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__JBGATB01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	7.72	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__40CM-4-68-19
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.86	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__VBKO01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.99	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.61	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter_A
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.28	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR5
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.53	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR12
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.91	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_D
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	3.09	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__JAICXS01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	4.3	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Palsa-1315
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.29	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_C
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.59	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__NS-4; g__NS-4
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.84	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__2-01-FULL-59-12; f__2-01-FULL-59-12; g__2-01-FULL-59-12
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.74	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__UBA1565; f__UBA9628; g__GWA2-66-18
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.43	Root; d__Bacteria; p__Babelota; c__Babeliae; o__Babelales; f__Babelaceae; g__JACDHA01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.83	Root; d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__JANWJE01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.48	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__RBG-16-71-46; f__DASYSL01; g__JANPEF01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.46	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__SZUA-252; f__SZUA-252; g__WS-7
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.44	Root; d__Bacteria; p__Bdellovibrionota_B; c__Oligoflexia; o__Oligoflexales; f__CAIYRB01; g__CAIYRB01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.43	Root; d__Bacteria; p__Tectomicrobia; c__Entotheonellia; o__Entotheonellales; f__Entotheonellaceae; g__SXND01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.55	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__JBPCLP01
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.12	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAJNBK01; s__JAJNBK01 sp963837175
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.52	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__DASQQB01; s__DASQQB01 SPIREOTU_00549055
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.36	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera; s__Nitrososphaera sp045809625
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	3.03	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__CAWGVG01; s__CAWGVG01 SPIREOTU_00053669
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.39	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera_A; s__Nitrososphaera_A sp036522495
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.01	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrosocosmicus; s__Nitrosocosmicus SMAGOTU_14695
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.46	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JARBAU01; s__JARBAU01 sp051961195
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	3.45	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JARBAU01; s__JARBAU01 sp963765895
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.03	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAFAQB01; s__JAFAQB01 sp046724555
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	5.82	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAFAQB01; s__JAFAQB01 sp045808425
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.9	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAFAQB01; s__JAFAQB01 sp046731995
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.2	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG11; s__AG11 sp019510405
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.74	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG11; s__AG11 MOTU40_088257
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.18	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatirosa; s__Gemmatirosa kalamazoonensis
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.95	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG2; s__AG2 sp021154325
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.86	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__DATMHT01; s__DATMHT01 sp035554795
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	9.68	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__CAVVWJ01; s__CAVVWJ01 sp045803455
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.23	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium; s__Longimicrobium SPIREOTU_00495143
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.64	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium; s__Longimicrobium sp036377595
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.88	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium; s__Longimicrobium SPIREOTU_00488188
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.48	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__SPIREOTU_01906109; s__SPIREOTU_01906109 SPIREOTU_01905932
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.93	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__DASUPK01; s__DASUPK01 sp963774305
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	3.98	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__DASUPK01; s__DASUPK01 sp963743575
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.6	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__JAWVFM01; s__JAWVFM01 sp046732395
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.23	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__WHSW01; s__WHSW01 sp963722175
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.37	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__WHSW01; s__WHSW01 sp963785195
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.78	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATAEY01; s__DATAEY01 sp035264745
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	9.22	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963835295
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	10.13	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963788935
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	5.52	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963764585
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.28	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 sp035489875
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	4.66	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 sp963724145
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	4.57	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963816955
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	3.14	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963723395
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	4.98	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963831105
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	3.36	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963728465
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.62	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATLGB01; s__DATLGB01 sp963726825
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.42	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATLGB01; s__DATLGB01 sp034664525
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.79	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATLGB01; s__DATLGB01 sp035540675
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	5.35	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__Solirubrobacter soli
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	9.36	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__Solirubrobacter sp963755275
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	6.07	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__Solirubrobacter sp963736505
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.69	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Paraconexibacter; s__Paraconexibacter sp034664785
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.99	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Paraconexibacter; s__Paraconexibacter sp025928415
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	13.07	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATBDE01; s__DATBDE01 sp045805605
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	0.85	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__BP-464; s__BP-464 sp963825415
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	2.16	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__BP-464; s__BP-464 sp035547175
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.53	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__BP-464; s__BP-464 sp963826615
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	10.76	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQFQ01; s__DASQFQ01 sp963805525
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	12.37	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQFQ01; s__DASQFQ01 sp963722815
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	6.07	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Baekduia; s__Baekduia GEMOTU_43579
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	1.14	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__F1-60-MAGs163; s__F1-60-MAGs163 sp035542555
Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	3.11	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__AC-49; s__AC-49 sp005883905
