sample	coverage	taxonomy
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.38	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Aggregicoccus
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.36	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Hyalangium
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.4	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Archangium
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.44	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__DASRBA01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	4.66	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__40CM-4-68-19
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.84	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__40CM-4-68-19; g__VBKO01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.37	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.83	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Opitutales; f__Opitutaceae; g__ER46
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.54	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Opitutales; f__Opitutaceae; g__Lacunisphaera
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.41	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Opitutales; f__Opitutaceae; g__Opitutus
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	9.92	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.59	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__JACCTI01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	2.42	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__Palsa-1392
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	4.32	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV80
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.95	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV69
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.67	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__DATFCK01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.51	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV40
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.36	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__MGYG000509563
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.44	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__SXWH01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.37	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.39	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__DASYIS01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.08	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__DASXHY01; g__DASXHY01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.55	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__UBA8199; g__SPIREOTU_01976983
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.41	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SXQI01; g__DASVNK01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.52	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SXQI01; g__SPIREOTU_01905812
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.55	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SXQI01; g__SPIREOTU_01905845
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.61	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SIBH01; g__JANNGC01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.1	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__UBA11358; g__UBA11358
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.66	Root; d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01; f__SYMT01; g__JAWLHY01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.39	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__JAEVZK01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.4	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__Fimbriimonas
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.55	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__SPIREOTU_00492109
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.44	Root; d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales; f__CAJBBX01; g__JBBROJ01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	6.19	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.09	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ginsengibacter
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.47	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__UBA1952
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.25	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.04	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Segetibacter
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.52	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__SPIREOTU_01668253
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.42	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ilyomonas
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.78	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavitalea
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.77	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JAJKIP01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.19	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.35	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__2013-40CM-41-45; g__JADKIH01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.4	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.68	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__ELB16-189
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.75	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Chryseosolibacter
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.58	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__B-17B0; f__Aurantibacillaceae; g__Aurantibacillus
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.85	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Sporosarcina
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.42	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales; f__NBRC-103111; g__Paenibacillus_E
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.52	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Neobacillus
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.82	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae; g__Bacillus_BD
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.56	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae_H; g__Priestia
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.48	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR12
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.62	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR5
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.36	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__VGLJ01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	6.58	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__20CM-2-65-7
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	35.28	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__CAVVWJ01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.39	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Palsa-1233
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.56	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Pseudogemmatithrix
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.91	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JABFXC01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	16.45	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	3.78	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG2
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	6.77	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG11
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.67	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__SPIREOTU_01109947
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	6.98	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAQBQB01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.03	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__FEN-1250
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	2.06	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAJKIV01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	2.61	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__DASPMP01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.57	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__SPIREOTU_01310080
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.93	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__DATMHT01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.94	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatirosa
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.54	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JADGGM01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	3.52	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.4	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Gaopeijiaceae; g__UBA2988
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.49	Root; d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__UBA1609; g__JALHOQ01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.44	Root; d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__SZUA-252; f__SZUA-252; g__WS-7
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.91	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__JAICXS01
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.82	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_C
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.6	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_D
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	2.11	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Palsa-1315
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.75	Root; d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__UBA11236; f__UBA11236; g__Chersky-265
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.05	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAJNBK01; s__JAJNBK01 sp963837175
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.92	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAFAQB01; s__JAFAQB01 sp045808425
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.77	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAFAQB01; s__JAFAQB01 sp046724555
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.94	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__CAWGVG01; s__CAWGVG01 SPIREOTU_00053669
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.82	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrosocosmicus; s__Nitrosocosmicus SMAGOTU_10801
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.65	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JARBAU01; s__JARBAU01 sp963765895
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.49	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera_A; s__Nitrososphaera_A sp036522495
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.11	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATLGB01; s__DATLGB01 sp034664525
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.36	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CADCVQ01; s__CADCVQ01 sp963797025
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.15	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CADCVQ01; s__CADCVQ01 sp963751065
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.55	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Paraconexibacter; s__Paraconexibacter sp963759825
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.72	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Paraconexibacter; s__Paraconexibacter sp025928415
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	3.81	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963835295
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.99	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963851295
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	3.91	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01; s__JAOPZW01 sp963788935
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.96	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Capillimicrobium; s__Capillimicrobium sp964422645
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.62	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASSUW01; s__DASSUW01 SPIREOTU_01668232
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.66	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASSUW01; s__DASSUW01 sp963740605
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.31	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASSUW01; s__DASSUW01 sp963835285
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.37	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963723395
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.87	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963728465
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	2.68	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01; s__DATFQI01 sp963831105
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	3.0	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__Solirubrobacter sp963755275
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	2.99	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__Solirubrobacter sp963792915
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.77	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CADCVT01; s__CADCVT01 sp036389155
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	2.24	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 sp963724145
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.71	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01; s__DASQMT01 MGYG000493243
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.68	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CAVVSD01; s__CAVVSD01 sp963757125
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.82	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CAVVSD01; s__CAVVSD01 sp963750895
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.78	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CAVVSD01; s__CAVVSD01 SPIREOTU_00493896
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.18	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Baekduia; s__Baekduia sp963731005
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	2.36	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Baekduia; s__Baekduia GEMOTU_43579
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	6.32	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATBDE01; s__DATBDE01 sp045805605
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	4.88	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQFQ01; s__DASQFQ01 sp963805525
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	4.74	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQFQ01; s__DASQFQ01 sp963722815
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.13	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__BP-464; s__BP-464 sp035547175
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.51	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATAEY01; s__DATAEY01 sp035264745
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	1.28	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATBDM01; s__DATBDM01 sp034664425
Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	0.94	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JAICJR01; s__JAICJR01 sp963811205
