sample	coverage	taxonomy
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.51	Root; d__Bacteria; p__Myxococcota; c__UBA727; o__UBA727; f__VGSZ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.33	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA9968; f__UBA9968
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.37	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__DP-6; f__DP-6
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.4	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UBA1149; f__CAITLU01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.53	Root; d__Bacteria; p__Desulfobacterota; c__Binatia; o__UTPRO1; f__UTPRO1
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.61	Root; d__Bacteria; p__Babelota; c__Babeliae; o__Babelales; f__Vermiphilaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.64	Root; d__Bacteria; p__Babelota; c__Babeliae; o__Babelales; f__Babelaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	9.59	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.42	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.35	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.57	Root; d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__OLB7; f__OLB7
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.3	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__DASUME01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	8.07	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.25	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__JAFGIB01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.46	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Sandaracinaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	4.7	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.92	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.68	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Palsa-1104; f__Palsa-1104
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.4	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Nannocystales; f__Nannocystaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.44	Root; d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01; f__SYMT01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.62	Root; d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.13	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.51	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__UBA1565; f__UBA9628
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.39	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__F11; f__F11
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.51	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__2-01-FULL-59-12; f__2-01-FULL-59-12
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.21	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Cytobacillaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.57	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Amphibacillaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.46	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.72	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.39	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales; f__NBRC-103111
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.45	Root; d__Bacteria; p__Cyanobacteriota; c__Vampirovibrionia; o__Obscuribacterales; f__Obscuribacteraceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.58	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.81	Root; d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.4	Root; d__Bacteria; p__Bdellovibrionota_B; c__Oligoflexia; o__Oligoflexales; f__CAIYRB01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.39	Root; d__Bacteria; p__4484-113; c__4484-113; o__4484-113; f__JAFGCY01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.4	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.51	Root; d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__UBA11236; f__UBA11236
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	4.69	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.72	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrosocosmicus
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.97	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAFAQB01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.57	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JARBAU01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.64	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera_A
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.5	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__DASQQB01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.11	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__JAJNBK01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.09	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__CAWGVG01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	3.53	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__AC-49
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.61	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__F1-60-MAGs163
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	13.44	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.86	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Capillimicrobium
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.38	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Paraconexibacter
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.04	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Palsa-513
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	6.09	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Palsa-744
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	22.59	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.82	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CADCVT01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	3.12	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQFQ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	4.29	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	9.34	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASSUW01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	5.29	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Baekduia
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	4.22	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.57	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__GEMOTU_16036
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.9	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATBDM01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.89	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATBDE01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.58	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__SPIREOTU_00550353
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	4.68	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CADCVQ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	3.42	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATLGB01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.97	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CAVVSD01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.42	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__BP-464
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.66	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	6.68	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Palsa-465
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.46	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JBBPZA01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.5	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JBBQAA01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.12	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JACCYI01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.37	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__AC-38
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.13	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASXRF01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.4	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__SPIREOTU_00549234
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.73	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Svornostia
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.58	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Patulibacter
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.68	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATAEY01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.5	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__SMAGOTU_16506
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.51	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__SPIREOTU_00550811
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	19.3	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JACVRW01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	4.12	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__DATBDN01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	10.09	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JAICJR01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	3.99	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JAICJV01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	4.76	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JAAYBF01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.76	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__CAVRTK01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.63	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JADGHQ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.86	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__DASPHG01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.42	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JACCZP01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.38	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__DASXBA01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	6.82	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__AC-37
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.52	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JACCZR01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.4	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JACCYP01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.69	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Thermoleophilaceae; g__JBBDYQ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	14.82	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__VAYN01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.25	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__RHKX01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	11.18	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__VRUE01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	18.5	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__DASUPK01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	11.81	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__AC-56
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	5.15	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__WHSW01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.69	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__JBDTSW01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.42	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__DASUSH01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.32	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__JAWVFM01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.67	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__JBBDJG01; g__JBBQKG01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	26.62	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Palsa-739
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	30.82	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__PALSA-600
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	3.65	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATBLE01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.91	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__13-2-20CM-68-14
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.99	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__VAXT01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.16	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DASVFB01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	11.14	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__3-1-20CM-4-69-9
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	6.89	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__AC-32
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.33	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DASSSQ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.01	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATEOR01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.0	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__JACDAN01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	2.65	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiellasilicea
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.81	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.65	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__DATHTC01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.04	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__PALSA-612
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.43	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__JACVRM01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.05	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__GMQP-bins7
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.73	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__JAIBJN01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.56	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__AC-50
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.57	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__SPIREOTU_01666299
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.44	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__JAIBJP01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.45	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__SMAGOTU_04220
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.81	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__JALYLC01; g__JALYLC01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	1.51	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__JALYLC01; g__CAWCFJ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	6.63	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__JAICJC01; g__JAICJC01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	3.61	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__JAICJC01; g__JAICYJ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	0.93	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__JAICJC01; g__DATLLN01
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	3.73	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium
Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	21.96	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
