sample	coverage	taxonomy
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	17.0	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	3.17	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.52	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.38	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.61	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.16	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.4	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	6.49	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	17.49	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.94	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.55	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.11	Root; d__Bacteria; p__Planctomycetota; c__MHYJ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Planctomycetota; c__J058
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.48	Root; d__Bacteria; p__Chloroflexota; c__UBA6077
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.71	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.62	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Chloroflexota; c__Dormibacteria
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.67	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.23	Root; d__Bacteria; p__Chloroflexota; c__UBA11872
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.43	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.11	Root; d__Bacteria; p__Chloroflexota; c__UBA5177
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.41	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.02	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	3.33	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.34	Root; d__Bacteria; p__Bacteroidota; c__Ignavibacteria
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.75	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.45	Root; d__Bacteria; p__Patescibacteriota; c__Saccharimonadia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.85	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.65	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.45	Root; d__Bacteria; p__Patescibacteriota; c__Gracilibacteria
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.4	Root; d__Bacteria; p__Bdellovibrionota; c__UBA1018
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.17	Root; d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.08	Root; d__Bacteria; p__Bacillota; c__Bacilli
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.72	Root; d__Bacteria; p__Bacillota; c__Clostridia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.57	Root; d__Bacteria; p__Cyanobacteriota; c__Vampirovibrionia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.1	Root; d__Bacteria; p__Desulfobacterota; c__Binatia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.51	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.34	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Fibrobacterota; c__Fibrobacteria
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.45	Root; d__Bacteria; p__Omnitrophota; c__Gorgyraeia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.4	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.37	Root; d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Woesearchaeales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.26	Root; d__Archaea; p__Thermoplasmatota; c__E2; o__JACPAO01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	4.16	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.13	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	4.41	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.36	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JAFAQI01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.32	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.5	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__S36-B12
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	6.42	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.19	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.4	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__IMCC26256
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	13.16	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.75	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.11	Root; d__Bacteria; p__Actinomycetota; c__CALGFH01; o__CALGFH01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.19	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.87	Root; d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.63	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__UBA7656
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	4.4	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.25	Root; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.18	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Gp7-AA8
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.08	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Multivoradales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.43	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5066
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.04	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	7.29	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.53	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.65	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.34	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Acidiferrobacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Reyranellales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	7.29	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.11	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__ATCC43930
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.56	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.45	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.23	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.99	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.58	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.51	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.23	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	3.38	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.56	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.11	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.4	Root; d__Bacteria; p__Planctomycetota; c__J058; o__J058
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.67	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.13	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__FW602-bin22
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.76	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.95	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.76	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.82	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__QHBQ01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.36	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__DSTF01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.23	Root; d__Bacteria; p__Chloroflexota; c__UBA5177; o__SPIREOTU_01175024
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.42	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.77	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.63	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Palsa-1104
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.4	Root; d__Bacteria; p__Myxococcota_A; c__UBA796; o__UBA796
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.4	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.51	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.12	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.02	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.28	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.57	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	6.66	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.73	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Verrucomicrobiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.57	Root; d__Bacteria; p__Patescibacteriota; c__Saccharimonadia; o__UBA4664
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.8	Root; d__Bacteria; p__Patescibacteriota; c__Saccharimonadia; o__Saccharimonadales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.28	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__Levybacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__Daviesbacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.83	Root; d__Bacteria; p__Patescibacteriota; c__Doudnabacteria; o__UBA920
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.78	Root; d__Bacteria; p__Patescibacteriota; c__Minisyncoccia; o__Phycocordibacterales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.9	Root; d__Bacteria; p__Babelota; c__Babeliae; o__Babelales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.19	Root; d__Bacteria; p__Bdellovibrionota; c__UBA1018; o__UBA1018
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.17	Root; d__Bacteria; p__Bdellovibrionota; c__FAC87; o__UBA2466
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.28	Root; d__Bacteria; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.96	Root; d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.51	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.23	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.51	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Lachnospirales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.41	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Clostridiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.85	Root; d__Bacteria; p__Bacillota; c__Clostridia; o__Acetivibrionales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.43	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.18	Root; d__Bacteria; p__Myxococcota; c__UBA727; o__UBA727
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.55	Root; d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.57	Root; d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.57	Root; d__Bacteria; p__Armatimonadota; c__Armatimonadia; o__Armatimonadales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.11	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.45	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.4	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__F11
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.06	Root; d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__UBA1565
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.47	Root; d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.57	Root; d__Bacteria; p__Bdellovibrionota_B; c__Oligoflexia; o__Oligoflexales
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.51	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	4.43	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	6.5	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.26	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	11.07	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	2.94	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Jatrophihabitantaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.13	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__CADCTP01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.4	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Cryptosporangiaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	1.16	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__SCTD01
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.98	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	13.81	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae
Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	0.11	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Kribbellaceae
