sample	coverage	taxonomy
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.71	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__LMDS01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	6.25	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__Ramlibacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.77	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__Variovorax
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.58	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__Rhizobacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.78	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__Schlegelella_A
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.1	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__Rubrivivax
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.13	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_C; g__Albitalea
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	5.1	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Usitatibacteraceae; g__Usitatibacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.57	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__JAQGMV01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.74	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SHXO01; g__SHXO01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.36	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Rariloculaceae; g__FEN-1219
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.45	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__13-2-20CM-66-19
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	5.54	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	3.06	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__JADGHX01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	3.62	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__CADEED01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.01	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.82	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Cognatiluteimonas
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.45	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rudaea
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.79	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__DSM-16500; f__DSM-16500; g__Aquicella
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.88	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__HRBIN12; g__CALGFI01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	3.74	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__HRBIN12; g__AC-51
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.57	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__HRBIN12; g__JALYMB01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.12	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__JBJMLN01; g__JBJMLN01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.08	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Spirillospora
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	3.7	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Actinoallomurus
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.62	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.62	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Streptosporangium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.45	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__CALAED01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.4	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Trebonia
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.94	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Palsa-504
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.76	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Amnibacterium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.53	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoglobus
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.34	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.36	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Leifsonia
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.76	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.79	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__CAVURS01; g__CAVURS01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.35	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Kineosporiaceae; g__DATKNA01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.5	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__Terrabacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.32	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__Pedococcus
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.63	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__Lapillicoccus
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.37	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Georgenia
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.8	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	37.9	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	5.47	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	4.29	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_B
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.39	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__JAWWPG01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	5.05	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	3.82	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola_A
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.85	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_C
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.37	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__CRBC_02214
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.38	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__CRBC_03940
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.39	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__JANLYC01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	3.8	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Kribbellaceae; g__Kribbella
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.73	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.6	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__CADCTP01; g__CADCTP01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	17.68	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.78	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Nocardia
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	3.93	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Jatrophihabitantaceae; g__Jatrophihabitans
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.37	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Jatrophihabitantaceae; g__RYN-133
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.63	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Jatrophihabitantaceae; g__Jatrophihabitans_A
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	11.02	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.84	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Virgisporangium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.84	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Planosporangium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.56	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Plantactinospora
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.38	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__AC-43
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.89	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Micromonospora
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.86	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Catellatospora
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.2	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Dactylosporangium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.38	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Asanoa
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.71	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Glycomyces
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.44	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__SCTD01; g__RYN-124
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.48	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__SCTD01; g__SCTD01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	6.2	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Pseudonocardia
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.94	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Actinomycetospora
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.1	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Actinophytocola
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.42	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Amycolatopsis
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.65	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__GCA-003244245
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.68	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Trujillonella
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	4.2	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus_B
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	6.05	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Geodermatophilus
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.9	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Modestobacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.14	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__CAVZOY01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.58	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Blastococcus
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.05	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__YIM-151500
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.46	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Geodermatophilaceae; g__Klenkia
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.68	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Nakamurellaceae; g__Nakamurella
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.36	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JACCUZ01; f__JACCUZ01; g__CAVVAH01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.69	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JACCUZ01; f__JACCUZ01; g__JAVEDA01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.58	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__S36-B12; f__CAIYMF01; g__Longivirga
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	7.15	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.04	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales; f__Streptomycetaceae; g__Actinacidiphila
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.56	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JAFAQI01; f__JAFAQI01; g__JAFAQI01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.27	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JAFAQI01; f__JAFAQI01; g__DASZTV01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.56	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JAFAQI01; f__JAFAQI01; g__BP-197
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.36	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JAFAQI01; f__JAFAQI01; g__CAWIFV01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.35	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__JAFAQI01; f__JAFAQI01; g__DATBDO01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.47	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Motilibacterales; f__Motilibacteraceae; g__Motilibacter_A
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.94	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Frankiales; f__Frankiaceae; g__JAVEDQ01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	16.03	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JAOPZW01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	5.65	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQMT01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	4.76	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	26.35	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	8.08	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Baekduia
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.12	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__F1-60-MAGs163
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	4.71	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATLGB01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	3.43	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__BP-464
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	4.63	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATFQI01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.92	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CAVVSD01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	8.01	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Palsa-744
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.05	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATBDE01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	10.55	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASSUW01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	8.5	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Palsa-465
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	4.96	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASQFQ01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	4.93	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__AC-49
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.38	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__AMXMAG_1593
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.01	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__SPIREOTU_00549234
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.48	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DASXRF01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.16	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__GEMOTU_16036
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.47	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__DATAEY01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.76	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JBBPZA01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.74	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CADCVT01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	5.09	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__CADCVQ01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.55	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JACCYI01
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.87	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Paraconexibacter
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.36	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Palsa-513
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	2.09	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__AC-38
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.55	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Svornostia
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	1.95	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Capillimicrobium
Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	0.64	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__JBBQAA01
