b'localtime,baroTrend3Hr,baro,temp,windSpeed,windSpeedAvg10Min,windDirection,humidity,rainRate,solarRadiation,stormRain,currentDateOfStorm,dayRain_c,monthRain_c,yearRain_c,dayET_c,monthET_c,yearET_c,transmitterBattery,consoleBattery,commStatus,dayHigh_c,dayLow_c,dewPoint_c,uvIndex,utcdatetime,localizeddatetime\r\n'
b'2022-10-23T17:00:00Z,,,58.0,8.0,,277.023622047244,56.0,,1982.0,,,0.0,0.0,0.0,,,,,,,67.2,51.4,58.0,,2022-10-23T17:00:00Z,2022-10-23 10:00:00-07:00\r\n'
b'2022-10-23T17:15:00Z,,,59.1,11.0,,248.755905511811,54.5,,2137.0,,,0.0,0.0,0.0,0.0100632373534895,0.0100632373534895,0.0100632373534895,,,,67.2,51.4,59.1,,2022-10-23T17:15:00Z,2022-10-23 10:15:00-07:00\r\n'
b'2022-10-23T17:30:00Z,,,59.6,14.0,,279.850393700787,53.0,,2299.0,,,0.0,0.0,0.0,0.0204875002210663,0.0204875002210663,0.0204875002210663,,,,67.2,51.4,59.6,,2022-10-23T17:30:00Z,2022-10-23 10:30:00-07:00\r\n'
b'2022-10-23T17:45:00Z,,,61.5,10.0,,272.783464566929,51.0,,2418.0,,,0.0,0.0,0.0,0.0318896719955678,0.0318896719955678,0.0318896719955678,,,,67.2,51.4,61.5,,2022-10-23T17:45:00Z,2022-10-23 10:45:00-07:00\r\n'
b'2022-10-23T18:00:00Z,,,61.6,12.0,,269.956692913386,47.0,,2545.0,,,0.0,0.0,0.0,0.0443242107516491,0.0443242107516491,0.0443242107516491,,,,67.2,51.4,61.6,,2022-10-23T18:00:00Z,2022-10-23 11:00:00-07:00\r\n'
b'2022-10-23T18:15:00Z,,,63.0,10.0,,258.649606299213,46.5,,2650.0,,,0.0,0.0,0.0,0.0575163056730295,0.0575163056730295,0.0575163056730295,,,,67.2,51.4,63.0,,2022-10-23T18:15:00Z,2022-10-23 11:15:00-07:00\r\n'
b'2022-10-23T18:16:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.0575163056730295,0.0575163056730295,0.0575163056730295,,,,67.2,51.4,,,2022-10-23T18:16:00Z,2022-10-23 11:16:00-07:00\r\n'
b'2022-10-23T18:30:00Z,,,63.2,15.0,,255.822834645669,42.0,,2742.0,,,0.0,0.0,0.0,0.0575163056730295,0.0575163056730295,0.0575163056730295,,,,67.2,51.4,63.2,,2022-10-23T18:30:00Z,2022-10-23 11:30:00-07:00\r\n'
b'2022-10-23T18:45:00Z,,,63.8,11.0,,284.090551181102,42.5,,2826.0,,,0.0,0.0,0.0,0.0715616815074659,0.0715616815074659,0.0715616815074659,,,,67.2,51.4,63.8,,2022-10-23T18:45:00Z,2022-10-23 11:45:00-07:00\r\n'
b'2022-10-23T19:00:00Z,,,65.0,0.0,,305.291338582677,42.0,,2861.0,,,0.0,0.0,0.0,0.0879778679973567,0.0879778679973567,0.0879778679973567,,,,67.2,51.4,65.0,,2022-10-23T19:00:00Z,2022-10-23 12:00:00-07:00\r\n'
b'2022-10-23T19:15:00Z,,,64.9,12.0,,261.476377952756,42.0,,2917.0,,,0.0,0.0,0.0,0.104625894320821,0.104625894320821,0.104625894320821,,,,67.2,51.4,64.9,,2022-10-23T19:15:00Z,2022-10-23 12:15:00-07:00\r\n'
b'2022-10-23T19:30:00Z,,,66.6,7.0,,272.783464566929,43.0,,2946.0,,,0.0,0.0,0.0,0.120714974035155,0.120714974035155,0.120714974035155,,,,67.2,51.4,66.6,,2022-10-23T19:30:00Z,2022-10-23 12:30:00-07:00\r\n'
b'2022-10-23T19:45:00Z,,,66.0,4.0,,291.157480314961,42.5,,2917.0,,,0.0,0.0,0.0,0.138062302366939,0.138062302366939,0.138062302366939,,,,67.2,51.4,66.0,,2022-10-23T19:45:00Z,2022-10-23 12:45:00-07:00\r\n'
b'2022-10-23T20:00:00Z,,,67.2,13.0,,245.929133858268,41.5,,2925.0,,,0.0,0.0,0.0,0.154578792661467,0.154578792661467,0.154578792661467,,,,67.2,51.4,67.2,,2022-10-23T20:00:00Z,2022-10-23 13:00:00-07:00\r\n'
b'2022-10-23T20:15:00Z,,,66.7,3.0,,261.476377952756,41.5,,2875.0,,,0.0,0.0,0.0,0.171212411294229,0.171212411294229,0.171212411294229,,,,67.2,51.4,66.7,,2022-10-23T20:15:00Z,2022-10-23 13:15:00-07:00\r\n'
b'2022-10-23T20:30:00Z,,,65.9,10.0,,334.972440944882,42.0,,2861.0,,,0.0,0.0,0.0,0.187921471102302,0.187921471102302,0.187921471102302,,,,67.2,51.4,65.9,,2022-10-23T20:30:00Z,2022-10-23 13:30:00-07:00\r\n'
b'2022-10-23T20:45:00Z,,,65.8,15.0,,291.157480314961,42.0,,2798.0,,,0.0,0.0,0.0,0.202869839002947,0.202869839002947,0.202869839002947,,,,67.2,51.4,65.8,,2022-10-23T20:45:00Z,2022-10-23 13:45:00-07:00\r\n'
b'2022-10-23T21:00:00Z,,,65.3,13.0,,279.850393700787,45.0,,2721.0,,,0.0,0.0,0.0,0.217078906160705,0.217078906160705,0.217078906160705,,,,67.2,51.4,65.3,,2022-10-23T21:00:00Z,2022-10-23 14:00:00-07:00\r\n'
b'2022-10-23T21:01:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.217078906160705,0.217078906160705,0.217078906160705,,,,67.2,51.4,,,2022-10-23T21:01:00Z,2022-10-23 14:01:00-07:00\r\n'
b'2022-10-23T21:15:00Z,,,64.9,16.0,,260.062992125984,44.5,,2636.0,,,0.0,0.0,0.0,0.217078906160705,0.217078906160705,0.217078906160705,,,,67.2,51.4,64.9,,2022-10-23T21:15:00Z,2022-10-23 14:15:00-07:00\r\n'
b'2022-10-23T21:30:00Z,,,64.0,11.0,,251.582677165354,49.0,,2531.0,,,0.0,0.0,0.0,0.230216972616592,0.230216972616592,0.230216972616592,,,,67.2,51.4,64.0,,2022-10-23T21:30:00Z,2022-10-23 14:30:00-07:00\r\n'
b'2022-10-23T21:45:00Z,,,63.4,8.0,,268.543307086614,50.5,,2418.0,,,0.0,0.0,0.0,0.243373977237144,0.243373977237144,0.243373977237144,,,,67.2,51.4,63.4,,2022-10-23T21:45:00Z,2022-10-23 14:45:00-07:00\r\n'
b'2022-10-23T22:00:00Z,,,62.5,18.0,,254.409448818898,50.5,,2271.0,,,0.0,0.0,0.0,0.255086133409087,0.255086133409087,0.255086133409087,,,,67.2,51.4,62.5,,2022-10-23T22:00:00Z,2022-10-23 15:00:00-07:00\r\n'
b'2022-10-23T22:15:00Z,,,62.5,13.0,,231.795275590551,48.0,,2137.0,,,0.0,0.0,0.0,0.265777743973888,0.265777743973888,0.265777743973888,,,,67.2,51.4,62.5,,2022-10-23T22:15:00Z,2022-10-23 15:15:00-07:00\r\n'
b'2022-10-23T22:30:00Z,,,61.9,9.0,,292.570866141732,50.5,,1968.0,,,0.0,0.0,0.0,0.276380234891336,0.276380234891336,0.276380234891336,,,,67.2,51.4,61.9,,2022-10-23T22:30:00Z,2022-10-23 15:30:00-07:00\r\n'
b'2022-10-23T22:45:00Z,,,61.5,14.0,,275.610236220472,53.5,,1800.0,,,0.0,0.0,0.0,0.285984608973455,0.285984608973455,0.285984608973455,,,,67.2,51.4,61.5,,2022-10-23T22:45:00Z,2022-10-23 15:45:00-07:00\r\n'
b'2022-10-23T23:00:00Z,,,60.9,17.0,,255.822834645669,54.5,,1617.0,,,0.0,0.0,0.0,0.294259670341854,0.294259670341854,0.294259670341854,,,,67.2,51.4,60.9,,2022-10-23T23:00:00Z,2022-10-23 16:00:00-07:00\r\n'
b'2022-10-23T23:15:00Z,,,60.2,17.0,,285.503937007874,58.0,,1413.0,,,0.0,0.0,0.0,0.301473963849744,0.301473963849744,0.301473963849744,,,,67.2,51.4,60.2,,2022-10-23T23:15:00Z,2022-10-23 16:15:00-07:00\r\n'
b'2022-10-23T23:30:00Z,,,59.1,13.0,,264.303149606299,60.0,,1223.0,,,0.0,0.0,0.0,0.307842400190569,0.307842400190569,0.307842400190569,,,,67.2,51.4,59.1,,2022-10-23T23:30:00Z,2022-10-23 16:30:00-07:00\r\n'
b'2022-10-23T23:45:00Z,,,58.7,20.0,,258.649606299213,63.0,,1012.0,,,0.0,0.0,0.0,0.313183683339719,0.313183683339719,0.313183683339719,,,,67.2,51.4,58.7,,2022-10-23T23:45:00Z,2022-10-23 16:45:00-07:00\r\n'
b'2022-10-23T23:46:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.313183683339719,0.313183683339719,0.313183683339719,,,,67.2,51.4,,,2022-10-23T23:46:00Z,2022-10-23 16:46:00-07:00\r\n'
b'2022-10-24T00:00:00Z,,,57.9,14.0,,269.956692913386,66.5,,217.0,,,0.0,0.0,0.0,0.313183683339719,0.313183683339719,0.313183683339719,,,,67.2,51.4,57.9,,2022-10-24T00:00:00Z,2022-10-23 17:00:00-07:00\r\n'
b'2022-10-24T00:15:00Z,,,57.2,15.0,,261.476377952756,68.5,,140.0,,,0.0,0.0,0.0,0.314683669589974,0.314683669589974,0.314683669589974,,,,67.2,51.4,57.2,,2022-10-24T00:15:00Z,2022-10-23 17:15:00-07:00\r\n'
b'2022-10-24T00:30:00Z,,,56.6,9.0,,254.409448818898,71.0,,126.0,,,0.0,0.0,0.0,0.31583176820275,0.31583176820275,0.31583176820275,,,,67.2,51.4,56.6,,2022-10-24T00:30:00Z,2022-10-23 17:30:00-07:00\r\n'
b'2022-10-24T00:45:00Z,,,55.8,11.0,,243.102362204724,74.0,,98.0,,,0.0,0.0,0.0,0.316730662828812,0.316730662828812,0.316730662828812,,,,67.2,51.4,55.8,,2022-10-24T00:45:00Z,2022-10-23 17:45:00-07:00\r\n'
b'2022-10-24T01:00:00Z,,,55.4,14.0,,269.956692913386,74.5,,63.0,,,0.0,0.0,0.0,0.31753946057738,0.31753946057738,0.31753946057738,,,,67.2,51.4,55.4,,2022-10-24T01:00:00Z,2022-10-23 18:00:00-07:00\r\n'
b'2022-10-24T01:15:00Z,,,55.3,13.0,,271.370078740157,74.0,,28.0,,,0.0,0.0,0.0,0.317884389692642,0.317884389692642,0.317884389692642,,,,67.2,51.4,55.3,,2022-10-24T01:15:00Z,2022-10-23 18:15:00-07:00\r\n'
b'2022-10-24T01:30:00Z,,,55.1,12.0,,275.610236220472,74.5,,7.0,,,0.0,0.0,0.0,0.318189443264666,0.318189443264666,0.318189443264666,,,,67.2,51.4,55.1,,2022-10-24T01:30:00Z,2022-10-23 18:30:00-07:00\r\n'
b'2022-10-24T01:45:00Z,,,54.8,14.0,,271.370078740157,75.0,,0.0,,,0.0,0.0,0.0,0.318476731288593,0.318476731288593,0.318476731288593,,,,67.2,51.4,54.8,,2022-10-24T01:45:00Z,2022-10-23 18:45:00-07:00\r\n'
b'2022-10-24T02:00:00Z,,,54.9,10.0,,258.649606299213,74.5,,0.0,,,0.0,0.0,0.0,0.318747858024988,0.318747858024988,0.318747858024988,,,,67.2,51.4,54.9,,2022-10-24T02:00:00Z,2022-10-23 19:00:00-07:00\r\n'
b'2022-10-24T02:15:00Z,,,55.1,8.0,,244.515748031496,73.0,,0.0,,,0.0,0.0,0.0,0.318986747730427,0.318986747730427,0.318986747730427,,,,67.2,51.4,55.1,,2022-10-24T02:15:00Z,2022-10-23 19:15:00-07:00\r\n'
b'2022-10-24T02:30:00Z,,,55.1,13.0,,238.862204724409,72.0,,0.0,,,0.0,0.0,0.0,0.319267134280045,0.319267134280045,0.319267134280045,,,,67.2,51.4,55.1,,2022-10-24T02:30:00Z,2022-10-23 19:30:00-07:00\r\n'
b'2022-10-24T02:31:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.319267134280045,0.319267134280045,0.319267134280045,,,,67.2,51.4,,,2022-10-24T02:31:00Z,2022-10-23 19:31:00-07:00\r\n'
b'2022-10-24T02:45:00Z,,,54.8,7.0,,275.610236220472,73.5,,0.0,,,0.0,0.0,0.0,0.319267134280045,0.319267134280045,0.319267134280045,,,,67.2,51.4,54.8,,2022-10-24T02:45:00Z,2022-10-23 19:45:00-07:00\r\n'
b'2022-10-24T03:00:00Z,,,54.5,5.0,,275.610236220472,74.5,,0.0,,,0.0,0.0,0.0,0.319431938044571,0.319431938044571,0.319431938044571,,,,67.2,51.4,54.5,,2022-10-24T03:00:00Z,2022-10-23 20:00:00-07:00\r\n'
b'2022-10-24T03:15:00Z,,,54.3,9.0,,262.889763779528,74.0,,0.0,,,0.0,0.0,0.0,0.319619306341865,0.319619306341865,0.319619306341865,,,,67.2,51.4,54.3,,2022-10-24T03:15:00Z,2022-10-23 20:15:00-07:00\r\n'
b'2022-10-24T03:30:00Z,,,54.1,4.0,,289.744094488189,74.0,,0.0,,,0.0,0.0,0.0,0.319795525380766,0.319795525380766,0.319795525380766,,,,67.2,51.4,54.1,,2022-10-24T03:30:00Z,2022-10-23 20:30:00-07:00\r\n'
b'2022-10-24T03:45:00Z,,,54.4,1.0,,247.342519685039,69.5,,0.0,,,0.0,0.0,0.0,0.319827866936542,0.319827866936542,0.319827866936542,,,,67.2,51.4,54.4,,2022-10-24T03:45:00Z,2022-10-23 20:45:00-07:00\r\n'
b'2022-10-24T04:00:00Z,,,54.1,1.0,,334.972440944882,68.5,,0.0,,,0.0,0.0,0.0,0.319827866936542,0.319827866936542,0.319827866936542,,,,67.2,51.4,54.1,,2022-10-24T04:00:00Z,2022-10-23 21:00:00-07:00\r\n'
b'2022-10-24T04:15:00Z,,,54.9,7.0,,267.129921259843,65.0,,0.0,,,0.0,0.0,0.0,0.319976049452779,0.319976049452779,0.319976049452779,,,,67.2,51.4,54.9,,2022-10-24T04:15:00Z,2022-10-23 21:15:00-07:00\r\n'
b'2022-10-24T04:30:00Z,,,55.4,5.0,,257.236220472441,63.5,,0.0,,,0.0,0.0,0.0,0.320236072510958,0.320236072510958,0.320236072510958,,,,67.2,51.4,55.4,,2022-10-24T04:30:00Z,2022-10-23 21:30:00-07:00\r\n'
b'2022-10-24T04:45:00Z,,,53.5,1.0,,106.003937007874,67.5,,0.0,,,0.0,0.0,0.0,0.320335244718831,0.320335244718831,0.320335244718831,,,,67.2,51.4,53.5,,2022-10-24T04:45:00Z,2022-10-23 21:45:00-07:00\r\n'
b'2022-10-24T05:00:00Z,,,52.1,0.0,,347.692913385827,70.0,,0.0,,,0.0,0.0,0.0,0.320335244718831,0.320335244718831,0.320335244718831,,,,67.2,51.4,52.1,,2022-10-24T05:00:00Z,2022-10-23 22:00:00-07:00\r\n'
b'2022-10-24T05:15:00Z,,,52.2,0.0,,346.279527559055,67.5,,0.0,,,0.0,0.0,0.0,0.320335244718831,0.320335244718831,0.320335244718831,,,,67.2,51.4,52.2,,2022-10-24T05:15:00Z,2022-10-23 22:15:00-07:00\r\n'
b'2022-10-24T05:16:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.320335244718831,0.320335244718831,0.320335244718831,,,,67.2,51.4,,,2022-10-24T05:16:00Z,2022-10-23 22:16:00-07:00\r\n'
b'2022-10-24T05:30:00Z,,,51.4,0.0,,257.236220472441,69.0,,0.0,,,0.0,0.0,0.0,0.320335244718831,0.320335244718831,0.320335244718831,,,,67.2,51.4,51.4,,2022-10-24T05:30:00Z,2022-10-23 22:30:00-07:00\r\n'
b'2022-10-24T05:45:00Z,,,53.8,1.0,,319.425196850394,60.5,,0.0,,,0.0,0.0,0.0,0.320335244718831,0.320335244718831,0.320335244718831,,,,67.2,51.4,53.8,,2022-10-24T05:45:00Z,2022-10-23 22:45:00-07:00\r\n'
b'2022-10-24T06:00:00Z,,,53.0,2.0,,306.704724409449,62.0,,0.0,,,0.0,0.0,0.0,0.320335244718831,0.320335244718831,0.320335244718831,,,,67.2,51.4,53.0,,2022-10-24T06:00:00Z,2022-10-23 23:00:00-07:00\r\n'
b'2022-10-24T06:15:00Z,,,56.0,3.0,,281.263779527559,52.0,,0.0,,,0.0,0.0,0.0,0.320443813483564,0.320443813483564,0.320443813483564,,,,67.2,51.4,56.0,,2022-10-24T06:15:00Z,2022-10-23 23:15:00-07:00\r\n'
b'2022-10-24T06:30:00Z,,,57.2,5.0,,284.090551181102,49.0,,0.0,,,0.0,0.0,0.0,0.320724970722559,0.320724970722559,0.320724970722559,,,,67.2,51.4,57.2,,2022-10-24T06:30:00Z,2022-10-23 23:30:00-07:00\r\n'
b'2022-10-24T06:45:00Z,,,56.9,11.0,,269.956692913386,49.5,,0.0,,,0.0,0.0,0.0,0.321239154283186,0.321239154283186,0.321239154283186,,,,67.2,51.4,56.9,,2022-10-24T06:45:00Z,2022-10-23 23:45:00-07:00\r\n'
b'2022-10-24T07:00:00Z,,,55.2,1.0,,245.929133858268,52.0,,0.0,,,0.0,0.0,0.0,0.000397087546640697,0.321636241829827,0.321636241829827,,,,72.6,47.1,55.2,,2022-10-24T07:00:00Z,2022-10-24 00:00:00-07:00\r\n'
b'2022-10-24T07:15:00Z,,,52.0,1.0,,56.5354330708661,61.0,,0.0,,,0.0,0.0,0.0,0.000397087546640697,0.321636241829827,0.321636241829827,,,,72.6,47.1,52.0,,2022-10-24T07:15:00Z,2022-10-24 00:15:00-07:00\r\n'
b'2022-10-24T07:30:00Z,,,50.1,0.0,,31.0944881889764,73.0,,0.0,,,0.0,0.0,0.0,0.000397087546640697,0.321636241829827,0.321636241829827,,,,72.6,47.1,50.1,,2022-10-24T07:30:00Z,2022-10-24 00:30:00-07:00\r\n'
b'2022-10-24T07:45:00Z,,,49.5,1.0,,254.409448818898,75.0,,0.0,,,0.0,0.0,0.0,0.000397087546640697,0.321636241829827,0.321636241829827,,,,72.6,47.1,49.5,,2022-10-24T07:45:00Z,2022-10-24 00:45:00-07:00\r\n'
b'2022-10-24T08:00:00Z,,,48.6,2.0,,251.582677165354,73.5,,0.0,,,0.0,0.0,0.0,0.000397087546640697,0.321636241829827,0.321636241829827,,,,72.6,47.1,48.6,,2022-10-24T08:00:00Z,2022-10-24 01:00:00-07:00\r\n'
b'2022-10-24T08:01:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.000397087546640697,0.321636241829827,0.321636241829827,,,,72.6,47.1,,,2022-10-24T08:01:00Z,2022-10-24 01:01:00-07:00\r\n'
b'2022-10-24T08:15:00Z,,,51.0,0.0,,240.275590551181,58.5,,0.0,,,0.0,0.0,0.0,0.000397087546640697,0.321636241829827,0.321636241829827,,,,72.6,47.1,51.0,,2022-10-24T08:15:00Z,2022-10-24 01:15:00-07:00\r\n'
b'2022-10-24T08:30:00Z,,,54.1,0.0,,245.929133858268,50.0,,0.0,,,0.0,0.0,0.0,0.000397087546640697,0.321636241829827,0.321636241829827,,,,72.6,47.1,54.1,,2022-10-24T08:30:00Z,2022-10-24 01:30:00-07:00\r\n'
b'2022-10-24T08:45:00Z,,,53.4,3.0,,272.783464566929,49.5,,0.0,,,0.0,0.0,0.0,0.00057941399822497,0.321818568281411,0.321818568281411,,,,72.6,47.1,53.4,,2022-10-24T08:45:00Z,2022-10-24 01:45:00-07:00\r\n'
b'2022-10-24T09:00:00Z,,,52.6,3.0,,261.476377952756,50.0,,0.0,,,0.0,0.0,0.0,0.000888150335161778,0.322127304618348,0.322127304618348,,,,72.6,47.1,52.6,,2022-10-24T09:00:00Z,2022-10-24 02:00:00-07:00\r\n'
b'2022-10-24T09:15:00Z,,,52.6,2.0,,257.236220472441,50.0,,0.0,,,0.0,0.0,0.0,0.00115537281605645,0.322394527099243,0.322394527099243,,,,72.6,47.1,52.6,,2022-10-24T09:15:00Z,2022-10-24 02:15:00-07:00\r\n'
b'2022-10-24T09:30:00Z,,,52.5,2.0,,251.582677165354,50.0,,0.0,,,0.0,0.0,0.0,0.00138030163274311,0.32261945591593,0.32261945591593,,,,72.6,47.1,52.5,,2022-10-24T09:30:00Z,2022-10-24 02:30:00-07:00\r\n'
b'2022-10-24T09:45:00Z,,,53.2,1.0,,255.822834645669,47.5,,0.0,,,0.0,0.0,0.0,0.0015630870212708,0.322802241304458,0.322802241304458,,,,72.6,47.1,53.2,,2022-10-24T09:45:00Z,2022-10-24 02:45:00-07:00\r\n'
b'2022-10-24T10:00:00Z,,,53.9,2.0,,244.515748031496,46.5,,0.0,,,0.0,0.0,0.0,0.00175522199460416,0.322994376277791,0.322994376277791,,,,72.6,47.1,53.9,,2022-10-24T10:00:00Z,2022-10-24 03:00:00-07:00\r\n'
b'2022-10-24T10:15:00Z,,,54.5,1.0,,258.649606299213,45.0,,0.0,,,0.0,0.0,0.0,0.00195475246645716,0.323193906749644,0.323193906749644,,,,72.6,47.1,54.5,,2022-10-24T10:15:00Z,2022-10-24 03:15:00-07:00\r\n'
b'2022-10-24T10:30:00Z,,,53.9,3.0,,264.303149606299,46.0,,0.0,,,0.0,0.0,0.0,0.00220963453396311,0.32344878881715,0.32344878881715,,,,72.6,47.1,53.9,,2022-10-24T10:30:00Z,2022-10-24 03:30:00-07:00\r\n'
b'2022-10-24T10:45:00Z,,,52.6,2.0,,260.062992125984,48.0,,0.0,,,0.0,0.0,0.0,0.00249760014478819,0.323736754427975,0.323736754427975,,,,72.6,47.1,52.6,,2022-10-24T10:45:00Z,2022-10-24 03:45:00-07:00\r\n'
b'2022-10-24T10:46:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.00249760014478819,0.323736754427975,0.323736754427975,,,,72.6,47.1,,,2022-10-24T10:46:00Z,2022-10-24 03:46:00-07:00\r\n'
b'2022-10-24T11:00:00Z,,,53.1,2.0,,268.543307086614,47.0,,0.0,,,0.0,0.0,0.0,0.00249760014478819,0.323736754427975,0.323736754427975,,,,72.6,47.1,53.1,,2022-10-24T11:00:00Z,2022-10-24 04:00:00-07:00\r\n'
b'2022-10-24T11:15:00Z,,,52.6,2.0,,264.303149606299,47.5,,0.0,,,0.0,0.0,0.0,0.0027370086180014,0.323976162901188,0.323976162901188,,,,72.6,47.1,52.6,,2022-10-24T11:15:00Z,2022-10-24 04:15:00-07:00\r\n'
b'2022-10-24T11:30:00Z,,,52.4,1.0,,257.236220472441,46.5,,0.0,,,0.0,0.0,0.0,0.00292505324435846,0.324164207527545,0.324164207527545,,,,72.6,47.1,52.4,,2022-10-24T11:30:00Z,2022-10-24 04:30:00-07:00\r\n'
b'2022-10-24T11:45:00Z,,,50.8,2.0,,254.409448818898,51.0,,0.0,,,0.0,0.0,0.0,0.00310315154509899,0.324342305828285,0.324342305828285,,,,72.6,47.1,50.8,,2022-10-24T11:45:00Z,2022-10-24 04:45:00-07:00\r\n'
b'2022-10-24T12:00:00Z,,,50.5,3.0,,265.716535433071,50.5,,0.0,,,0.0,0.0,0.0,0.00335484213518638,0.324593996418372,0.324593996418372,,,,72.6,47.1,50.5,,2022-10-24T12:00:00Z,2022-10-24 05:00:00-07:00\r\n'
b'2022-10-24T12:15:00Z,,,50.1,2.0,,250.169291338583,51.0,,0.0,,,0.0,0.0,0.0,0.00360450985099854,0.324843664134184,0.324843664134184,,,,72.6,47.1,50.1,,2022-10-24T12:15:00Z,2022-10-24 05:15:00-07:00\r\n'
b'2022-10-24T12:30:00Z,,,51.1,2.0,,251.582677165354,48.5,,0.0,,,0.0,0.0,0.0,0.00382116830712593,0.325060322590311,0.325060322590311,,,,72.6,47.1,51.1,,2022-10-24T12:30:00Z,2022-10-24 05:30:00-07:00\r\n'
b'2022-10-24T12:45:00Z,,,50.5,1.0,,268.543307086614,50.5,,0.0,,,0.0,0.0,0.0,0.00399355984006352,0.325232714123249,0.325232714123249,,,,72.6,47.1,50.5,,2022-10-24T12:45:00Z,2022-10-24 05:45:00-07:00\r\n'
b'2022-10-24T13:00:00Z,,,50.7,0.0,,255.822834645669,49.0,,0.0,,,0.0,0.0,0.0,0.00404358661473858,0.325282740897924,0.325282740897924,,,,72.6,47.1,50.7,,2022-10-24T13:00:00Z,2022-10-24 06:00:00-07:00\r\n'
b'2022-10-24T13:15:00Z,,,48.1,3.0,,260.062992125984,54.5,,0.0,,,0.0,0.0,0.0,0.00420292969790124,0.325442083981087,0.325442083981087,,,,72.6,47.1,48.1,,2022-10-24T13:15:00Z,2022-10-24 06:15:00-07:00\r\n'
b'2022-10-24T13:30:00Z,,,48.8,1.0,,240.275590551181,52.5,,0.0,,,0.0,0.0,0.0,0.0043931704417039,0.32563232472489,0.32563232472489,,,,72.6,47.1,48.8,,2022-10-24T13:30:00Z,2022-10-24 06:30:00-07:00\r\n'
b'2022-10-24T13:31:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.0043931704417039,0.32563232472489,0.32563232472489,,,,72.6,47.1,,,2022-10-24T13:31:00Z,2022-10-24 06:31:00-07:00\r\n'
b'2022-10-24T13:45:00Z,,,47.1,0.0,,240.275590551181,55.5,,0.0,,,0.0,0.0,0.0,0.0043931704417039,0.32563232472489,0.32563232472489,,,,72.6,47.1,47.1,,2022-10-24T13:45:00Z,2022-10-24 06:45:00-07:00\r\n'
b'2022-10-24T14:00:00Z,,,47.1,0.0,,240.275590551181,55.5,,7.0,,,0.0,0.0,0.0,0.0043931704417039,0.32563232472489,0.32563232472489,,,,72.6,47.1,47.1,,2022-10-24T14:00:00Z,2022-10-24 07:00:00-07:00\r\n'
b'2022-10-24T14:15:00Z,,,48.1,0.0,,240.275590551181,53.0,,21.0,,,0.0,0.0,0.0,0.00443421330930885,0.325673367592495,0.325673367592495,,,,72.6,47.1,48.1,,2022-10-24T14:15:00Z,2022-10-24 07:15:00-07:00\r\n'
b'2022-10-24T14:30:00Z,,,48.3,0.0,,240.275590551181,53.0,,63.0,,,0.0,0.0,0.0,0.00461864528056631,0.325857799563752,0.325857799563752,,,,72.6,47.1,48.3,,2022-10-24T14:30:00Z,2022-10-24 07:30:00-07:00\r\n'
b'2022-10-24T14:45:00Z,,,47.6,0.0,,240.275590551181,53.5,,98.0,,,0.0,0.0,0.0,0.00499836150457396,0.32623751578776,0.32623751578776,,,,72.6,47.1,47.6,,2022-10-24T14:45:00Z,2022-10-24 07:45:00-07:00\r\n'
b'2022-10-24T15:00:00Z,,,48.8,0.0,,241.688976377953,58.5,,365.0,,,0.0,0.0,0.0,0.00605309441342263,0.327292248696609,0.327292248696609,,,,72.6,47.1,48.8,,2022-10-24T15:00:00Z,2022-10-24 08:00:00-07:00\r\n'
b'2022-10-24T15:15:00Z,,,50.1,0.0,,241.688976377953,58.0,,583.0,,,0.0,0.0,0.0,0.00801324553167381,0.32925239981486,0.32925239981486,,,,72.6,47.1,50.1,,2022-10-24T15:15:00Z,2022-10-24 08:15:00-07:00\r\n'
b'2022-10-24T15:30:00Z,,,51.5,0.0,,241.688976377953,60.5,,822.0,,,0.0,0.0,0.0,0.0112002319049372,0.332439386188123,0.332439386188123,,,,72.6,47.1,51.5,,2022-10-24T15:30:00Z,2022-10-24 08:30:00-07:00\r\n'
b'2022-10-24T15:45:00Z,,,52.4,1.0,,224.728346456693,51.5,,1033.0,,,0.0,0.0,0.0,0.0157230822795751,0.336962236562761,0.336962236562761,,,,72.6,47.1,52.4,,2022-10-24T15:45:00Z,2022-10-24 08:45:00-07:00\r\n'
b'2022-10-24T16:00:00Z,,,53.7,1.0,,190.807086614173,55.5,,1216.0,,,0.0,0.0,0.0,0.0214765361455017,0.342715690428688,0.342715690428688,,,,72.6,47.1,53.7,,2022-10-24T16:00:00Z,2022-10-24 09:00:00-07:00\r\n'
b'2022-10-24T16:15:00Z,,,56.1,0.0,,115.897637795276,52.0,,1413.0,,,0.0,0.0,0.0,0.0283887627058383,0.349627916989025,0.349627916989025,,,,72.6,47.1,56.1,,2022-10-24T16:15:00Z,2022-10-24 09:15:00-07:00\r\n'
b'2022-10-24T16:16:00Z,,,,,,,,,,,,0.0,0.0,0.0,0.0283887627058383,0.349627916989025,0.349627916989025,,,,72.6,47.1,,,2022-10-24T16:16:00Z,2022-10-24 09:16:00-07:00\r\n'
