b'localtime,baroTrend3Hr,baro,temp,windSpeed,windSpeedAvg10Min,windDirection,humidity,rainRate,solarRadiation,stormRain,currentDateOfStorm,dayRain_c,monthRain_c,yearRain_c,dayET_c,monthET_c,yearET_c,transmitterBattery,consoleBattery,commStatus,dayHigh_c,dayLow_c,dewPoint_c,uvIndex,utcdatetime,localizeddatetime\r\n'
b'2023-01-23T01:00:00Z,,,51.7,5.0,,9.89370078740157,51.5,,98.0,,,0.0,13.01,23.68,0.288804458875524,3.72743497344464,22.8301311660852,,,,58.3,44.3,51.7,,2023-01-23T01:00:00Z,2023-01-22 17:00:00-08:00\r\n'
b'2023-01-23T01:15:00Z,,,50.8,11.0,,250.169291338583,51.5,,35.0,,,0.0,13.01,23.68,0.289249732298027,3.72788024686714,22.8305764395077,,,,58.3,44.3,50.8,,2023-01-23T01:15:00Z,2023-01-22 17:15:00-08:00\r\n'
b'2023-01-23T01:30:00Z,,,50.2,6.0,,48.0551181102362,53.0,,21.0,,,0.0,13.01,23.68,0.289645952004958,3.72827646657407,22.8309726592146,,,,58.3,44.3,50.2,,2023-01-23T01:30:00Z,2023-01-22 17:30:00-08:00\r\n'
b'2023-01-23T01:45:00Z,,,50.0,4.0,,14.1338582677165,52.5,,0.0,,,0.0,13.01,23.68,0.289871360923209,3.72850187549232,22.8311980681328,,,,58.3,44.3,50.0,,2023-01-23T01:45:00Z,2023-01-22 17:45:00-08:00\r\n'
b'2023-01-23T02:00:00Z,,,49.8,3.0,,25.4409448818898,52.5,,0.0,,,0.0,13.01,23.68,0.289983363979496,3.72861387854861,22.8313100711891,,,,58.3,44.3,49.8,,2023-01-23T02:00:00Z,2023-01-22 18:00:00-08:00\r\n'
b'2023-01-23T02:15:00Z,,,49.1,5.0,,315.185039370079,54.0,,0.0,,,0.0,13.01,23.68,0.290124742919969,3.72875525748908,22.8314514501296,,,,58.3,44.3,49.1,,2023-01-23T02:15:00Z,2023-01-22 18:15:00-08:00\r\n'
b'2023-01-23T02:30:00Z,,,49.3,8.0,,323.665354330709,52.5,,0.0,,,0.0,13.01,23.68,0.290394756354997,3.72902527092411,22.8317214635646,,,,58.3,44.3,49.3,,2023-01-23T02:30:00Z,2023-01-22 18:30:00-08:00\r\n'
b'2023-01-23T02:45:00Z,,,49.0,6.0,,343.452755905512,52.0,,0.0,,,0.0,13.01,23.68,0.29069242167444,3.72932293624355,22.832019128884,,,,58.3,44.3,49.0,,2023-01-23T02:45:00Z,2023-01-22 18:45:00-08:00\r\n'
b'2023-01-23T03:00:00Z,,,48.5,8.0,,279.850393700787,54.0,,0.0,,,0.0,13.01,23.68,0.290980269126522,3.72961078369563,22.8323069763361,,,,58.3,44.3,48.5,,2023-01-23T03:00:00Z,2023-01-22 19:00:00-08:00\r\n'
b'2023-01-23T03:15:00Z,,,48.3,4.0,,7.06692913385827,52.0,,0.0,,,0.0,13.01,23.68,0.29122510906858,3.72985562363769,22.8325518162782,,,,58.3,44.3,48.3,,2023-01-23T03:15:00Z,2023-01-22 19:15:00-08:00\r\n'
b'2023-01-23T03:30:00Z,,,48.4,2.0,,349.106299212598,50.5,,0.0,,,0.0,13.01,23.68,0.291299029517003,3.72992954408611,22.8326257367266,,,,58.3,44.3,48.4,,2023-01-23T03:30:00Z,2023-01-22 19:30:00-08:00\r\n'
b'2023-01-23T03:45:00Z,,,48.4,2.0,,19.7874015748031,49.5,,0.0,,,0.0,13.01,23.68,0.291299029517003,3.72992954408611,22.8326257367266,,,,58.3,44.3,48.4,,2023-01-23T03:45:00Z,2023-01-22 19:45:00-08:00\r\n'
b'2023-01-23T04:00:00Z,,,48.3,4.0,,339.212598425197,49.0,,0.0,,,0.0,13.01,23.68,0.291382531138061,3.73001304570717,22.8327092383477,,,,58.3,44.3,48.3,,2023-01-23T04:00:00Z,2023-01-22 20:00:00-08:00\r\n'
b'2023-01-23T04:15:00Z,,,48.3,6.0,,268.543307086614,49.5,,0.0,,,0.0,13.01,23.68,0.291604752287534,3.73023526685664,22.8329314594972,,,,58.3,44.3,48.3,,2023-01-23T04:15:00Z,2023-01-22 20:15:00-08:00\r\n'
b'2023-01-23T04:30:00Z,,,47.9,5.0,,329.318897637795,50.5,,0.0,,,0.0,13.01,23.68,0.291846626857398,3.7304771414265,22.8331733340671,,,,58.3,44.3,47.9,,2023-01-23T04:30:00Z,2023-01-22 20:30:00-08:00\r\n'
b'2023-01-23T04:45:00Z,,,47.6,4.0,,308.11811023622,50.5,,0.0,,,0.0,13.01,23.68,0.292028541170319,3.73065905573942,22.83335524838,,,,58.3,44.3,47.6,,2023-01-23T04:45:00Z,2023-01-22 20:45:00-08:00\r\n'
b'2023-01-23T05:00:00Z,,,47.4,5.0,,340.625984251969,50.5,,0.0,,,0.0,13.01,23.68,0.292209129833064,3.73083964440216,22.8335358370427,,,,58.3,44.3,47.4,,2023-01-23T05:00:00Z,2023-01-22 21:00:00-08:00\r\n'
b'2023-01-23T05:15:00Z,,,47.4,3.0,,18.3740157480315,51.0,,0.0,,,0.0,13.01,23.68,0.29235662370579,3.73098713827489,22.8336833309154,,,,58.3,44.3,47.4,,2023-01-23T05:15:00Z,2023-01-22 21:15:00-08:00\r\n'
b'2023-01-23T05:30:00Z,,,47.9,5.0,,254.409448818898,50.0,,0.0,,,0.0,13.01,23.68,0.292506683220799,3.7311371977899,22.8338333904304,,,,58.3,44.3,47.9,,2023-01-23T05:30:00Z,2023-01-22 21:30:00-08:00\r\n'
b'2023-01-23T05:45:00Z,,,46.8,3.0,,298.224409448819,52.5,,0.0,,,0.0,13.01,23.68,0.292651038889821,3.73128155345892,22.8339777460994,,,,58.3,44.3,46.8,,2023-01-23T05:45:00Z,2023-01-22 21:45:00-08:00\r\n'
b'2023-01-23T06:00:00Z,,,46.6,4.0,,67.8425196850394,54.0,,0.0,,,0.0,13.01,23.68,0.292748434956949,3.73137894952605,22.8340751421665,,,,58.3,44.3,46.6,,2023-01-23T06:00:00Z,2023-01-22 22:00:00-08:00\r\n'
b'2023-01-23T06:15:00Z,,,46.1,5.0,,342.03937007874,55.0,,0.0,,,0.0,13.01,23.68,0.292898305886845,3.73152882045595,22.8342250130964,,,,58.3,44.3,46.1,,2023-01-23T06:15:00Z,2023-01-22 22:15:00-08:00\r\n'
b'2023-01-23T06:30:00Z,,,45.9,3.0,,332.145669291339,55.5,,0.0,,,0.0,13.01,23.68,0.293014247422117,3.73164476199122,22.8343409546317,,,,58.3,44.3,45.9,,2023-01-23T06:30:00Z,2023-01-22 22:30:00-08:00\r\n'
b'2023-01-23T06:45:00Z,,,45.7,3.0,,315.185039370079,56.5,,0.0,,,0.0,13.01,23.68,0.293060382331722,3.73169089690082,22.8343870895413,,,,58.3,44.3,45.7,,2023-01-23T06:45:00Z,2023-01-22 22:45:00-08:00\r\n'
b'2023-01-23T07:00:00Z,,,45.7,3.0,,268.543307086614,57.0,,0.0,,,0.0,13.01,23.68,0.293102897144763,3.73173341171386,22.8344296043543,,,,58.3,44.3,45.7,,2023-01-23T07:00:00Z,2023-01-22 23:00:00-08:00\r\n'
b'2023-01-23T07:15:00Z,,,46.0,3.0,,312.358267716535,56.0,,0.0,,,0.0,13.01,23.68,0.293146822336928,3.73177733690602,22.8344735295465,,,,58.3,44.3,46.0,,2023-01-23T07:15:00Z,2023-01-22 23:15:00-08:00\r\n'
b'2023-01-23T07:30:00Z,,,44.9,5.0,,292.570866141732,58.0,,0.0,,,0.0,13.01,23.68,0.2932509463119,3.73188146088099,22.8345776535215,,,,58.3,44.3,44.9,,2023-01-23T07:30:00Z,2023-01-22 23:30:00-08:00\r\n'
b'2023-01-23T07:45:00Z,,,45.2,5.0,,318.011811023622,58.0,,0.0,,,0.0,13.01,23.68,0.293397137487381,3.73202765205647,22.834723844697,,,,58.3,44.3,45.2,,2023-01-23T07:45:00Z,2023-01-22 23:45:00-08:00\r\n'
b'2023-01-23T08:00:00Z,,,44.6,1.0,,319.425196850394,59.0,,0.0,,,0.0,13.01,23.68,3.3256368047932e-05,3.73206090842452,22.834757101065,,,,56.6,40.3,44.6,,2023-01-23T08:00:00Z,2023-01-23 00:00:00-08:00\r\n'
b'2023-01-23T08:15:00Z,,,44.9,8.0,,298.224409448819,58.0,,0.0,,,0.0,13.01,23.68,0.000152125636962174,3.73217977769343,22.8348759703339,,,,56.6,40.3,44.9,,2023-01-23T08:15:00Z,2023-01-23 00:15:00-08:00\r\n'
b'2023-01-23T08:30:00Z,,,45.4,8.0,,308.11811023622,57.0,,0.0,,,0.0,13.01,23.68,0.00040429556265083,3.73243194761912,22.8351281402596,,,,56.6,40.3,45.4,,2023-01-23T08:30:00Z,2023-01-23 00:30:00-08:00\r\n'
b'2023-01-23T08:45:00Z,,,45.8,12.0,,295.397637795276,55.5,,0.0,,,0.0,13.01,23.68,0.000717243494574814,3.73274489555104,22.8354410881915,,,,56.6,40.3,45.8,,2023-01-23T08:45:00Z,2023-01-23 00:45:00-08:00\r\n'
b'2023-01-23T09:00:00Z,,,46.3,11.0,,284.090551181102,54.5,,0.0,,,0.0,13.01,23.68,0.00107477180640895,3.73310242386287,22.8357986165033,,,,56.6,40.3,46.3,,2023-01-23T09:00:00Z,2023-01-23 01:00:00-08:00\r\n'
b'2023-01-23T09:15:00Z,,,45.4,6.0,,313.771653543307,56.0,,0.0,,,0.0,13.01,23.68,0.00136455961928174,3.73339221167574,22.8360884043162,,,,56.6,40.3,45.4,,2023-01-23T09:15:00Z,2023-01-23 01:15:00-08:00\r\n'
b'2023-01-23T09:30:00Z,,,45.6,12.0,,286.917322834646,55.0,,0.0,,,0.0,13.01,23.68,0.00166132518870395,3.73368897724516,22.8363851698856,,,,56.6,40.3,45.6,,2023-01-23T09:30:00Z,2023-01-23 01:30:00-08:00\r\n'
b'2023-01-23T09:45:00Z,,,46.5,7.0,,286.917322834646,53.0,,0.0,,,0.0,13.01,23.68,0.00208849105844025,3.7341161431149,22.8368123357553,,,,56.6,40.3,46.5,,2023-01-23T09:45:00Z,2023-01-23 01:45:00-08:00\r\n'
b'2023-01-23T10:00:00Z,,,45.7,5.0,,301.051181102362,54.5,,0.0,,,0.0,13.01,23.68,0.00244437730154172,3.734472029358,22.8371682219984,,,,56.6,40.3,45.7,,2023-01-23T10:00:00Z,2023-01-23 02:00:00-08:00\r\n'
b'2023-01-23T10:15:00Z,,,44.7,6.0,,318.011811023622,57.0,,0.0,,,0.0,13.01,23.68,0.00276244463851015,3.73479009669497,22.8374862893354,,,,56.6,40.3,44.7,,2023-01-23T10:15:00Z,2023-01-23 02:15:00-08:00\r\n'
b'2023-01-23T10:30:00Z,,,44.5,5.0,,308.11811023622,57.0,,0.0,,,0.0,13.01,23.68,0.00306616442978368,3.73509381648624,22.8377900091267,,,,56.6,40.3,44.5,,2023-01-23T10:30:00Z,2023-01-23 02:30:00-08:00\r\n'
b'2023-01-23T10:45:00Z,,,44.2,6.0,,325.07874015748,57.0,,0.0,,,0.0,13.01,23.68,0.00336774092206709,3.73539539297852,22.838091585619,,,,56.6,40.3,44.2,,2023-01-23T10:45:00Z,2023-01-23 02:45:00-08:00\r\n'
b'2023-01-23T11:00:00Z,,,44.6,6.0,,295.397637795276,56.0,,0.0,,,0.0,13.01,23.68,0.0036863165079819,3.73571396856443,22.8384101612049,,,,56.6,40.3,44.6,,2023-01-23T11:00:00Z,2023-01-23 03:00:00-08:00\r\n'
b'2023-01-23T11:15:00Z,,,44.3,5.0,,305.291338582677,57.0,,0.0,,,0.0,13.01,23.68,0.00399233973698297,3.73601999179343,22.8387161844339,,,,56.6,40.3,44.3,,2023-01-23T11:15:00Z,2023-01-23 03:15:00-08:00\r\n'
b'2023-01-23T11:30:00Z,,,44.0,6.0,,291.157480314961,57.0,,0.0,,,0.0,13.01,23.68,0.00429220810179442,3.73631986015824,22.8390160527987,,,,56.6,40.3,44.0,,2023-01-23T11:30:00Z,2023-01-23 03:30:00-08:00\r\n'
b'2023-01-23T11:45:00Z,,,44.4,8.0,,295.397637795276,55.0,,0.0,,,0.0,13.01,23.68,0.00463541248569753,3.73666306454214,22.8393592571826,,,,56.6,40.3,44.4,,2023-01-23T11:45:00Z,2023-01-23 03:45:00-08:00\r\n'
b'2023-01-23T12:00:00Z,,,44.6,5.0,,289.744094488189,53.5,,0.0,,,0.0,13.01,23.68,0.00498422156939143,3.73701187362583,22.8397080662663,,,,56.6,40.3,44.6,,2023-01-23T12:00:00Z,2023-01-23 04:00:00-08:00\r\n'
b'2023-01-23T12:15:00Z,,,44.9,10.0,,310.944881889764,51.0,,0.0,,,0.0,13.01,23.68,0.00537425067249633,3.73740190272893,22.8400980953694,,,,56.6,40.3,44.9,,2023-01-23T12:15:00Z,2023-01-23 04:15:00-08:00\r\n'
b'2023-01-23T12:30:00Z,,,45.3,7.0,,282.677165354331,49.5,,0.0,,,0.0,13.01,23.68,0.00580574537204682,3.73783339742848,22.840529590069,,,,56.6,40.3,45.3,,2023-01-23T12:30:00Z,2023-01-23 04:30:00-08:00\r\n'
b'2023-01-23T12:45:00Z,,,45.8,3.0,,340.625984251969,47.0,,0.0,,,0.0,13.01,23.68,0.00616478652412703,3.73819243858056,22.8408886312211,,,,56.6,40.3,45.8,,2023-01-23T12:45:00Z,2023-01-23 04:45:00-08:00\r\n'
b'2023-01-23T13:00:00Z,,,45.9,2.0,,318.011811023622,46.5,,0.0,,,0.0,13.01,23.68,0.00640825589017232,3.73843590794661,22.8411321005871,,,,56.6,40.3,45.9,,2023-01-23T13:00:00Z,2023-01-23 05:00:00-08:00\r\n'
b'2023-01-23T13:15:00Z,,,45.4,5.0,,344.866141732283,46.5,,0.0,,,0.0,13.01,23.68,0.00671252857867716,3.73874018063511,22.8414363732756,,,,56.6,40.3,45.4,,2023-01-23T13:15:00Z,2023-01-23 05:15:00-08:00\r\n'
b'2023-01-23T13:30:00Z,,,45.0,5.0,,316.59842519685,47.5,,0.0,,,0.0,13.01,23.68,0.00707686677153327,3.73910451882797,22.8418007114685,,,,56.6,40.3,45.0,,2023-01-23T13:30:00Z,2023-01-23 05:30:00-08:00\r\n'
b'2023-01-23T13:45:00Z,,,42.1,5.0,,284.090551181102,54.5,,0.0,,,0.0,13.01,23.68,0.00739805315185328,3.73942570520829,22.8421218978488,,,,56.6,40.3,42.1,,2023-01-23T13:45:00Z,2023-01-23 05:45:00-08:00\r\n'
b'2023-01-23T14:00:00Z,,,41.8,4.0,,291.157480314961,55.0,,0.0,,,0.0,13.01,23.68,0.00766587717211704,3.73969352922855,22.8423897218691,,,,56.6,40.3,41.8,,2023-01-23T14:00:00Z,2023-01-23 06:00:00-08:00\r\n'
b'2023-01-23T14:15:00Z,,,42.2,2.0,,326.492125984252,53.5,,0.0,,,0.0,13.01,23.68,0.00787920491845887,3.73990685697489,22.8426030496154,,,,56.6,40.3,42.2,,2023-01-23T14:15:00Z,2023-01-23 06:15:00-08:00\r\n'
b'2023-01-23T14:30:00Z,,,42.5,3.0,,275.610236220472,53.0,,0.0,,,0.0,13.01,23.68,0.00807385352417865,3.74010150558061,22.8427976982211,,,,56.6,40.3,42.5,,2023-01-23T14:30:00Z,2023-01-23 06:30:00-08:00\r\n'
b'2023-01-23T14:45:00Z,,,40.4,3.0,,289.744094488189,57.5,,7.0,,,0.0,13.01,23.68,0.00828494604801947,3.74031259810445,22.8430087907449,,,,56.6,40.3,40.4,,2023-01-23T14:45:00Z,2023-01-23 06:45:00-08:00\r\n'
b'2023-01-23T15:00:00Z,,,41.5,4.0,,286.917322834646,54.0,,14.0,,,0.0,13.01,23.68,0.0086445989868099,3.74067225104324,22.8433684436837,,,,56.6,40.3,41.5,,2023-01-23T15:00:00Z,2023-01-23 07:00:00-08:00\r\n'
b'2023-01-23T15:15:00Z,,,42.7,2.0,,301.051181102362,51.5,,42.0,,,0.0,13.01,23.68,0.00906516952185807,3.74109282157829,22.8437890142187,,,,56.6,40.3,42.7,,2023-01-23T15:15:00Z,2023-01-23 07:15:00-08:00\r\n'
b'2023-01-23T15:30:00Z,,,42.5,2.0,,334.972440944882,52.0,,63.0,,,0.0,13.01,23.68,0.00950871532516287,3.74153636738159,22.844232560022,,,,56.6,40.3,42.5,,2023-01-23T15:30:00Z,2023-01-23 07:30:00-08:00\r\n'
b'2023-01-23T15:45:00Z,,,41.3,0.0,,214.834645669291,56.0,,91.0,,,0.0,13.01,23.68,0.00995070488563186,3.74197835694206,22.8446745495825,,,,56.6,40.3,41.3,,2023-01-23T15:45:00Z,2023-01-23 07:45:00-08:00\r\n'
b'2023-01-23T16:00:00Z,,,42.0,1.0,,200.700787401575,55.0,,583.0,,,0.0,13.01,23.68,0.0111221483178844,3.74314980037431,22.8458459930148,,,,56.6,40.3,42.0,,2023-01-23T16:00:00Z,2023-01-23 08:00:00-08:00\r\n'
b'2023-01-23T16:15:00Z,,,42.3,2.0,,144.165354330709,62.5,,829.0,,,0.0,13.01,23.68,0.0139874176253095,3.74601506968174,22.8487112623222,,,,56.6,40.3,42.3,,2023-01-23T16:15:00Z,2023-01-23 08:15:00-08:00\r\n'
b'2023-01-23T16:30:00Z,,,43.3,1.0,,130.031496062992,60.0,,1033.0,,,0.0,13.01,23.68,0.0179112095921885,3.74993886164862,22.8526350542891,,,,56.6,40.3,43.3,,2023-01-23T16:30:00Z,2023-01-23 08:30:00-08:00\r\n'
b'2023-01-23T16:45:00Z,,,45.1,5.0,,301.051181102362,52.5,,1237.0,,,0.0,13.01,23.68,0.0227232719757613,3.75475092403219,22.8574471166727,,,,56.6,40.3,45.1,,2023-01-23T16:45:00Z,2023-01-23 08:45:00-08:00\r\n'
b'2023-01-23T17:00:00Z,,,45.6,6.0,,301.051181102362,52.5,,1413.0,,,0.0,13.01,23.68,0.0281959516944132,3.76022360375084,22.8629197963913,,,,56.6,40.3,45.6,,2023-01-23T17:00:00Z,2023-01-23 09:00:00-08:00\r\n'
b'2023-01-23T17:15:00Z,,,46.1,6.0,,306.704724409449,52.0,,1589.0,,,0.0,13.01,23.68,0.0343722518241817,3.76639990388061,22.8690960965211,,,,56.6,40.3,46.1,,2023-01-23T17:15:00Z,2023-01-23 09:15:00-08:00\r\n'
b'2023-01-23T17:30:00Z,,,45.9,5.0,,302.464566929134,53.5,,1743.0,,,0.0,13.01,23.68,0.0413027459406691,3.7733303979971,22.8760265906376,,,,56.6,40.3,45.9,,2023-01-23T17:30:00Z,2023-01-23 09:30:00-08:00\r\n'
b'2023-01-23T17:45:00Z,,,47.5,1.0,,286.917322834646,53.5,,1905.0,,,0.0,13.01,23.68,0.0495154623760704,3.7815431144325,22.884239307073,,,,56.6,40.3,47.5,,2023-01-23T17:45:00Z,2023-01-23 09:45:00-08:00\r\n'
b'2023-01-23T18:00:00Z,,,47.9,0.0,,309.531496062992,53.0,,2032.0,,,0.0,13.01,23.68,0.0590171880399648,3.79104484009639,22.8937410327369,,,,56.6,40.3,47.9,,2023-01-23T18:00:00Z,2023-01-23 10:00:00-08:00\r\n'
b'2023-01-23T18:15:00Z,,,49.4,3.0,,7.06692913385827,50.5,,2158.0,,,0.0,13.01,23.68,0.0692763177917276,3.80130396984815,22.9040001624887,,,,56.6,40.3,49.4,,2023-01-23T18:15:00Z,2023-01-23 10:15:00-08:00\r\n'
b'2023-01-23T18:30:00Z,,,49.4,2.0,,288.330708661417,52.5,,2278.0,,,0.0,13.01,23.68,0.0799548646181203,3.81198251667454,22.9146787093151,,,,56.6,40.3,49.4,,2023-01-23T18:30:00Z,2023-01-23 10:30:00-08:00\r\n'
b'2023-01-23T18:45:00Z,,,49.0,8.0,,301.051181102362,52.5,,2362.0,,,0.0,13.01,23.68,0.090306212119679,3.8223338641761,22.9250300568167,,,,56.6,40.3,49.0,,2023-01-23T18:45:00Z,2023-01-23 10:45:00-08:00\r\n'
b'2023-01-23T19:00:00Z,,,49.7,3.0,,293.984251968504,51.0,,2446.0,,,0.0,13.01,23.68,0.100920606721324,3.83294825877775,22.9356444514183,,,,56.6,40.3,49.7,,2023-01-23T19:00:00Z,2023-01-23 11:00:00-08:00\r\n'
b'2023-01-23T19:15:00Z,,,50.7,4.0,,292.570866141732,52.0,,2503.0,,,0.0,13.01,23.68,0.112658496081279,3.8446861481377,22.9473823407783,,,,56.6,40.3,50.7,,2023-01-23T19:15:00Z,2023-01-23 11:15:00-08:00\r\n'
b'2023-01-23T19:30:00Z,,,50.1,3.0,,260.062992125984,49.5,,2552.0,,,0.0,13.01,23.68,0.124695958012148,3.85672361006857,22.9594198027092,,,,56.6,40.3,50.1,,2023-01-23T19:30:00Z,2023-01-23 11:30:00-08:00\r\n'
b'2023-01-23T19:45:00Z,,,51.6,6.0,,285.503937007874,50.0,,2587.0,,,0.0,13.01,23.68,0.136691900077072,3.86871955213349,22.9714157447741,,,,56.6,40.3,51.6,,2023-01-23T19:45:00Z,2023-01-23 11:45:00-08:00\r\n'
b'2023-01-23T20:00:00Z,,,52.5,6.0,,278.437007874016,48.5,,2615.0,,,0.0,13.01,23.68,0.148623303440419,3.88065095549684,22.9833471481374,,,,56.6,40.3,52.5,,2023-01-23T20:00:00Z,2023-01-23 12:00:00-08:00\r\n'
b'2023-01-23T20:15:00Z,,,52.6,7.0,,267.129921259843,48.0,,2615.0,,,0.0,13.01,23.68,0.160592849189752,3.89262050124617,22.9953166938867,,,,56.6,40.3,52.6,,2023-01-23T20:15:00Z,2023-01-23 12:15:00-08:00\r\n'
b'2023-01-23T20:30:00Z,,,53.3,6.0,,286.917322834646,47.0,,2601.0,,,0.0,13.01,23.68,0.172629345619504,3.90465699767592,23.0073531903165,,,,56.6,40.3,53.3,,2023-01-23T20:30:00Z,2023-01-23 12:30:00-08:00\r\n'
b'2023-01-23T20:45:00Z,,,53.3,7.0,,281.263779527559,46.0,,2566.0,,,0.0,13.01,23.68,0.18464627189626,3.91667392395268,23.0193701165933,,,,56.6,40.3,53.3,,2023-01-23T20:45:00Z,2023-01-23 12:45:00-08:00\r\n'
b'2023-01-23T21:00:00Z,,,54.2,6.0,,279.850393700787,45.5,,2524.0,,,0.0,13.01,23.68,0.196596937571766,3.92862458962819,23.0313207822688,,,,56.6,40.3,54.2,,2023-01-23T21:00:00Z,2023-01-23 13:00:00-08:00\r\n'
b'2023-01-23T21:15:00Z,,,53.9,8.0,,288.330708661417,46.5,,2453.0,,,0.0,13.01,23.68,0.208221864294399,3.94024951635082,23.0429457089914,,,,56.6,40.3,53.9,,2023-01-23T21:15:00Z,2023-01-23 13:15:00-08:00\r\n'
b'2023-01-23T21:30:00Z,,,55.1,4.0,,339.212598425197,45.5,,2383.0,,,0.0,13.01,23.68,0.219873547906474,3.9519011999629,23.0545973926035,,,,56.6,40.3,55.1,,2023-01-23T21:30:00Z,2023-01-23 13:30:00-08:00\r\n'
b'2023-01-23T21:45:00Z,,,55.7,2.0,,288.330708661417,43.0,,2278.0,,,0.0,13.01,23.68,0.232116321577092,3.96414397363352,23.0668401662741,,,,56.6,40.3,55.7,,2023-01-23T21:45:00Z,2023-01-23 13:45:00-08:00\r\n'
b'2023-01-23T22:00:00Z,,,55.5,5.0,,281.263779527559,42.0,,2172.0,,,0.0,13.01,23.68,0.243714183393846,3.97574183545027,23.0784380280909,,,,56.6,40.3,55.5,,2023-01-23T22:00:00Z,2023-01-23 14:00:00-08:00\r\n'
b'2023-01-23T22:15:00Z,,,55.9,1.0,,33.9212598425197,42.5,,2046.0,,,0.0,13.01,23.68,0.254847648136443,3.98687530019287,23.0895714928335,,,,56.6,40.3,55.9,,2023-01-23T22:15:00Z,2023-01-23 14:15:00-08:00\r\n'
b'2023-01-23T22:30:00Z,,,56.5,2.0,,42.4015748031496,42.0,,1926.0,,,0.0,13.01,23.68,0.265756287608132,3.99778393966456,23.1004801323052,,,,56.6,40.3,56.5,,2023-01-23T22:30:00Z,2023-01-23 14:30:00-08:00\r\n'
b'2023-01-23T22:45:00Z,,,56.2,0.0,,318.011811023622,39.0,,1778.0,,,0.0,13.01,23.68,0.275985995392838,4.00801364744927,23.1107098400899,,,,56.6,40.3,56.2,,2023-01-23T22:45:00Z,2023-01-23 14:45:00-08:00\r\n'
b'2023-01-23T23:00:00Z,,,56.6,1.0,,104.590551181102,43.5,,1617.0,,,0.0,13.01,23.68,0.285233709396817,4.01726136145325,23.1199575540939,,,,56.6,40.3,56.6,,2023-01-23T23:00:00Z,2023-01-23 15:00:00-08:00\r\n'
b'2023-01-23T23:15:00Z,,,56.3,1.0,,49.4685039370079,43.0,,1434.0,,,0.0,13.01,23.68,0.293591767823096,4.02561941987953,23.1283156125202,,,,56.6,40.3,56.3,,2023-01-23T23:15:00Z,2023-01-23 15:15:00-08:00\r\n'
b'2023-01-23T23:30:00Z,,,56.1,3.0,,24.0275590551181,44.5,,1251.0,,,0.0,13.01,23.68,0.300795945133394,4.03282359718983,23.1355197898305,,,,56.6,40.3,56.1,,2023-01-23T23:30:00Z,2023-01-23 15:30:00-08:00\r\n'
b'2023-01-23T23:45:00Z,,,56.1,4.0,,281.263779527559,43.5,,1061.0,,,0.0,13.01,23.68,0.306864225490713,4.03889187754715,23.1415880701878,,,,56.6,40.3,56.1,,2023-01-23T23:45:00Z,2023-01-23 15:45:00-08:00\r\n'
b'2023-01-24T00:00:00Z,,,54.9,2.0,,244.515748031496,45.5,,119.0,,,0.0,13.01,23.68,0.309903300085241,4.04193095214168,23.1446271447823,,,,56.6,40.3,54.9,,2023-01-24T00:00:00Z,2023-01-23 16:00:00-08:00\r\n'
b'2023-01-24T00:15:00Z,,,53.3,4.0,,227.555118110236,51.0,,105.0,,,0.0,13.01,23.68,0.310374895223457,4.0424025472799,23.1450987399205,,,,56.6,40.3,53.3,,2023-01-24T00:15:00Z,2023-01-23 16:15:00-08:00\r\n'
b'2023-01-24T00:30:00Z,,,52.5,4.0,,279.850393700787,54.5,,91.0,,,0.0,13.01,23.68,0.310717857113938,4.04274550917038,23.145441701811,,,,56.6,40.3,52.5,,2023-01-24T00:30:00Z,2023-01-23 16:30:00-08:00\r\n'
b'2023-01-24T00:45:00Z,,,50.1,3.0,,282.677165354331,58.0,,77.0,,,0.0,13.01,23.68,0.310973003910138,4.04300065596658,23.1456968486072,,,,56.6,40.3,50.1,,2023-01-24T00:45:00Z,2023-01-23 16:45:00-08:00\r\n'
b'2023-01-24T01:00:00Z,,,48.9,1.0,,282.677165354331,59.5,,56.0,,,0.0,13.01,23.68,0.311073005842877,4.04310065789932,23.1457968505399,,,,56.6,40.3,48.9,,2023-01-24T01:00:00Z,2023-01-23 17:00:00-08:00\r\n'
b'2023-01-24T01:15:00Z,,,47.0,3.0,,251.582677165354,62.5,,35.0,,,0.0,13.01,23.68,0.311116079334877,4.04314373139132,23.1458399240319,,,,56.6,40.3,47.0,,2023-01-24T01:15:00Z,2023-01-23 17:15:00-08:00\r\n'
b'2023-01-24T01:30:00Z,,,47.5,3.0,,272.783464566929,62.5,,14.0,,,0.0,13.01,23.68,0.31117927476672,4.04320692682316,23.1459031194637,,,,56.6,40.3,47.5,,2023-01-24T01:30:00Z,2023-01-23 17:30:00-08:00\r\n'
b'2023-01-24T01:45:00Z,,,46.6,2.0,,279.850393700787,64.0,,0.0,,,0.0,13.01,23.68,0.31117927476672,4.04320692682316,23.1459031194637,,,,56.6,40.3,46.6,,2023-01-24T01:45:00Z,2023-01-23 17:45:00-08:00\r\n'
b'2023-01-24T02:00:00Z,,,46.7,1.0,,244.515748031496,63.0,,0.0,,,0.0,13.01,23.68,0.31117927476672,4.04320692682316,23.1459031194637,,,,56.6,40.3,46.7,,2023-01-24T02:00:00Z,2023-01-23 18:00:00-08:00\r\n'
