localizeddatetime\r\n',temp,windSpeed,windDirection,humidity,dayRain_c,dayET_c
2025-09-12 00:45:00\r\n',58.2,7,336.3858268,93.5,0,0.001048231
2025-09-12 01:00:00\r\n',58.1,12,299.6377953,93.5,0,0.00112775
2025-09-12 01:15:00\r\n',57.9,7,316.5984252,93.5,0,0.001206944
2025-09-12 01:30:00\r\n',57.7,11,7.066929134,94,0,0.001280492
2025-09-12 01:45:00\r\n',57.7,4,286.9173228,94,0,0.001344209
2025-09-12 02:00:00\r\n',57.7,5,305.2913386,94.5,0,0.001387314
2025-09-12 02:15:00\r\n',57.5,6,325.0787402,94.5,0,0.001434673
2025-09-12 02:30:00\r\n',57.5,2,346.2795276,94.5,0,0.001471521
2025-09-12 02:45:00\r\n',57.3,0,254.4094488,94.5,0,0.001474382
2025-09-12 03:00:00\r\n',57.2,0,4.24015748,94.5,0,0.001474382
2025-09-12 03:15:00\r\n',57.3,2,254.4094488,95,0,0.001476494
2025-09-12 03:30:00\r\n',57.5,0,327.9055118,95,0,0.00147792
2025-09-12 03:45:00\r\n',57.4,5,312.3582677,95,0,0.001497672
2025-09-12 04:00:00\r\n',57.4,4,332.1456693,95,0,0.001533718
2025-09-12 04:15:00\r\n',57.6,9,316.5984252,95,0,0.001581031
2025-09-12 04:30:00\r\n',57.5,7,50.88188976,95.5,0,0.001631703
2025-09-12 04:45:00\r\n',57.4,8,289.7440945,95.5,0,0.001677454
2025-09-12 05:00:00\r\n',57.1,6,343.4527559,95.5,0,0.001721058
2025-09-12 05:15:00\r\n',56.9,6,329.3188976,95.5,0,0.001760132
2025-09-12 05:30:00\r\n',56.9,9,305.2913386,96,0,0.001802313
2025-09-12 05:45:00\r\n',57,5,7.066929134,96,0,0.001839966
2025-09-12 06:00:00\r\n',57,7,308.1181102,96,0,0.001873845
2025-09-12 06:15:00\r\n',56.9,9,319.4251969,96,0,0.001914776
2025-09-12 06:30:00\r\n',56.9,5,342.0393701,96,0,0.001952377
2025-09-12 06:45:00\r\n',57.1,8,332.1456693,96,0,0.002034962
2025-09-12 07:00:00\r\n',57.1,5,327.9055118,96,0,0.002185441
2025-09-12 07:15:00\r\n',57,8,248.7559055,96,0,0.002420352
2025-09-12 07:30:00\r\n',57.1,6,319.4251969,96.5,0,0.002768715
2025-09-12 07:45:00\r\n',57.3,6,312.3582677,96.5,0,0.003321795
2025-09-12 08:00:00\r\n',57.3,11,312.3582677,96.5,0,0.004031673
2025-09-12 08:15:00\r\n',57.4,10,319.4251969,96.5,0,0.004916265
2025-09-12 08:30:00\r\n',57.6,6,36.7480315,96.5,0,0.006166985
2025-09-12 08:45:00\r\n',57.6,7,316.5984252,96.5,0,0.007550289
2025-09-12 09:00:00\r\n',58,8,334.9724409,96,0,0.008945383
2025-09-12 09:15:00\r\n',58.7,6,350.519685,96,0,0.010799849
2025-09-12 09:30:00\r\n',59.5,6,326.492126,93.5,0,0.012956685
2025-09-12 09:45:00\r\n',60.3,7,9.893700787,90,0,0.015270157
2025-09-12 10:00:00\r\n',60.9,4,340.6259843,89,0,0.018619802
2025-09-12 10:15:00\r\n',62.1,7,329.3188976,86.5,0,0.023434607
2025-09-12 10:30:00\r\n',64,5,325.0787402,82.5,0,0.030087017
2025-09-12 10:45:00\r\n',65.6,5,254.4094488,78.5,0,0.044164936
2025-09-12 11:00:00\r\n',68.3,8,310.9448819,73,0,0.0630864
2025-09-12 11:15:00\r\n',69.1,5,313.7716535,72,0,0.081457834
2025-09-12 11:30:00\r\n',70.4,8,325.0787402,69,0,0.100287797
2025-09-12 11:45:00\r\n',70.5,11,275.6102362,67,0,0.118653773
2025-09-12 12:00:00\r\n',71.2,8,305.2913386,66,0,0.137626699
2025-09-12 12:15:00\r\n',72.1,9,323.6653543,64,0,0.157646976
2025-09-12 12:30:00\r\n',73.5,10,282.6771654,62,0,0.177967365
2025-09-12 12:45:00\r\n',73.3,12,295.3976378,62,0,0.198167329
2025-09-12 13:00:00\r\n',73.8,6,310.9448819,61,0,0.219192929
2025-09-12 13:15:00\r\n',73.7,6,336.3858268,61.5,0,0.241355687
2025-09-12 13:30:00\r\n',73.8,8,337.7992126,61.5,0,0.262919339
2025-09-12 13:45:00\r\n',73.4,6,4.24015748,61.5,0,0.284168628
2025-09-12 14:30:00\r\n',72.8,11,306.7047244,63,0,0.343111049
2025-09-12 14:45:00\r\n',73.2,8,302.4645669,62,0,0.361381974
2025-09-12 15:00:00\r\n',72.7,7,7.066929134,62.5,0,0.379552886
2025-09-12 15:45:00\r\n',69.4,10,42.4015748,69,0,0.426560927
2025-09-12 16:00:00\r\n',67.1,9,343.4527559,73,0,0.439524066
2025-09-12 16:15:00\r\n',65.6,5,316.5984252,76.5,0,0.451779212
2025-09-12 16:30:00\r\n',64.6,12,333.5590551,79,0,0.463639928
2025-09-12 16:45:00\r\n',63,8,316.5984252,81.5,0,0.471713666
2025-09-12 17:00:00\r\n',61.9,5,329.3188976,85,0,0.475420219
2025-09-12 17:15:00\r\n',60.8,7,301.0511811,88,0,0.478174471
2025-09-12 17:30:00\r\n',60,3,301.0511811,90,0,0.480260693
2025-09-12 17:45:00\r\n',59.3,5,7.066929134,91,0,0.481474236
2025-09-12 18:00:00\r\n',59,5,332.1456693,92,0,0.482190707
2025-09-12 18:15:00\r\n',58.7,18,346.2795276,93,0,0.482749413
2025-09-12 18:30:00\r\n',58.5,7,299.6377953,93.5,0,0.483228426
2025-09-12 18:45:00\r\n',58.3,11,326.492126,93.5,0,0.483575279
2025-09-12 19:00:00\r\n',57.9,11,323.6653543,93.5,0,0.48364017
2025-09-12 19:15:00\r\n',57.6,7,4.24015748,93.5,0,0.48364017
2025-09-12 19:30:00\r\n',57.5,5,254.4094488,93.5,0,0.48364017
2025-09-12 19:45:00\r\n',57.3,12,288.3307087,94,0,0.48364017
2025-09-12 19:46:00\r\n',,,,,0,0.48364017
2025-09-12 20:00:00\r\n',57.3,5,286.9173228,94,0,0.48364017
2025-09-12 20:15:00\r\n',57.4,11,309.5314961,94,0,0.48364017
2025-09-12 20:30:00\r\n',57.5,10,313.7716535,94.5,0,0.483654198
2025-09-12 20:45:00\r\n',57.7,10,320.8385827,94.5,0,0.483661809
2025-09-12 21:00:00\r\n',57.7,9,312.3582677,94.5,0,0.483666
2025-09-12 21:15:00\r\n',57.7,3,334.9724409,94.5,0,0.483666
2025-09-12 21:30:00\r\n',57.5,5,306.7047244,94.5,0,0.483666
2025-09-12 21:45:00\r\n',57.4,11,337.7992126,95,0,0.483666
2025-09-12 22:00:00\r\n',57.3,5,4.24015748,95,0,0.483666
2025-09-12 22:15:00\r\n',57.1,9,318.011811,95,0,0.483666
2025-09-12 22:30:00\r\n',56.9,7,254.4094488,95,0,0.483666
2025-09-12 22:45:00\r\n',56.9,8,315.1850394,95.5,0,0.483666
2025-09-12 23:00:00\r\n',56.8,8,315.1850394,95.5,0,0.483666
2025-09-12 23:15:00\r\n',56.8,10,316.5984252,95.5,0,0.483666
2025-09-12 23:30:00\r\n',56.7,6,12.72047244,95.5,0,0.483666
2025-09-12 23:45:00\r\n',56.7,10,339.2125984,96,0,0.483666
2025-09-13 00:00:00\r\n',56.6,9,319.4251969,96,0,0
2025-09-13 00:15:00\r\n',56.7,12,350.519685,96,0,0
2025-09-13 00:30:00\r\n',56.7,8,319.4251969,96,0,0
2025-09-13 00:45:00\r\n',56.8,9,320.8385827,96,0,0
2025-09-13 01:00:00\r\n',56.7,9,254.4094488,96,0,4.35E-05
2025-09-13 01:15:00\r\n',56.6,8,299.6377953,96,0,8.56E-05
2025-09-13 01:30:00\r\n',56.6,5,343.4527559,96,0,0.00012104
2025-09-13 01:45:00\r\n',56.5,1,346.2795276,96,0,0.000138139
2025-09-13 02:00:00\r\n',56.4,7,339.2125984,96,0,0.000161716
2025-09-13 02:15:00\r\n',56.3,3,15.54724409,96,0,0.000190554
2025-09-13 02:30:00\r\n',56.2,3,340.6259843,96,0,0.000207502
2025-09-13 02:45:00\r\n',56.2,2,308.1181102,96,0,0.000220606
2025-09-13 03:00:00\r\n',56.1,0,344.8661417,96.5,0,0.000220606
2025-09-13 03:15:00\r\n',56.2,8,319.4251969,96,0,0.000241954
2025-09-13 03:30:00\r\n',56.1,4,315.1850394,96,0,0.000275045
2025-09-13 03:45:00\r\n',56,7,322.2519685,96.5,0,0.000303513
2025-09-13 04:00:00\r\n',56,1,4.24015748,96.5,0,0.000322744
2025-09-13 04:15:00\r\n',56,4,343.4527559,96,0,0.000334279
2025-09-13 04:30:00\r\n',56,2,250.1692913,96,0,0.000351103
2025-09-13 04:45:00\r\n',56,2,291.1574803,96,0,0.000359842
2025-09-13 05:00:00\r\n',55.9,0,312.3582677,96,0,0.000359842
2025-09-13 05:15:00\r\n',55.2,0,293.984252,95.5,0,0.000359842
2025-09-13 05:30:00\r\n',54.9,0,296.8110236,95.5,0,0.000359842
2025-09-13 05:45:00\r\n',54.6,0,148.4055118,96,0,0.000359842
2025-09-13 06:00:00\r\n',54.6,0,135.6850394,96,0,0.000359842
2025-09-13 06:15:00\r\n',55,0,48.05511811,96.5,0,0.000359842
2025-09-13 06:30:00\r\n',55.2,0,48.05511811,96.5,0,0.000359842
2025-09-13 06:45:00\r\n',55.1,0,48.05511811,96.5,0,0.000373139
2025-09-13 07:00:00\r\n',55.3,0,313.7716535,96.5,0,0.000546424
2025-09-13 07:15:00\r\n',55.2,0,323.6653543,96.5,0,0.001039998
2025-09-13 07:30:00\r\n',55.5,0,40.98818898,96.5,0,0.002178341
2025-09-13 07:45:00\r\n',55.9,0,8.480314961,96.5,0,0.003804796
2025-09-13 08:00:00\r\n',56.2,2,340.6259843,96.5,0,0.005576414
2025-09-13 08:15:00\r\n',56.9,5,9.893700787,96.5,0,0.007626219
2025-09-13 08:30:00\r\n',59.3,6,339.2125984,91.5,0,0.011206008
2025-09-13 08:45:00\r\n',60.5,7,4.24015748,89,0,0.016442959
2025-09-13 09:00:00\r\n',60.9,4,254.4094488,86.5,0,0.022369984
2025-09-13 09:15:00\r\n',62.4,7,4.24015748,84,0,0.029474401
2025-09-13 09:30:00\r\n',64.5,3,308.1181102,80,0,0.0385763
2025-09-13 09:45:00\r\n',63.6,6,14.13385827,80.5,0,0.050062941
2025-09-13 10:00:00\r\n',63.8,2,4.24015748,80,0,0.063488618
2025-09-13 10:15:00\r\n',65,5,11.30708661,78.5,0,0.078231407
2025-09-13 10:30:00\r\n',65,3,332.1456693,77.5,0,0.093902348
2025-09-13 10:45:00\r\n',65.8,8,332.1456693,77,0,0.109914662
2025-09-13 11:00:00\r\n',67.8,5,333.5590551,72.5,0,0.12662853
2025-09-13 11:15:00\r\n',67.1,8,254.4094488,73,0,0.144266489
2025-09-13 11:30:00\r\n',68.5,5,344.8661417,70.5,0,0.162685223
2025-09-13 11:45:00\r\n',67.8,5,346.2795276,71,0,0.182430082
2025-09-13 12:00:00\r\n',66.8,6,7.066929134,72.5,0,0.202123461
2025-09-13 12:15:00\r\n',69,8,334.9724409,68,0,0.221653653
2025-09-13 12:30:00\r\n',69.2,9,333.5590551,68,0,0.241194642
2025-09-13 12:45:00\r\n',68.4,10,312.3582677,69,0,0.260402133
2025-09-13 13:00:00\r\n',66.6,7,285.503937,72.5,0,0.279658857
2025-09-13 13:15:00\r\n',66.6,6,340.6259843,73,0,0.299460775
2025-09-13 13:30:00\r\n',66.4,13,315.1850394,73.5,0,0.317699256
2025-09-13 13:45:00\r\n',66.6,14,310.9448819,73,0,0.335846235
2025-09-13 14:00:00\r\n',66.5,9,316.5984252,73.5,0,0.353990219
2025-09-13 14:15:00\r\n',66.4,7,309.5314961,73.5,0,0.369231373
2025-09-13 14:30:00\r\n',66.2,7,319.4251969,74,0,0.38550577
2025-09-13 14:45:00\r\n',65,3,342.0393701,75,0,0.405237342
2025-09-13 15:00:00\r\n',65.1,7,291.1574803,75,0,0.422988574
2025-09-13 15:15:00\r\n',66.2,6,323.6653543,73,0,0.438497262
2025-09-13 15:30:00\r\n',65.9,8,319.4251969,73.5,0,0.45302905
2025-09-13 15:45:00\r\n',66,7,322.2519685,72.5,0,0.466383601
2025-09-13 16:00:00\r\n',65.6,8,312.3582677,74,0,0.479308981
2025-09-13 16:15:00\r\n',64.3,5,340.6259843,76,0,0.491308938
2025-09-13 16:30:00\r\n',62.5,8,254.4094488,79.5,0,0.502538304
2025-09-13 16:45:00\r\n',62.6,5,299.6377953,80,0,0.511830285
2025-09-13 17:00:00\r\n',61.7,6,275.6102362,82.5,0,0.518438194
2025-09-13 17:15:00\r\n',61,4,340.6259843,84,0,0.522783888
2025-09-13 17:30:00\r\n',60.5,6,330.7322835,85.5,0,0.52571003
2025-09-13 17:45:00\r\n',60.3,7,340.6259843,86.5,0,0.528173667
2025-09-13 18:00:00\r\n',59.8,6,347.6929134,87,0,0.530057154
2025-09-13 18:15:00\r\n',59.4,4,11.30708661,88,0,0.531427571
2025-09-13 18:30:00\r\n',59.1,3,25.44094488,88.5,0,0.532366211
2025-09-13 18:45:00\r\n',58.8,3,319.4251969,89,0,0.532918253
2025-09-13 19:00:00\r\n',58.7,5,289.7440945,89,0,0.53306533
2025-09-13 19:15:00\r\n',58.4,4,7.066929134,89.5,0,0.53306533
2025-09-13 19:30:00\r\n',58.3,6,330.7322835,90,0,0.53306533
2025-09-13 19:45:00\r\n',58.2,2,349.1062992,90.5,0,0.53306533
2025-09-13 20:00:00\r\n',58.2,5,339.2125984,90.5,0,0.53306533
2025-09-13 20:15:00\r\n',58,6,36.7480315,91,0,0.53306533
2025-09-13 20:30:00\r\n',57.9,4,313.7716535,91.5,0,0.53306533
2025-09-13 20:45:00\r\n',57.8,6,309.5314961,91.5,0,0.53306533
2025-09-13 21:00:00\r\n',57.6,6,293.984252,92,0,0.53306533
2025-09-13 21:15:00\r\n',57.5,6,308.1181102,92,0,0.53306533
2025-09-13 21:30:00\r\n',57.3,6,346.2795276,92.5,0,0.53306533
2025-09-13 21:45:00\r\n',57.1,7,320.8385827,93,0,0.53306533
2025-09-13 22:00:00\r\n',56.9,6,347.6929134,93.5,0,0.53306533
2025-09-13 22:15:00\r\n',56.8,7,347.6929134,94,0,0.53306533
2025-09-13 22:30:00\r\n',56.8,9,326.492126,94,0,0.53306533
2025-09-13 22:45:00\r\n',56.9,8,342.0393701,94,0,0.53306533
2025-09-13 23:00:00\r\n',56.9,9,318.011811,94.5,0,0.53306533
2025-09-13 23:15:00\r\n',56.9,10,316.5984252,94.5,0,0.53306533
2025-09-13 23:30:00\r\n',56.8,8,336.3858268,94,0,0.53306533
2025-09-13 23:45:00\r\n',56.6,7,330.7322835,94,0,0.53306533
2025-09-14 00:00:00\r\n',56.4,7,332.1456693,94,0,0
2025-09-14 00:15:00\r\n',56.5,1,344.8661417,93.5,0,0
2025-09-14 00:30:00\r\n',56.8,4,21.2007874,92.5,0,0
2025-09-14 00:45:00\r\n',56.8,3,24.02755906,93,0,0
2025-09-14 01:00:00\r\n',56.6,0,330.7322835,93,0,1.63E-05
2025-09-14 01:15:00\r\n',55.6,0,168.1929134,93,0,1.63E-05
2025-09-14 01:30:00\r\n',55.2,0,151.2322835,93.5,0,1.63E-05
2025-09-14 01:45:00\r\n',55,0,148.4055118,95,0,1.63E-05
2025-09-14 02:00:00\r\n',55.4,0,134.2716535,95.5,0,1.63E-05
2025-09-14 02:15:00\r\n',55.6,0,134.2716535,95.5,0,1.63E-05
2025-09-14 02:30:00\r\n',55.5,0,134.2716535,95.5,0,1.63E-05
2025-09-14 02:45:00\r\n',55.2,0,142.7519685,95.5,0,1.63E-05
2025-09-14 03:00:00\r\n',55,0,182.3267717,96,0,1.63E-05
2025-09-14 03:15:00\r\n',54.6,0,185.1535433,96,0,1.63E-05
2025-09-14 03:30:00\r\n',54.3,0,185.1535433,96,0,1.63E-05
2025-09-14 03:45:00\r\n',54.3,0,189.3937008,96,0,1.63E-05
2025-09-14 04:00:00\r\n',54.8,0,187.980315,96,0,1.63E-05
2025-09-14 04:15:00\r\n',54.8,0,187.980315,96,0,1.63E-05
2025-09-14 04:30:00\r\n',54.8,0,187.980315,96,0,1.63E-05
2025-09-14 04:45:00\r\n',55.8,0,193.6338583,96,0,1.63E-05
2025-09-14 05:00:00\r\n',54.7,0,193.6338583,95,0,1.63E-05
2025-09-14 05:15:00\r\n',54.2,0,193.6338583,95.5,0,1.63E-05
2025-09-14 05:30:00\r\n',54.4,0,182.3267717,95.5,0,1.63E-05
2025-09-14 05:45:00\r\n',54.9,0,182.3267717,94,0,1.63E-05
2025-09-14 06:00:00\r\n',54.4,0,182.3267717,94.5,0,1.63E-05
2025-09-14 06:15:00\r\n',54.3,0,182.3267717,95,0,1.63E-05
2025-09-14 06:30:00\r\n',54.4,0,237.4488189,95,0,1.63E-05
2025-09-14 06:45:00\r\n',54.3,0,237.4488189,95,0,6.85E-05
2025-09-14 07:00:00\r\n',54,0,313.7716535,95,0,0.000278221
2025-09-14 07:15:00\r\n',53.9,0,313.7716535,95.5,0,0.001017773
2025-09-14 07:30:00\r\n',55.4,0,313.7716535,96,0,0.002675222
2025-09-14 07:45:00\r\n',55.8,0,319.4251969,95.5,0,0.005151074
2025-09-14 08:00:00\r\n',54.8,0,319.4251969,95,0,0.007869274
2025-09-14 08:15:00\r\n',55.3,0,16.96062992,96,0,0.011071108
2025-09-14 08:30:00\r\n',55.4,0,16.96062992,96,0,0.014238629
2025-09-14 08:45:00\r\n',56.3,0,4.24015748,96.5,0,0.017700577
2025-09-14 09:00:00\r\n',57.8,0,12.72047244,96,0,0.02334619
2025-09-14 09:15:00\r\n',61.5,0,349.1062992,89,0,0.031064692
2025-09-14 09:30:00\r\n',64.3,1,7.066929134,81,0,0.041155299
2025-09-14 09:45:00\r\n',66.4,2,21.2007874,75.5,0,0.054003668
2025-09-14 10:00:00\r\n',68.6,1,333.5590551,70,0,0.069001565
2025-09-14 10:15:00\r\n',71.2,4,336.3858268,62,0,0.085246476
2025-09-14 10:30:00\r\n',72,5,4.24015748,60,0,0.102271048
2025-09-14 10:45:00\r\n',72.8,2,4.24015748,59.5,0,0.120797564
2025-09-14 11:00:00\r\n',74.1,3,337.7992126,57.5,0,0.140828611
2025-09-14 11:15:00\r\n',75.1,3,25.44094488,56,0,0.161701657
2025-09-14 11:30:00\r\n',76.9,4,7.066929134,54,0,0.183415443
2025-09-14 11:45:00\r\n',76.8,4,9.893700787,54.5,0,0.205754225
2025-09-14 12:00:00\r\n',78.6,7,4.24015748,50.5,0,0.22828954
2025-09-14 12:15:00\r\n',80.8,6,336.3858268,45.5,0,0.251454879
2025-09-14 12:30:00\r\n',80.7,0,313.7716535,47,0,0.276350075
2025-09-14 12:45:00\r\n',79.1,1,346.2795276,51.5,0,0.301880424
2025-09-14 13:00:00\r\n',78.4,5,137.0984252,54.5,0,0.326558745
2025-09-14 13:15:00\r\n',78.6,5,220.488189,54,0,0.350329956
2025-09-14 13:30:00\r\n',78.5,6,152.6456693,54.5,0,0.373811455
2025-09-14 13:45:00\r\n',78.1,7,192.2204724,56,0,0.396582453
2025-09-14 14:00:00\r\n',77.4,6,161.1259843,58,0,0.418797764
2025-09-14 14:15:00\r\n',77.2,8,163.9527559,58,0,0.440197006
2025-09-14 14:30:00\r\n',77.5,2,148.4055118,58.5,0,0.461706201
2025-09-14 14:45:00\r\n',79.9,4,49.46850394,50,0,0.483556223
2025-09-14 15:00:00\r\n',80.6,3,254.4094488,47.5,0,0.504807216
2025-09-14 15:15:00\r\n',79,4,254.4094488,49,0,0.525036746
2025-09-14 15:30:00\r\n',79.3,6,4.24015748,48.5,0,0.54370269
2025-09-14 15:45:00\r\n',79.5,5,346.2795276,45.5,0,0.561228229
2025-09-14 16:00:00\r\n',77.4,1,337.7992126,47.5,0,0.577871568
2025-09-14 16:15:00\r\n',76.5,4,7.066929134,48,0,0.593118621
2025-09-14 16:30:00\r\n',75.2,3,334.9724409,51,0,0.606706107
2025-09-14 16:45:00\r\n',73.6,5,336.3858268,55,0,0.618707421
2025-09-14 17:00:00\r\n',72.4,4,7.066929134,55.5,0,0.629126635
2025-09-14 17:15:00\r\n',71.1,1,340.6259843,59,0,0.638171621
2025-09-14 17:30:00\r\n',70,10,327.9055118,60.5,0,0.642739204
2025-09-14 17:45:00\r\n',68.5,4,301.0511811,64.5,0,0.643926963
2025-09-14 18:00:00\r\n',67.1,10,323.6653543,69,0,0.644923821
2025-09-14 18:15:00\r\n',65.8,7,330.7322835,72,0,0.645830514
2025-09-14 18:30:00\r\n',65,9,327.9055118,74,0,0.646539207
2025-09-14 18:45:00\r\n',65.1,5,281.2637795,73,0,0.64687986
2025-09-14 19:00:00\r\n',66.1,8,4.24015748,68.5,0,0.647189342
2025-09-14 19:15:00\r\n',65.8,3,327.9055118,69.5,0,0.6474206
2025-09-14 19:30:00\r\n',65.3,1,330.7322835,69.5,0,0.6474206
2025-09-14 19:45:00\r\n',64.7,2,11.30708661,72.5,0,0.6474206
2025-09-14 20:00:00\r\n',63.6,2,4.24015748,76,0,0.6474206
2025-09-14 20:15:00\r\n',62.2,0,15.54724409,80,0,0.6474206
2025-09-14 20:30:00\r\n',60.3,0,134.2716535,83,0,0.6474206
2025-09-14 20:45:00\r\n',59.8,1,156.8858268,84,0,0.6474206
2025-09-14 21:00:00\r\n',58.9,0,161.1259843,88.5,0,0.6474206
2025-09-14 21:15:00\r\n',58.1,0,161.1259843,89.5,0,0.6474206
2025-09-14 21:30:00\r\n',58.4,0,196.4606299,89,0,0.6474206
2025-09-14 21:45:00\r\n',58.7,0,169.6062992,85.5,0,0.6474206
2025-09-14 22:00:00\r\n',57.3,0,162.5393701,88.5,0,0.6474206
2025-09-14 22:15:00\r\n',57.1,0,162.5393701,90.5,0,0.6474206
2025-09-14 22:30:00\r\n',59,0,162.5393701,85.5,0,0.6474206
2025-09-14 22:45:00\r\n',62.2,0,269.9566929,76,0,0.6474206
2025-09-14 23:00:00\r\n',61.1,0,269.9566929,79,0,0.6474206
2025-09-14 23:15:00\r\n',62.4,0,312.3582677,74.5,0,0.6474206
2025-09-14 23:30:00\r\n',63.4,0,312.3582677,71,0,0.6474206
2025-09-14 23:45:00\r\n',65.9,0,293.984252,62,0,0.6474206
2025-09-15 00:00:00\r\n',68,0,318.011811,57.5,0,0
2025-09-15 00:15:00\r\n',68.1,1,318.011811,56.5,0,0
2025-09-15 00:30:00\r\n',68.5,0,309.5314961,55.5,0,0
2025-09-15 00:45:00\r\n',67.2,0,295.3976378,57.5,0,0
2025-09-15 01:00:00\r\n',66.8,0,285.503937,58.5,0,0
2025-09-15 01:15:00\r\n',67.7,2,254.4094488,56.5,0,0.00012922
2025-09-15 01:30:00\r\n',66.6,0,272.7834646,59,0,0.0002574
2025-09-15 01:45:00\r\n',66.3,2,255.8228346,60,0,0.000378368
2025-09-15 02:00:00\r\n',66.4,1,258.6496063,61,0,0.000555181
2025-09-15 02:15:00\r\n',66.4,3,245.9291339,61.5,0,0.000779082
2025-09-15 02:30:00\r\n',66.3,2,237.4488189,62,0,0.001044489
2025-09-15 02:45:00\r\n',66.4,2,224.7283465,62,0,0.00126365
2025-09-15 03:00:00\r\n',66.3,2,233.2086614,62,0,0.001482811
2025-09-15 03:15:00\r\n',66.9,3,231.7952756,60.5,0,0.001753052
2025-09-15 03:30:00\r\n',66.1,1,241.6889764,61.5,0,0.001978864
2025-09-15 03:45:00\r\n',64.6,3,197.8740157,64,0,0.002189705
2025-09-15 04:00:00\r\n',64.7,2,193.6338583,64,0,0.002431154
2025-09-15 04:15:00\r\n',63.5,0,189.3937008,65,0,0.00253153
2025-09-15 04:30:00\r\n',64.3,2,190.8070866,66,0,0.002628385
2025-09-15 04:45:00\r\n',62.3,0,165.3661417,68.5,0,0.002718716
2025-09-15 05:00:00\r\n',61.3,1,175.2598425,74.5,0,0.002748339
2025-09-15 05:15:00\r\n',63.3,1,226.1417323,72,0,0.002818469
2025-09-15 05:30:00\r\n',61.9,5,223.3149606,79,0,0.002996901
2025-09-15 05:45:00\r\n',61.8,3,185.1535433,83,0,0.003162295
2025-09-15 06:00:00\r\n',60.8,0,284.0905512,85,0,0.003220565
2025-09-15 06:15:00\r\n',59.9,0,284.0905512,80,0,0.003220565
2025-09-15 06:30:00\r\n',60.2,0,226.1417323,82.5,0,0.003220565
2025-09-15 06:45:00\r\n',58.6,0,312.3582677,85,0,0.003276134
2025-09-15 07:00:00\r\n',58.5,1,323.6653543,89,0,0.003499821
2025-09-15 07:15:00\r\n',60.1,0,282.6771654,91.5,0,0.003974253
2025-09-15 07:30:00\r\n',60.5,3,173.8464567,93,0,0.005001864
2025-09-15 07:45:00\r\n',61.1,6,227.5551181,94,0,0.006123753
2025-09-15 08:00:00\r\n',61.3,0,50.88188976,94,0,0.007565771
2025-09-15 08:15:00\r\n',61.8,2,148.4055118,94.5,0,0.010105636
2025-09-15 08:30:00\r\n',62.5,0,141.3385827,93.5,0,0.0131552
2025-09-15 08:45:00\r\n',63.8,0,325.0787402,90.5,0,0.017717632
2025-09-15 09:00:00\r\n',66.2,0,236.0354331,85.5,0,0.023896689
2025-09-15 09:15:00\r\n',66.2,2,190.8070866,85.5,0,0.031157316
2025-09-15 09:30:00\r\n',65.8,6,182.3267717,85.5,0,0.037895399
2025-09-15 09:45:00\r\n',68.9,5,189.3937008,79.5,0,0.047334493
2025-09-15 10:00:00\r\n',71.2,2,77.73622047,75,0,0.062236709
2025-09-15 10:15:00\r\n',72.5,0,344.8661417,73,0,0.079462173
2025-09-15 10:30:00\r\n',73.1,1,333.5590551,72,0,0.097875974
2025-09-15 10:45:00\r\n',73.9,0,7.066929134,70.5,0,0.117452308
2025-09-15 11:00:00\r\n',74.8,1,336.3858268,68,0,0.13810217
2025-09-15 11:15:00\r\n',76,3,334.9724409,66,0,0.159465547
2025-09-15 11:30:00\r\n',77.3,3,340.6259843,63.5,0,0.181430826
2025-09-15 12:00:00\r\n',79.7,4,103.1771654,59,0,0.227517414
2025-09-15 12:15:00\r\n',80,0,56.53543307,58,0,0.252269744
2025-09-15 12:30:00\r\n',80.3,2,197.8740157,55.5,0,0.27783548
2025-09-15 12:45:00\r\n',81.5,0,69.25590551,54.5,0,0.303787804
2025-09-15 13:00:00\r\n',81,1,187.980315,56,0,0.32981871
2025-09-15 13:15:00\r\n',81.8,1,97.52362205,52,0,0.355950747
2025-09-15 13:30:00\r\n',81.8,0,73.49606299,53,0,0.381894589
2025-09-15 13:45:00\r\n',83,4,100.3503937,49.5,0,0.407455388
2025-09-15 14:00:00\r\n',83,4,135.6850394,51.5,0,0.43203198
2025-09-15 14:15:00\r\n',83,2,152.6456693,51.5,0,0.456403979
2025-09-15 14:30:00\r\n',81.5,4,207.7677165,53.5,0,0.479924944
2025-09-15 14:45:00\r\n',80.9,5,156.8858268,53.5,0,0.501989771
2025-09-15 15:00:00\r\n',81.4,0,176.6732283,53,0,0.523896587
2025-09-15 15:15:00\r\n',81.6,2,319.4251969,52.5,0,0.545288193
2025-09-15 15:30:00\r\n',80.5,2,254.4094488,54,0,0.56527149
2025-09-15 15:45:00\r\n',79.9,0,254.4094488,54.5,0,0.584164558
2025-09-15 16:00:00\r\n',79.1,0,316.5984252,56,0,0.601453146
2025-09-15 16:15:00\r\n',78.5,0,59.36220472,57,0,0.617300704
2025-09-15 16:30:00\r\n',76.9,0,339.2125984,59.5,0,0.631597097
2025-09-15 16:45:00\r\n',77.4,1,12.72047244,58.5,0,0.644460427
2025-09-15 17:00:00\r\n',73.9,1,254.4094488,64,0,0.655725906
2025-09-15 17:15:00\r\n',72.9,0,334.9724409,66,0,0.665125919
2025-09-15 17:30:00\r\n',71.7,0,115.8976378,67.5,0,0.669542077
2025-09-15 17:45:00\r\n',70.4,0,69.25590551,69.5,0,0.669870103
